state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,total_n_z,germans_n_z,foreigner_n_z,for_prop_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,unemp_prop_z,votes_total_z,afd_votes_z,afd_prop_z
Schleswig-Holstein,11,Lübeck,235300,216500,18800,8,2870660,38824,19238,20471,8,129805,11549,0.08897191941758792,no,0,15,-1.0439520340188633,-1.0438055714653125,-0.5421989744362709,-0.3042516465504906,-0.6626120470106637,-0.4751722339615624,-0.7701438887765305,0.5455178814101524,0.954761459813123,-1.2856444421318527,-0.9676353464350722,-0.7069414303424454
Mecklenburg-Vorpommern,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,270900,254600,16299,6,7260120,12732,18008,21130,7,155412,25692,0.1653154196587136,yes,1,8,-0.10387743111087283,0.3088969363534367,-0.6760134048938601,-0.6740534445935665,2.4324552316920816,-1.3388170975311793,-1.295816008803451,0.6418834980549333,0.5434161046486795,-0.006460498808575978,0.7204797390618793,0.6907787473481152
Mecklenburg-Vorpommern,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,248800,241300,7500,3,2338720,8956,18081,17664,7,145108,25686,0.17701298343302918,yes,1,8,-0.687463069432968,-0.16330630128407944,-1.1467983603502083,-1.2287561416581805,-1.0376900949329908,-1.4638026488434157,-1.2646175821677068,0.13505007272745154,0.5434161046486795,-0.521191289295671,0.7197635762595757,0.904941326553194
Mecklenburg-Vorpommern,14,Rostock – Landkreis Rostock II,271600,261200,10400,3,2688840,14938,16879,24172,8,162306,25170,0.15507744630512735,yes,1,8,-0.08539281813234492,0.5432233550307003,-0.9916356860891093,-1.2287561416581805,-0.790815774260424,-1.2657985259753548,-1.7783231823891363,1.0867153733712056,0.954761459813123,0.3379255716124288,0.6581735752614546,0.5033387964712335
Mecklenburg-Vorpommern,15,Vorpommern-Rügen – Vorpommern-Greifswald I,292300,282300,10000,3,3244530,9645,17287,34783,11,167411,32881,0.19640883812891627,yes,1,8,0.4612235942326945,1.2923578147413461,-1.0130374342630541,-1.2287561416581805,-0.39899128193054095,-1.4409967577273854,-1.6039538937948408,2.6383626544300367,2.1887975253064536,0.5929431070779393,1.5785621366888034,1.2600465730557857
Mecklenburg-Vorpommern,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,273300,264000,9300,3,2241060,9018,16955,31976,11,154807,35597,0.2299443823599708,yes,1,8,-0.04050161518449145,0.6426345629543879,-1.0504904935674573,-1.2287561416581805,-1.1065514743368605,-1.4617504496428442,-1.7458426286313755,2.2278948457473358,2.1887975253064536,-0.036682949142882317,1.9027451651982936,1.8740255849367329
Mecklenburg-Vorpommern,17,Mecklenburgische Seenplatte II – Landkreis Rostock III,255600,249600,6000,2,2172600,6645,17802,26071,10,142477,27389,0.1922345361005636,yes,1,8,-0.5078982576415542,0.13137692220399455,-1.227054916002501,-1.4136570406797184,-1.1548235410375458,-1.5402967190453698,-1.3838554045152767,1.3644062777846182,1.77745217014201,-0.6526214824023817,0.9230344516467854,1.183622173409774
Hamburg,18,Hamburg-Mitte,350100,278400,71700,20,3921120,99078,23596,24857,7,174340,13950,0.08001606057129747,no,0,6,1.9875244944597128,1.1538922037047814,2.288182221567915,1.9145591417079653,0.07808142635191072,1.5192343891230495,1.0923594438066555,1.1868829718562965,0.5434161046486795,0.9390775837166313,-0.681050865046528,-0.8709080362548297
Hamburg,19,Hamburg-Altona,260300,222800,37500,14,2915360,73664,23596,18481,7,145076,8034,0.055377870909040776,no,0,6,-0.38378728478572394,-0.8201303536370154,0.45833275269564355,0.8051537475787374,-0.6310934758520217,0.6780313168112972,1.0923594438066555,0.2545200405556548,0.5434161046486795,-0.5227898321232707,-1.3871873881180097,-1.321991556448891
Hamburg,20,Hamburg-Eimsbüttel,252900,223200,29700,11,2832480,71570,23596,17955,7,155141,9120,0.058785234077387664,no,0,6,-0.5791960505587331,-0.80592875250506,0.040998663303722045,0.2504510505141234,-0.6895332784835261,0.6087199438113441,1.0923594438066555,0.17760302332476752,0.5434161046486795,-0.01999815837981072,-1.2575619209010338,-1.2596085082774562
Hamburg,21,Hamburg-Nord,279800,252900,26900,9,3133759,79183,23596,19865,7,177403,10919,0.06154912825600469,no,0,6,0.1311412196161248,0.24854013154262636,-0.10881357391389081,-0.11935074752895257,-0.4770974037608303,0.8607101456492826,1.0923594438066555,0.45690245851677275,0.5434161046486795,1.0920881049959377,-1.0428324406769642,-1.2090062873908975
Hamburg,22,Hamburg-Wandsbek,314700,277200,37500,11,3524640,89060,23596,22343,7,171156,16740,0.09780551076211176,no,0,6,1.0527312095455874,1.1112874003089153,0.45833275269564355,0.2504510505141234,-0.20148195380420517,1.1876387182951935,1.0923594438066555,0.8192605739124739,0.5434161046486795,0.7800225723704637,-0.34803516197529166,-0.5452133352889456
Hamburg,23,Hamburg-Bergedorf – Harburg,329500,270600,58899,17,3690399,93248,23596,23394,7,154154,17614,0.11426236101560777,no,0,6,1.443548741091606,0.8769609816316516,1.6032727756312497,1.3598564446433514,-0.08460305365464502,1.3262614642950998,1.0923594438066555,0.9729483783034673,0.5434161046486795,-0.06930321371858816,-0.24371411377304777,-0.2439162819983192
Niedersachsen,24,Aurich – Emden,239900,227300,12599,5,2902790,21111,18428,18712,7,141037,12875,0.09128810170380822,no,0,9,-0.9224817201599657,-0.6603623409025174,-0.8739795755028484,-0.8589543436151045,-0.6399567519026733,-1.0614723055700488,-1.116318211721088,0.2882991869061015,0.5434161046486795,-0.7245559096443671,-0.8093633671259469,-0.6645360558647946
Niedersachsen,25,Unterems,314500,285800,28699,9,4340100,42143,18302,15725,5,174953,14620,0.08356530039496322,no,0,9,1.0474498915517223,1.4166218246459557,-0.012559211501574548,-0.11935074752895257,0.3735098591046585,-0.36531337675676556,-1.1701675508457967,-0.14849003451720721,-0.27927460568020757,0.9696996697578375,-0.601079352122611,-0.8059274668372364
Niedersachsen,26,Friesland – Wilhelmshaven – Wittmund,231100,220400,10699,4,3258509,22878,18657,18950,8,137585,12492,0.09079478140785696,no,0,9,-1.1548597118900308,-0.9053399604287476,-0.9756378793290857,-1.0438552426366425,-0.38913450103061575,-1.0029846283537558,-1.018449174740466,0.32310194375201634,0.954761459813123,-0.8969987171716819,-0.8550784260063353,-0.6735679148906125
Niedersachsen,27,Oldenburg – Ammerland,285300,266800,18500,6,4850100,39656,19758,17688,6,174668,12624,0.07227425744841642,no,0,9,0.27637746444741546,0.7420457708780756,-0.5582502855667294,-0.6740534445935665,0.7331177179616477,-0.4476330446893747,-0.5479085209602715,0.13855959442619922,0.13207074948423594,0.9554626476995279,-0.8393228443556532,-1.0126473382567243
Niedersachsen,28,Delmenhorst – Wesermarsch – Oldenburg-Land,294200,270400,23800,8,4795460,44424,20248,19417,6,168818,16393,0.09710457415678422,no,0,9,0.5113961151744131,0.8698601810656739,-0.27467712226196217,-0.3042516465504906,0.6945903191225381,-0.2898123061679914,-0.3384944243641813,0.3913913868068155,0.13207074948423594,0.6632290370289625,-0.3894532440418576,-0.5580462972759368
