state,area_nr,area_name,total_n,germans_n,foreigner_n,pop_move_n,pop_migr_background_n,income,unemp_n,votes_total,afd_votes,afd_prop,east,state_id,total_n_z,germans_n_z,foreigner_n_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,votes_total_z,afd_votes_z,afd_prop_z
Hessen,169,Werra-Meißner – Hersfeld-Rotenburg,221900,207200,14700,3727920,31066,19842,11538,131063,17173000,0.13102858930438033,0,7,-1.397800339607826,-1.3739927977832749,-0.7615668932192039,-0.05814649194450169,-0.7319619339298702,-0.5120089615437989,-0.7607553408779014,-1.2228017272218406,-0.2963520797423723,0.06304495908923169
Hessen,170,Schwalm-Eder,237400,224000,13400,2350260,34897,20606,11395,143054,18504000,0.12934975603618215,0,7,-0.9884981950832796,-0.7775255502411493,-0.8311225747845242,-1.0295530857345405,-0.605155883326804,-0.18549392113683374,-0.7816662409996066,-0.6237977570422252,-0.137483298097994,0.03230836558058462
Hessen,171,Marburg,245200,220800,24399,4143879,46342,19718,9808,140784,16127000,0.11455136947380384,0,7,-0.78252679332254,-0.8911383592967923,-0.24262800437148,0.23515179307960496,-0.22632653089869334,-0.5650035492538299,-1.0137333633292989,-0.737194388875077,-0.4212031282773233,-0.238625026655454
Hessen,172,Lahn-Dill,275400,250900,24499,2919240,61138,21649,15422,152795,20930000,0.13698092215059393,0,7,0.014952223751092262,0.1775321258828495,-0.23727756732799382,-0.6283576356709136,0.26342087832160604,0.2602589416177012,-0.19279774596389707,-0.13719132942821183,0.1520851949668158,0.17202209135597155
Hessen,173,Gießen,286500,258100,28399,3352049,63603,19880,16617,164311,20357000,0.12389310514816415,0,7,0.30806537241060616,0.4331609462580462,-0.028610522632033068,-0.3231781890355515,0.3450123465378833,-0.49576868466491847,-0.018052811380417328,0.4380842706542209,0.0836916473468092,-0.06759366962486087
Hessen,174,Fulda,271000,251900,19099,4607000,43360,20727,9214,158626,25134000,0.1584481736915764,0,7,-0.10123677211394026,0.21303612871273794,-0.5262011676762471,0.5617046385731496,-0.32503069244876986,-0.13378146054881962,-1.1005940253733046,0.15409314643846628,0.6538765984476321,0.565051105530336
Hessen,175,Main-Kinzig – Wetterau II – Schotten,232200,212300,19899,2879279,52245,21761,10681,136022,20921000,0.1538060019702695,0,7,-1.1258124629237725,-1.192922383350844,-0.4833976713283578,-0.6565346741959805,-0.03093730701200589,0.30812502083966464,-0.886074511537351,-0.9750775434072535,0.15101095076336019,0.48006080429078274
Hessen,176,Hochtaunus,250300,218900,31400,3579290,57318,27206,10012,144609,16132000,0.11155598890802094,0,7,-0.6478531844789797,-0.9585959646735803,0.131956093042987,-0.1629475038306082,0.13697892757670585,2.6351857473002998,-0.9839024288899434,-0.5461185665135535,-0.4206063259420702,-0.29346537119603056
Hessen,177,Wetterau I,237700,211000,26699,4135979,45400,22008,10696,137220,15895000,0.11583588398192683,0,7,-0.9805762180924819,-1.2390775870296988,-0.11956795237129801,0.22958139683456533,-0.25750671875254044,0.4136868205523877,-0.8838810604756336,-0.9152320962989907,-0.4488947566330677,-0.2151077417409669
Hessen,178,Rheingau-Taunus – Limburg,294000,262700,31300,3351600,52332,22673,14112,171621,20364000,0.11865680773331935,0,7,0.506114797180548,0.596479359275533,0.12660565599950083,-0.3234947849740354,-0.02805760813378434,0.6978916659327958,-0.38435913868720956,0.8032513978340214,0.08452717061616355,-0.16346140597440367
Hessen,179,Wiesbaden,276200,227900,48299,745740,93355,22243,20162,138226,15496000,0.11210626076136183,0,7,0.03607749572655272,-0.6390599392045844,1.0361264490217155,-2.160921716505553,1.3298031629154412,0.5141201117770432,0.5003327895387757,-0.864977906156326,-0.49651958298626603,-0.2833908256197797
Hessen,180,Hanau,254200,213200,41000,3507960,62533,21744,11947,132320,18625000,0.14075725513905682,0,7,-0.5448674835986099,-1.1609687808039444,0.6455980492176596,-0.21324324612917495,0.30959536033446883,0.3008596338149023,-0.7009472419284093,-1.1600089667751907,-0.12304068158486871,0.24116035196731453
Hessen,181,Main-Taunus,278000,237200,40800,3753000,71446,26355,10563,158860,16395000,0.1032040790633262,0,7,0.08360935767133876,-0.308872712886622,0.6348971751306872,-0.040462246650122685,0.6046155454102007,2.2714890203548452,-0.9033296598895272,0.1657824908652889,-0.3892145231077565,-0.4463746938667481
Hessen,182,Frankfurt am Main I,365100,250000,115100,5987639,161374,20555,22636,143049,13329000,0.09317786213115785,0,7,2.3836233439995964,0.14557852333594992,4.610271898440915,1.5352117653269826,3.581231185878103,-0.2072900822111207,0.8621059846513521,-0.6240475293590376,-0.7551737150849647,-0.629937743343556
Hessen,183,Frankfurt am Main II,367600,277400,90200,6028639,162479,20555,22791,170775,13737000,0.08043917435221783,0,7,2.4496398189229103,1.1183882008748929,3.278013074612857,1.5641214167252895,3.6178066716302273,-0.2072900822111207,0.884771645622431,0.7609899218293551,-0.7064746445283108,-0.8631615396024173
Hessen,184,Groß-Gerau,266000,213400,52599,5054000,85386,20066,15427,131180,15943000,0.12153529501448392,0,7,-0.23326972196056814,-1.1538679802379666,1.266195241891621,0.8768903501595695,1.0660293656677686,-0.416276803099872,-0.1920665956099913,-1.2169570550084292,-0.4431654542146378,-0.11076117947965332
Hessen,185,Offenbach,355200,267800,87399,6251520,130713,20901,23443,161293,19051000,0.11811423930362756,0,7,2.122198103303273,0.777549773707964,3.1281473330248093,1.7212778072937298,2.566352481221196,-0.05941808747184065,0.9801136517717439,0.2873217002262266,-0.07219312262130358,-0.1733949149118099
Hessen,186,Darmstadt,341800,289700,52100,6425840,91944,22135,17773,190532,18685000,0.0980675162177482,0,7,1.7683497977143103,1.5550874356825206,1.239496561044625,1.8441931836779464,1.2830990811088825,0.4679635353844356,0.15098915044259736,1.7479402544820664,-0.11587905356183135,-0.540416459184871
Hessen,187,Odenwald,319200,279700,39500,5266800,80119,22034,15640,182234,22259000,0.12214515403272715,0,7,1.1715608644075524,1.2000474073836362,0.565341493565367,1.02693849205127,0.8916917335804938,0.4247985889432006,-0.16091959053360536,1.3334181175001258,0.3107152556770929,-0.09959569384364195
Hessen,188,Bergstraße,266900,236100,30799,3950120,48575,22341,10142,154080,19931000,0.1293548805815161,0,7,-0.20950379098817512,-0.34792711599949927,0.09979996641163509,0.09852971636534735,-0.1524142596910069,0.5560029310962612,-0.9648925196883933,-0.07299984400741241,0.032844088383244076,0.032402187325620085
Thüringen,189,Eichsfeld – Nordhausen – Kyffhäuserkreis,263800,256500,7300,2057639,7386,17475,18993,155929,32854000,0.21069845891399291,1,16,-0.2913642198930844,0.3763545417302247,-1.1574992344371808,-1.2358840882180524,-1.5157696285998277,-1.5236072608151163,0.32938983679560596,0.019365958749831255,1.5753394040784365,1.5216653256642598
Thüringen,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,273300,264300,9000,3088290,8199,18020,18584,160880,35821000,0.22265663848831427,1,16,-0.04050161518449145,0.6532857638033545,-1.0665418046979158,-0.5091582071615528,-1.4888593390826539,-1.2906875003153835,0.2695817378461137,0.26669050685751833,1.929481909817633,1.7405993387326346
Thüringen,191,Jena – Sömmerda – Weimarer Land I,255800,244200,11600,2506840,10487,17558,15348,153336,30421000,0.19839437574998695,1,16,-0.502616939647689,-0.060344693077402985,-0.9274304415672753,-0.9191464219309574,-1.4131265685841377,-1.4881350771059827,-0.2036187712017025,-0.11016596474910484,1.2849353877442724,1.2963984037652612
Thüringen,192,Gotha – Ilm-Kreis,246500,235000,11500,3401700,9860,17733,15283,145876,35093000,0.24056733115796977,1,16,-0.7481982263624168,-0.38698151911237655,-0.9327808786107615,-0.2881686011922018,-1.4338802604995964,-1.413344328321665,-0.21312372580247754,-0.4828262614332789,1.84258748980478,2.0685137841238377
Thüringen,193,Erfurt – Weimar – Weimarer Land II,280700,264000,16699,4968389,18526,17262,19087,166151,30166000,0.18155773964646615,1,16,0.1549071505885178,0.6426345629543879,-0.6546116567199153,0.8165248826995584,-1.1470357722390454,-1.6146382864783149,0.3431354634490345,0.5300004832412022,1.2544984686463638,0.9881481148474446
Thüringen,194,Gera – Greiz – Altenburger Land,289500,280500,9000,3010800,8974,18134,24897,174394,47274000,0.27107583976512956,1,16,0.38728514231858285,1.2284506096475472,-1.0665418046979158,-0.563797448304353,-1.463206849075508,-1.241966669678742,1.1927321746875426,0.9417751247382057,3.296517338948411,2.6270729009679754
Thüringen,195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,278400,269000,9399,3535679,6681,18365,16982,169716,43739000,0.25771877725140824,1,16,0.09417199365906899,0.8201545771038301,-1.045193560894406,-0.1936982064435732,-1.539105119509554,-1.1432428812834423,0.035321164454704096,0.7080881451284784,2.8745780879244607,2.3825277107273344
Thüringen,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,282700,273900,8800,2063710,7067,18845,13286,168007,38677000,0.23021064598498872,1,16,0.20772033052716896,0.9941241909702834,-1.077242678784888,-1.2316033444707568,-1.52632852448664,-0.9381025417607417,-0.5051451771524432,0.6227159672419833,2.2703754037142105,1.8789004209096332
Rheinland-Pfalz,197,Neuwied,309800,287000,22800,3407800,63818,21726,16419,179082,19273000,0.10762108978010074,0,11,0.923338918695892,1.4592266280418218,-0.3281814926968239,-0.28386740915489267,0.3521288437656722,0.29316687108280104,-0.04700636539508594,1.175961648981558,-0.04569509893606542,-0.3655067092392176
Rheinland-Pfalz,198,Ahrweiler,246400,230100,16300,2784320,39670,22014,9856,149988,14436000,0.09624769981598529,0,11,-0.7508388853593494,-0.5609511329788298,-0.6759599005234251,-0.7234915421748057,-0.4471696448698908,0.4162510747964214,-1.0067143199318034,-0.2774135080867207,-0.6230416780599257,-0.5737342150698186
Rheinland-Pfalz,199,Koblenz,257200,234100,23099,2957799,50668,21059,12860,149622,13697000,0.09154402427450509,0,11,-0.4656477136906332,-0.41893512165927616,-0.31218368593680024,-0.601169166200979,-0.08313598667815972,0.008107274287714973,-0.5674391873052151,-0.295696841677392,-0.7112490632103357,-0.6598505470806851
Rheinland-Pfalz,200,Mosel/Rhein-Hunsrück,219500,205400,14099,2151100,34242,22334,8999,133703,12022000,0.08991570869763581,0,11,-1.4611761555342073,-1.437900002877074,-0.7937230198505558,-1.1699834801854385,-0.6268363748812307,0.5530113011448885,-1.132033490591253,-1.0909219439448674,-0.911177845520128,-0.689662247228696
Rheinland-Pfalz,201,Kreuznach,237400,219400,18000,2184080,42019,21362,15193,138198,16195000,0.11718693468791155,0,11,-0.9884981950832796,-0.9408439632586361,-0.5850024707841602,-1.14672883864602,-0.36941777515790897,0.13760211361141975,-0.22628443217278146,-0.8663766311304757,-0.413086616517881,-0.19037229174360534
Rheinland-Pfalz,202,Bitburg,215200,196900,18299,2195039,29482,21839,8392,125050,10058000,0.08043182726909236,0,11,-1.5747244924023074,-1.7396840269311258,-0.5690046640241365,-1.139001500361287,-0.784392313505766,0.3414603260121035,-1.2207951435554139,-1.5231779154204919,-1.1456018028075503,-0.863296052249849
Rheinland-Pfalz,203,Trier,262900,230900,31999,9911330,40223,21106,11041,149881,11926000,0.07956979203501445,0,11,-0.3151301508654774,-0.5325479307149191,0.16400521093346918,4.301859058123922,-0.42886535200027565,0.028193932532646074,-0.8334316860561353,-0.28275863566650716,-0.9226364503569878,-0.879078457258073
Rheinland-Pfalz,204,Montabaur,272600,251700,20900,3625580,47705,22579,9813,161759,17822000,0.11017624985317664,0,11,-0.05898622816301935,0.20593532814676024,-0.4298397965230612,-0.13030780228847086,-0.1812112484732224,0.6577183494429336,-1.013002212975393,0.3106004801531469,-0.21888713662651843,-0.31872605626827094
Rheinland-Pfalz,205,Mainz,343900,295700,48199,5915079,82535,22918,18570,200879,16535000,0.08231323333947302,0,11,1.8238036366498942,1.7681114526618513,1.0307760119782292,1.4840487334864665,0.9716613024285773,0.802598714230841,0.2675345168551776,2.2648190868937483,-0.3725040577206694,-0.8288506938539816
Rheinland-Pfalz,206,Worms,284100,256399,27700,3409200,57672,22393,14773,167663,21978000,0.1310843775907624,0,11,0.24468955648422477,0.37276863744440597,-0.06601007756600141,-0.2828802503266578,0.14869632301222802,0.5782264678778871,-0.28770106190086636,0.6055316318452868,0.27717496443586803,0.06406634811788164
Rheinland-Pfalz,207,Ludwigshafen/Frankenthal,314600,261200,53400,2674100,96267,20614,21392,159499,24644000,0.15450880569784137,0,11,1.0500905505486549,0.5432233550307003,1.3090522426099451,-0.8012091464948398,1.426190325368098,-0.18207491547812207,0.6801957765995958,0.1977033929539199,0.5953899695928272,0.492927950123509
Rheinland-Pfalz,208,Neustadt – Speyer,285500,259700,25800,3054850,51390,24273,13418,174345,22080000,0.1266454443775273,0,11,0.28165878244128056,0.4899673507858677,-0.16766838139223872,-0.5327372008873914,-0.059237795987631466,1.3816927976751312,-0.48584280780933087,0.93932735603344375,0.2893497320750315,-0.017203000287200267
Rheinland-Pfalz,209,Kaiserslautern,296800,272600,24199,3027360,58172,19816,19588,169755,23207000,0.13670878619186475,0,11,0.5800532490946596,0.9479689872914284,-0.25332887845845237,-0.5521207695932319,0.16524631656522543,-0.5231207299346119,0.4163967289103929,0.7100363691996154,0.4238689784410829,0.16703974289946147
Rheinland-Pfalz,210,Pirmasens,223800,209900,13900,1656120,30660,20785,14770,132714,18648000,0.14051268140512682,0,11,-1.3476278186661075,-1.278131990142576,-0.8043703895670933,-1.5190005350423652,-0.7454005286949041,-0.10899366952315998,-0.28813975211320986,-1.1403269082103697,-0.1202953908427044,0.23668262116158273
Rheinland-Pfalz,211,Südpfalz,283200,258600,24599,3200160,50692,21679,12743,170401,23190000,0.13609075064113474,0,11,0.22092362551183176,0.45091294767299045,-0.23192713028450765,-0.430277165651099,-0.08234158698761584,0.27308021283786993,-0.5845481055866102,0.7423069525317839,0.4218398505012223,0.15572455880314617
Bayern,212,Altötting,220500,199800,20699,3439799,43659,22185,8599,125909,18305000,0.14538277644965808,0,2,-1.4347695655648818,-1.6367224187244493,-0.4405941749804684,-0.26130448390868716,-0.31513379630407745,0.48933232075138355,-1.1905255189037147,-1.4802670313921131,-0.16123603104106785,0.32584581238955385
Bayern,213,Erding – Ebersberg,271200,242100,29099,4122240,39866,24309,5423,162608,19367000,0.11910238118665749,0,2,-0.09595545412007515,-0.1349030990201687,0.008842536672370144,0.21989384316233754,-0.4406820473971158,1.3970783231393338,-1.6549522237046617,0.35301181954790073,-0.03447521503330692,-0.1553037107625396
Bayern,214,Freising,326000,285800,40199,5281200,55093,22838,7172,185634,25178000,0.13563248111876058,0,2,1.3511256761989663,1.4166218246459557,0.6027410484993354,1.0370921257131145,0.06333145626586736,0.7684086576437242,-1.3991958299084224,1.5032632929325913,0.6591284589978595,0.14733442007201786
Bayern,215,Fürstenfeldbruck,323500,282200,41300,5402450,62435,24151,8411,189842,21938000,0.11555925453798421,0,2,1.2851092012756524,1.2888074144583574,0.6616493603481182,1.1225871313727418,0.30635156159808136,1.3295529613797783,-1.218016772210572,1.7134716747619485,0.27240054575384315,-0.2201723583006047
Bayern,216,Ingolstadt,327300,290700,36600,3338460,80515,21717,8182,182840,27671000,0.15133996937212862,0,2,1.3854542431590895,1.5905914385124091,0.41017881930426797,-0.33275997569046845,0.9047993284744678,0.2893204897167504,-1.2515034584194562,1.3636905222977946,0.956694103355061,0.43491192442049087
Bayern,217,München-Nord,368100,264300,103800,3717810,126258,25838,16564,173092,14901000,0.08608716751785178,0,2,2.462843113907573,0.6532857638033545,4.005672512526977,-0.06527518891125494,2.418892038663989,2.050535779660603,-0.025803005131818522,0.8767344134402439,-0.5675390608813863,-0.7597563513921398
Bayern,218,München-Ost,377400,284700,92699,3811740,129448,25838,16983,186047,15940000,0.08567727509715287,0,2,2.708424400622301,1.3775674215330784,3.4117204963295764,9.561173288176053e-4,2.5244809975321125,2.050535779660603,0.03546739452548525,1.5238944863012995,-0.44352353561578967,-0.7672607873334286
Bayern,219,München-Süd,334800,252500,82300,3381480,114836,25838,15066,169770,14584000,0.08590445897390588,0,2,1.5835036679290313,0.234338530410671,2.8553285481774493,-0.3024259951257083,2.040823985939316,2.050535779660603,-0.2448556511619881,0.7107856861500528,-0.6053763289364336,-0.763101435357416
Bayern,220,München-West/Mitte,370000,282600,87399,3737000,126909,25838,16650,192595,14879000,0.07725538046159039,0,2,2.5130156348492916,1.3030090155903127,3.1281473330248093,-0.051744061829949804,2.4404401302699914,2.050535779660603,-0.013227219044639226,1.8509963123988828,-0.5701649911565,-0.9214514129836837
Bayern,221,München-Land,340000,287100,52899,6902000,77180,29954,9180,196362,18457000,0.09399476477118791,0,2,1.7208179357695244,1.4627770283248107,1.2822465530220795,2.1799400034296013,0.794410871475975,3.809614191067761,-1.105565847779864,2.039174775885382,-0.14309324004937327,-0.6149816396861076
Bayern,222,Rosenheim,317900,282800,35099,5404299,53725,23680,9854,185456,25698000,0.13856656026227246,0,2,1.1372322974474292,1.3101098161562905,0.3298687592815405,1.1238908861394608,0.01805067390486645,1.128259003223128,-1.0070067800733657,1.494371398454068,0.7211959018641831,0.20105243940404732
Bayern,223,Bad Tölz-Wolfratshausen – Miesbach,223200,198300,24899,3392640,37943,26258,6472,131817,15407000,0.11688173756040571,0,2,-1.3634717726477028,-1.689978422969282,-0.21587581915404913,-0.29455692903777886,-0.5043333226019439,2.230033576742966,-1.5015568794552305,-1.1851360618465232,-0.5071426645537714,-0.1959599342009304
Bayern,224,Starnberg – Landsberg am Lech,290700,258500,32199,4186080,45058,29060,8430,176259,17450000,0.09900203677542707,0,2,0.41897305028177356,0.4473625473900016,0.17470608502044152,0.2649082857298477,-0.26882691434279066,3.4275403087067313,-1.21523840086573,1.0349401989092493,-0.26328923036935,-0.5233069706782024
Bayern,225,Traunstein,278100,248400,29700,3893400,53951,22259,10845,159568,19183000,0.12021833951669508,0,2,0.08625001666827131,0.08877211880812842,0.040998663303722045,0.058535681552860236,0.025531270990821277,0.5209581230944665,-0.8620927799292416,0.2011502509259317,-0.05643754097062143,-0.1348724039659047
Bayern,226,Weilheim,220300,199200,21100,3679010,29960,24017,7269,133560,16143000,0.1208670260557053,0,2,-1.4400508835587469,-1.6580248204223824,-0.41913892243608886,-0.09263359072233569,-0.7685705196691005,1.2722846165963577,-1.3850115130426504,-1.0980654322057035,-0.41929336080451335,-0.12299605219126576
Bayern,227,Deggendorf,208400,197200,11200,1979800,22715,20088,7502,118755,22765000,0.1916971916971917,0,2,-1.7542893041937213,-1.7290328260821592,-0.94883218974122,-1.2907694139544625,-1.008379926252033,-0.40687453753841485,-1.3509399065506413,-1.8376412622873652,0.3711116520047078,1.173784307545754
Bayern,228,Landshut,336100,301200,34900,7058100,57137,22276,10755,191694,28059000,0.14637390841653886,0,2,1.6178322348891547,1.9633834682262377,0.31922138956500307,2.2900082127777894,0.1309878299105208,0.5282235101192289,-0.8752534862995455,1.8059873409092795,1.0030059645707026,0.343991759909486
Bayern,229,Passau,225200,208900,16299,3265399,28600,20065,9458,130571,20968000,0.16058696035107337,0,2,-1.3106585927090515,-1.3136359929724646,-0.6760134048938601,-0.3842762693688027,-0.8135865021332535,-0.41670417880721095,-1.064913888102703,-1.2473793231961856,0.15662089271473945,0.6042086665579598
Bayern,230,Rottal-Inn,220000,201100,18900,2420000,30800,21229,6820,123504,20381000,0.165022995206633,0,2,-1.4479728605495445,-1.5905672150455943,-0.5368485373927847,-0.9803784738194691,-0.7407665305000649,0.08076114453533811,-1.4506688148233888,-1.600407515778901,0.08655629855602413,0.6854249509432839
Bayern,231,Straubing,222400,207200,15200,2802240,23796,20576,9118,128207,23580000,0.18392131474880466,0,2,-1.3845970446231632,-1.3739927977832749,-0.7348147080017731,-0.7108559091733994,-0.9725988401904526,-0.19831519235700254,-1.1146321121682956,-1.3654716745851114,0.468390432650965,1.0314211715135826
Bayern,232,Amberg,275800,258200,17600,3061380,34750,21131,8549,168203,21540000,0.1280595470948794,0,2,0.025514859738822494,0.43671134654103505,-0.6064042189581049,-0.5281328100671244,-0.6100215814313853,0.038878325216120065,-1.1978370224427726,0.6325070420610313,0.22489507986769544,0.008686825239889435
Bayern,233,Regensburg,334900,302700,32199,5257929,62961,21814,9042,197663,25628000,0.1296550188957974,0,2,1.5861443269259639,2.0166394724710703,0.17470608502044152,1.0206834306475048,0.32376215481583465,0.33077593332862953,-1.1257455975476633,2.104165532719981,0.7128406691706396,0.0378972114814947
Bayern,234,Schwandorf,271200,256700,14500,2657760,23594,20358,9492,161282,28007000,0.17365236046179983,0,2,-0.09595545412007515,0.38345534229620243,-0.7722677673061763,-0.8127307002472383,-0.9792850375858636,-0.29148309655689575,-1.0599420656961438,0.28677220112923923,0.9967992202840701,0.8434140122217597
Bayern,235,Weiden,210400,200500,9900,1157200,20829,20390,9257,129339,17407000,0.13458430945035912,0,2,-1.70147612425507,-1.6118696167435274,-1.0183878713065402,-1.870795736887324,-1.0708065019339392,-0.277807073922049,-1.0943061323297152,-1.308923222058773,-0.2684217304525267,0.1281441722319131
Bayern,236,Bamberg,234300,218000,16300,3163050,29287,21716,7966,144418,18394000,0.12736639477073494,0,2,-1.0703586239881888,-0.9905495672204799,-0.6759599005234251,-0.45644392573381054,-0.7908468109914351,0.2888931140094115,-1.2830891537081857,-0.555659869015789,-0.15061294947356246,-0.004003619743767755
Bayern,237,Bayreuth,204500,193400,11099,1370150,28016,21698,8793,126522,13564000,0.10720665180759077,0,2,-1.857275005074091,-1.8639480368357353,-0.954236131155141,-1.7206418279783127,-0.8329168946031544,0.2812003512773102,-1.1621568851721709,-1.4496449453509068,-0.7271240053280684,-0.37309436653484546
Bayern,238,Coburg,198700,188500,10199,1112719,23247,24053,7351,122179,14210000,0.11630476595814337,0,2,-2.0104332268961795,-2.0379176507021888,-1.0023900645465167,-1.9021598882006923,-0.9907707331116438,1.28767014206056,-1.3730206472385957,-1.6665971797342,-0.6500171436133664,-0.20652330695551221
Bayern,239,Hof,211400,196800,14599,1522080,28327,21143,10358,125791,16606000,0.1320126241146028,0,2,-1.6750695342857445,-1.7432344272141147,-0.766970834633125,-1.6135139417113669,-0.8226227986131901,0.044006833704187585,-0.9333068243996638,-1.4861616580688868,-0.36402946456007523,0.08106096969201675
Bayern,240,Kulmbach,210500,202700,7800,1136700,18945,21623,7578,133911,18000000,0.1344176355937899,0,2,-1.6988354652581374,-1.533760810517773,-1.1307470492197498,-1.8852505625864775,-1.1331668776416335,0.2491471732268882,-1.3398264211712736,-1.0805314155654695,-0.19764097349150767,0.1250926562327188
Bayern,241,Ansbach,315800,291800,24000,4673840,45475,21613,10737,184421,21734000,0.11784991947771675,0,2,1.0817784585118455,1.6296458416252864,-0.2639762481749898,0.6088344214868773,-0.25502421971959083,0.2448734161534986,-0.8778856275736063,1.4426685288738912,0.24805101047551617,-0.1782341632154943
Bayern,242,Erlangen,242500,215900,26599,3346500,49470,24270,7275,147370,13953000,0.09468005699938929,0,2,-0.8538245862397191,-1.0651079731632456,-0.12491838941478418,-0.3270908635626053,-0.12278977123114153,1.3804106705531145,-1.3841341326179635,-0.40819429316971906,-0.6806927836453763,-0.6024350997456241
Bayern,243,Fürth,337200,304000,33199,4417320,69125,22885,12813,197343,23032000,0.11671049897893515,0,2,1.6468794838554128,2.062794676149925,0.22821045545530325,0.4279587196162991,0.5277904753371867,0.7884953158886553,-0.5743120006319293,2.0881801044439845,0.402980896707224,-0.19909502258127132
Bayern,244,Nürnberg-Nord,285300,224400,60900,4821570,103849,21791,17973,145304,14503000,0.09981142982987391,0,2,0.27637746444741546,-0.7633239491091939,1.710335020871408,0.7130008312691185,1.6771544276057508,0.32094629205983344,0.1802351645988283,-0.5114002144766231,-0.615044526767534,-0.5084883548129383
Bayern,245,Nürnberg-Süd,265100,217700,47400,4374150,91724,22126,15640,130978,18679000,0.14261173632213042,0,2,-0.25703565293296116,-1.0012007680694464,0.9880260200007747,0.39751897203422804,1.2758170839455638,0.46411715401838494,-0.16091959053360536,-1.2270478566076521,-0.1165952163641351,0.275112761282353
Bayern,246,Roth,292800,272500,20300,3835680,36014,24299,7612,184545,21357000,0.11572787125091441,0,2,0.47442688921735726,0.9444185870084396,-0.46194241878397824,0.017836533291633924,-0.5681831977294078,1.3928045660659443,-1.3348545987647145,1.4488628823308398,0.20305211439743154,-0.21708527189227894
Bayern,247,Aschaffenburg,242700,218100,24599,2257110,47811,23305,9222,143378,16634000,0.11601500927617905,0,2,-0.848543268245854,-0.986999166937491,-0.23192713028450765,-1.0952344034845964,-0.17770264983998693,0.9679931129710183,-1.0994241848070554,-0.6076125109127785,-0.3606873714826578,-0.21182826100822183
Bayern,248,Bad Kissingen,267400,256500,10899,1791580,29146,20817,8824,169903,19653000,0.11567188336874569,0,2,-0.19630049600351235,0.3763545417302247,-0.9649370052421133,-1.423485867276154,-0.7955139091733803,-0.09531764688831326,-1.157623752977955,0.717429629777264,-3.3812145682893274e-4,-0.21811031518170393
Bayern,249,Main-Spessart,254600,234700,19900,1527600,38190,21936,6619,155959,16856000,0.10807968761020524,0,2,-0.5343048476108797,-0.3976327199613431,-0.4833441669579229,-1.6096217154743264,-0.49615762578676315,0.3829157696239826,-1.4800610590504009,0.020864592650705952,-0.3341893477974196,-0.35711055974963896
Bayern,250,Schweinfurt,256100,237000,19100,2945150,42256,21354,9219,154940,18904000,0.12200851942687492,0,2,-0.49469496265689133,-0.31597351345259966,-0.5261476633058123,-0.610088146214081,-0.36157307821378815,0.13418310795270808,-1.099862875019399,-0.030039005515671173,-0.08973911127774507,-0.10209724204312541
Bayern,251,Würzburg,285300,265300,20000,1968570,46503,23105,8559,181902,15769000,0.0866895361238469,0,2,0.27637746444741546,0.6887897666332429,-0.4779937299144368,-1.2986878379838038,-0.22099743297462815,0.8825179715032264,-1.196374721734961,1.3168332356637793,-0.4639341754814461,-0.7487280025170228
Bayern,252,Augsburg-Stadt,314100,256300,57800,5622390,109620,18877,16961,152057,21013000,0.13819159920293048,0,2,1.036887255563992,0.36925374116424703,1.5444714725233366,1.2776697832884403,1.868174453194447,-0.924426519125895,0.03225033296829985,-0.1740577233897293,0.16199211373201747,0.19418753752195897
Bayern,253,Augsburg-Land,324800,299300,25500,4157440,49694,23625,8444,197838,27042000,0.13668759287902224,0,2,1.3194377682357756,1.8959258628494495,-0.18371969252269724,0.2447138365579572,-0.11537537411939869,1.1047533393194855,-1.2131911798747939,2.112907563808417,0.8816163695802196,0.1666517292388549
Bayern,254,Donau-Ries,249800,230400,19400,2822740,34222,23203,5495,146826,21588000,0.14703117976380206,0,2,-0.6610564794636424,-0.5502999321298633,-0.5100963521753538,-0.6964010834742459,-0.6274983746233506,0.9244007908224444,-1.6444236586084187,-0.43536952123891354,0.2306243822861253,0.35602528498216474
Bayern,255,Neu-Ulm,328000,289700,38300,4231200,66911,23426,8200,180762,27326000,0.15117115322910787,0,2,1.4039388561376176,1.5550874356825206,0.5011362490435329,0.29672300453696016,0.4545071038845142,1.0197055735590326,-1.2488713171453956,1.2598851474305408,0.9155147422225963,0.43182118678500464
Bayern,256,Oberallgäu,300000,268800,31199,4530000,52500,22864,9300,175341,18528000,0.10566838332164183,0,2,0.6645543369965013,0.8130537765378524,0.12120171458557978,0.5074109030202315,-0.02249681029997721,0.7795204260345372,-1.0880182392861255,0.9890820015424836,-0.13461864688877906,-0.40125745697116944
Bayern,257,Ostallgäu,329200,297500,31699,5036760,53001,22927,9876,190159,25383000,0.13348303262007058,0,2,1.4356267641008083,1.8320186577556503,0.14795389980301066,0.8647341943033058,-0.005913716759873803,0.8064450955968916,-1.0037897185161804,1.7293072396478577,0.6835973547432371,0.10798165882794679
