state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,total_n_c,germans_n_c,foreigner_n_c,for_prop_c,pop_move_n_c,pop_migr_background_n_c,income_c,unemp_n_c,unemp_prop_c,votes_total_c,afd_votes_c,afd_prop_c
Sachsen-Anhalt,74,Mansfeld,246700,239700,7000,2,1430860,6414,17920,25163,10,137927,32982,0.23912649444996267,yes,1,14,-28133.76923076925,-6199.65886287624,-21933.732441471573,-7.645484949832776,-2379524.0234113713,-46765.66220735786,-3120.0301003344466,8422.545150501672,4.321070234113712,-17614.32775919733,13326.167224080269,0.1115414218996891
Berlin,75,Berlin-Mitte,354300,250000,104300,29,4145309,85386,18594,33304,9,149420,12319,0.08244545576228082,yes,1,3,79466.23076923075,4100.34113712376,75366.26755852843,19.354515050167223,334924.9765886287,32206.337792642138,-2446.0301003344466,16563.54515050167,3.321070234113712,-6121.327759197331,-7336.832775919731,-0.04513961678799275
Berlin,76,Berlin-Pankow,314000,283000,31000,9,3673799,75674,18594,29516,9,186409,23291,0.12494568395302802,yes,1,3,39166.23076923075,37100.34113712376,2066.267558528427,-0.6454849498327757,-136585.02341137128,22494.337792642138,-2446.0301003344466,12775.545150501672,3.321070234113712,30867.67224080267,3635.167224080269,-0.002639388597245551
Berlin,77,Berlin-Reinickendorf,252100,216700,35400,14,2949569,60756,18594,23697,9,134913,18484,0.1370068117972323,yes,1,3,-22733.76923076925,-29199.65886287624,6466.267558528427,4.354515050167224,-860815.0234113713,7576.337792642138,-2446.0301003344466,6956.545150501672,3.321070234113712,-20628.32775919733,-1171.832775919731,0.009421739246958716
Berlin,78,Berlin-Spandau – Charlottenburg Nord,262400,222200,40199,15,3070079,63238,18594,24665,9,130658,18469,0.14135376325980806,yes,1,3,-12433.769230769249,-23699.65886287624,11265.267558528427,5.354515050167224,-740305.0234113713,10058.337792642138,-2446.0301003344466,7924.545150501672,3.321070234113712,-24883.32775919733,-1186.832775919731,0.013768690709534487
Berlin,79,Berlin-Steglitz-Zehlendorf,286500,258700,27800,9,3352049,69046,18594,26930,9,178717,15879,0.08884996950485964,yes,1,3,11666.230769230751,12800.34113712376,-1133.732441471573,-0.6454849498327757,-458335.0234113713,15866.337792642138,-2446.0301003344466,10189.545150501672,3.321070234113712,23175.67224080267,-3776.832775919731,-0.03873510304541393
Berlin,80,Berlin-Charlottenburg-Wilmersdorf,277700,227200,50500,18,3249089,66925,18594,26103,9,156816,12418,0.07918834812774207,yes,1,3,2866.2307692307513,-18699.65886287624,21566.267558528427,8.354515050167224,-561295.0234113713,13745.337792642138,-2446.0301003344466,9362.545150501672,3.321070234113712,1274.672240802669,-7237.832775919731,-0.0483967244225315
Berlin,81,Berlin-Tempelhof-Schöneberg,333700,279200,54500,16,3904289,80421,18594,31367,9,179097,17122,0.09560182470951495,yes,1,3,58866.23076923075,33300.34113712376,25566.267558528427,6.354515050167224,93904.97658862872,27241.337792642138,-2446.0301003344466,14626.545150501672,3.321070234113712,23555.67224080267,-2533.832775919731,-0.03198324784075862
Berlin,82,Berlin-Neukölln,318700,246200,72500,22,3728789,76806,18594,29957,9,140810,15666,0.11125630281940203,yes,1,3,43866.23076923075,300.34113712375984,43566.26755852843,12.354515050167224,-81595.02341137128,23626.337792642138,-2446.0301003344466,13216.545150501672,3.321070234113712,-14731.327759197331,-3989.832775919731,-0.016328769730871537
Berlin,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,339800,273300,66500,19,3975660,81891,18594,31941,9,171840,10865,0.0632274208566108,yes,1,3,64966.23076923075,27400.34113712376,37566.26755852843,9.354515050167224,165275.97658862872,28711.337792642138,-2446.0301003344466,15200.545150501672,3.321070234113712,16298.672240802669,-8790.832775919731,-0.06435765169366277
Berlin,84,Berlin-Treptow-Köpenick,251200,237100,14099,5,2939039,60539,18594,23612,9,155337,26259,0.16904536588192123,yes,1,3,-23633.76923076925,-8799.65886287624,-14834.732441471573,-4.645484949832776,-871345.0234113713,7359.337792642138,-2446.0301003344466,6871.545150501672,3.321070234113712,-204.32775919733103,6603.167224080269,0.04146029333164766
Berlin,85,Berlin-Marzahn-Hellersdorf,256300,239400,16900,6,2998710,61768,18594,24092,9,136924,29600,0.21617831789898045,yes,1,3,-18533.76923076925,-6499.65886287624,-12033.732441471573,-3.6454849498327757,-811674.0234113713,8588.337792642138,-2446.0301003344466,7351.545150501672,3.321070234113712,-18617.32775919733,9944.167224080269,0.08859324534870688
Berlin,86,Berlin-Lichtenberg,273300,241400,31900,11,3197610,65865,18594,25690,9,146900,24585,0.16735874744724302,yes,1,3,-1533.7692307692487,-4499.65886287624,2966.267558528427,1.3545150501672243,-612774.0234113713,12685.337792642138,-2446.0301003344466,8949.545150501672,3.321070234113712,-8641.327759197331,4929.167224080269,0.03977367489696945
Nordrhein-Westfalen,87,Aachen I,245900,207300,38599,15,2606540,60491,19652,20163,8,139784,8269,0.059155554283752076,no,0,10,-28933.76923076925,-38599.65886287624,9665.267558528427,5.354515050167224,-1203844.0234113713,7311.337792642138,-1388.0301003344466,3422.5451505016717,2.321070234113712,-15757.327759197331,-11386.832775919731,-0.0684295182665215
Nordrhein-Westfalen,88,Aachen II,308000,274400,33600,10,4589200,75768,19652,25256,8,171601,14848,0.08652630229427567,no,0,10,33166.23076923075,28500.34113712376,4666.267558528427,0.3545150501672243,778815.9765886287,22588.337792642138,-1388.0301003344466,8515.545150501672,2.321070234113712,16059.672240802669,-4807.832775919731,-0.0410587702559979
Nordrhein-Westfalen,89,Heinsberg,252500,225400,27099,10,3939000,52015,18979,15150,6,140891,12312,0.08738670319608775,no,0,10,-22333.76923076925,-20499.65886287624,-1834.732441471573,0.3545150501672243,128615.97658862872,-1164.662207357862,-2061.0301003344466,-1590.4548494983283,0.32107023411371216,-14650.327759197331,-7343.832775919731,-0.04019836935418582
Nordrhein-Westfalen,90,Düren,262800,237400,25400,9,4651560,50194,20228,18921,7,150136,14432,0.09612617893110247,no,0,10,-12033.769230769249,-8499.65886287624,-3533.732441471573,-0.6454849498327757,841175.9765886287,-2985.662207357862,-812.0301003344466,2180.5451505016717,1.3210702341137122,-5405.327759197331,-5223.832775919731,-0.031458893619171105
Nordrhein-Westfalen,91,Rhein-Erft-Kreis I,336100,297200,38900,11,5680090,73942,21542,23863,7,189879,18091,0.09527646553857984,no,0,10,61266.23076923075,51300.34113712376,9966.267558528427,1.3545150501672243,1869705.9765886287,20762.337792642138,501.9698996655534,7122.545150501672,1.3210702341137122,34337.67224080267,-1564.832775919731,-0.03230860701169373
Nordrhein-Westfalen,92,Euskirchen – Rhein-Erft-Kreis II,321700,293400,28300,8,5758429,59514,21000,19945,6,186199,18324,0.0984108400152525,no,0,10,46866.23076923075,47500.34113712376,-633.7324414715731,-1.6454849498327757,1948044.9765886287,6334.337792642138,-40.030100334446615,3204.5451505016717,0.32107023411371216,30657.67224080267,-1331.832775919731,-0.029174232535021077
Nordrhein-Westfalen,93,Köln I,291400,228800,62599,21,2943140,94122,20799,24768,8,138631,12282,0.08859490301591996,no,0,10,16566.23076923075,-17099.65886287624,33665.26755852843,11.354515050167224,-867244.0234113713,40942.33779264214,-241.03010033444662,8027.545150501672,2.321070234113712,-16910.32775919733,-7373.832775919731,-0.03899016953435361
Nordrhein-Westfalen,94,Köln II,316900,275100,41799,13,3200689,102358,20799,26936,8,197078,9964,0.05055866205258831,no,0,10,42066.23076923075,29200.34113712376,12865.267558528427,3.3545150501672243,-609695.0234113713,49178.33779264214,-241.03010033444662,10195.545150501672,2.321070234113712,41536.67224080267,-9691.832775919731,-0.07702641049768526
Nordrhein-Westfalen,95,Köln III,304500,245300,59199,19,3075450,98353,20799,25882,8,149523,11731,0.0784561572467112,no,0,10,29666.23076923075,-599.6588628762402,30265.267558528427,9.354515050167224,-734934.0234113713,45173.33779264214,-241.03010033444662,9141.545150501672,2.321070234113712,-6018.327759197331,-7924.832775919731,-0.049128915303562365
Nordrhein-Westfalen,96,Bonn,318800,272200,46600,14,4240040,98828,23005,21359,6,179207,13130,0.07326722728464848,no,0,10,43966.23076923075,26300.34113712376,17666.267558528427,4.354515050167224,429655.9765886287,45648.33779264214,1964.9698996655534,4618.545150501672,0.32107023411371216,23665.67224080267,-6525.832775919731,-0.054317845265625095
Nordrhein-Westfalen,97,Rhein-Sieg-Kreis I,312800,282400,30400,9,5348880,69128,22669,16265,5,182749,18238,0.09979808371044438,no,0,10,37966.23076923075,36500.34113712376,1466.267558528427,-0.6454849498327757,1538495.9765886287,15948.337792642138,1628.9698996655534,-475.45484949832826,-0.6789297658862878,27207.67224080267,-1417.832775919731,-0.02778698883982919
Nordrhein-Westfalen,98,Rhein-Sieg-Kreis II,283400,258000,25399,8,5781359,62631,22669,14736,5,173161,15225,0.08792395516311409,no,0,10,8566.230769230751,12100.34113712376,-3534.732441471573,-1.6454849498327757,1970974.9765886287,9451.337792642138,1628.9698996655534,-2004.4548494983283,-0.6789297658862878,17619.67224080267,-4430.832775919731,-0.03966111738715948
Nordrhein-Westfalen,99,Oberbergischer Kreis,273500,249600,23900,8,3664900,73571,22192,15042,5,155033,16409,0.1058419820296324,no,0,10,-1333.7692307692487,3700.34113712376,-5033.732441471573,-1.6454849498327757,-145484.02341137128,20391.337792642138,1151.9698996655534,-1698.4548494983283,-0.6789297658862878,-508.32775919733103,-3246.832775919731,-0.021743090520641176
Nordrhein-Westfalen,100,Rheinisch-Bergischer Kreis,282700,258399,24300,8,4014339,53995,24567,17810,6,172947,13814,0.07987418110750692,no,0,10,7866.230769230751,12499.34113712376,-4633.732441471573,-1.6454849498327757,203954.97658862872,815.3377926421381,3526.9698996655534,1069.5451505016717,0.32107023411371216,17405.67224080267,-5841.832775919731,-0.04771089144276665
Nordrhein-Westfalen,101,Leverkusen – Köln IV,311300,257200,54100,17,3735600,100238,20442,26460,8,153667,14984,0.09750954987082458,no,0,10,36466.23076923075,11300.34113712376,25166.267558528427,7.354515050167224,-74784.02341137128,47058.33779264214,-598.0301003344466,9719.545150501672,2.321070234113712,-1874.327759197331,-4671.832775919731,-0.03007552267944899
Nordrhein-Westfalen,102,Wuppertal I,308600,252800,55800,18,4567280,98134,20746,29625,9,148559,16434,0.11062271555408962,no,0,10,33766.23076923075,6900.34113712376,26866.267558528427,8.354515050167224,756895.9765886287,44954.33779264214,-294.0301003344466,12884.545150501672,3.321070234113712,-6982.327759197331,-3221.832775919731,-0.016962356996183953
Nordrhein-Westfalen,103,Solingen – Remscheid – Wuppertal II,309600,266100,43500,14,4024800,91951,22492,27554,8,162468,16221,0.09984119949774725,no,0,10,34766.23076923075,20200.34113712376,14566.267558528427,4.354515050167224,214415.97658862872,38771.33779264214,1451.9698996655534,10813.545150501672,2.321070234113712,6926.672240802669,-3434.832775919731,-0.02774387305252632
Nordrhein-Westfalen,104,Mettmann I,266900,239400,27499,10,3736599,65123,24519,17081,6,159165,15053,0.09457481230169949,no,0,10,-7933.769230769249,-6499.65886287624,-1434.732441471573,0.3545150501672243,-73785.02341137128,11943.337792642138,3478.9698996655534,340.54515050167174,0.32107023411371216,3623.672240802669,-4602.832775919731,-0.03301026024857408
Nordrhein-Westfalen,105,Mettmann II,216400,190800,25599,11,3570600,52801,24519,13849,6,124443,11926,0.09583504094243951,no,0,10,-58433.76923076925,-55099.65886287624,-3334.732441471573,1.3545150501672243,-239784.02341137128,-378.6622073578619,3478.9698996655534,-2891.4548494983283,0.32107023411371216,-31098.32775919733,-7729.832775919731,-0.03175003160783406
Nordrhein-Westfalen,106,Düsseldorf I,324000,263000,61000,18,3628799,106596,24128,24948,7,171910,12029,0.06997266011284975,no,0,10,49166.23076923075,17100.34113712376,32066.267558528427,8.354515050167224,-181585.02341137128,53416.33779264214,3087.9698996655534,8207.545150501672,1.3210702341137122,16368.672240802669,-7626.832775919731,-0.05761241243742382
Nordrhein-Westfalen,107,Düsseldorf II,288200,234600,53599,18,3227839,94817,24128,22191,7,142546,12968,0.09097414168058031,no,0,10,13366.230769230751,-11299.65886287624,24665.267558528427,8.354515050167224,-582545.0234113713,41637.33779264214,3087.9698996655534,5450.545150501672,1.3210702341137122,-12995.327759197331,-6687.832775919731,-0.03661093086969326
Nordrhein-Westfalen,108,Neuss I,295700,257700,38000,12,5854860,68011,23689,16854,5,158773,14893,0.09380058322258822,no,0,10,20866.23076923075,11800.34113712376,9066.267558528427,2.3545150501672243,2044475.9765886287,14831.337792642138,2648.9698996655534,113.54515050167174,-0.6789297658862878,3231.672240802669,-4762.832775919731,-0.03378448932768535
Nordrhein-Westfalen,109,Mönchengladbach,260000,225900,34099,13,3848000,67080,20705,25740,9,130836,12373,0.09456877312054786,no,0,10,-14833.769230769249,-19999.65886287624,5165.267558528427,3.3545150501672243,37615.97658862872,13900.337792642138,-335.0301003344466,8999.545150501672,3.321070234113712,-24705.32775919733,-7282.832775919731,-0.03301629942972571
Nordrhein-Westfalen,110,Krefeld I – Neuss II,269400,239900,29499,10,4229579,67888,22513,21013,7,154179,12104,0.07850615194027721,no,0,10,-5433.769230769249,-5999.65886287624,565.2675585284269,0.3545150501672243,419194.9765886287,14708.337792642138,1472.9698996655534,4272.545150501672,1.3210702341137122,-1362.327759197331,-7551.832775919731,-0.04907892060999636
Nordrhein-Westfalen,111,Viersen,297700,271500,26199,8,3602169,50013,21988,19945,6,172016,12841,0.07465003255511116,no,0,10,22866.23076923075,25600.34113712376,-2734.732441471573,-1.6454849498327757,-208215.02341137128,-3166.662207357862,947.9698996655534,3204.5451505016717,0.32107023411371216,16474.67224080267,-6814.832775919731,-0.052935039995162414
Nordrhein-Westfalen,112,Kleve,310300,269100,41199,13,6609390,56784,19649,19859,6,167653,11621,0.06931578915975259,no,0,10,35466.23076923075,23200.34113712376,12265.267558528427,3.3545150501672243,2799005.9765886287,3604.337792642138,-1391.0301003344466,3118.5451505016717,0.32107023411371216,12111.672240802669,-8034.832775919731,-0.05826928339052098
Nordrhein-Westfalen,113,Wesel I,263500,244300,19199,7,4268700,50065,20936,18708,7,159095,14325,0.09004054181463905,no,0,10,-11333.769230769249,-1599.6588628762402,-9734.732441471573,-2.6454849498327757,458315.9765886287,-3114.662207357862,-104.03010033444662,1967.5451505016717,1.3210702341137122,3553.672240802669,-5330.832775919731,-0.03754453073563452
Nordrhein-Westfalen,114,Krefeld II – Wesel II,241800,212700,29100,12,3892980,56097,20940,21036,8,132412,12172,0.09192520315379271,no,0,10,-33033.76923076925,-33199.65886287624,166.2675585284269,2.3545150501672243,82595.97658862872,2917.337792642138,-100.03010033444662,4295.545150501672,2.321070234113712,-23129.32775919733,-7483.832775919731,-0.03565986939648086
Nordrhein-Westfalen,115,Duisburg I,243000,203700,39300,16,3353400,75815,16761,31833,13,119621,13549,0.11326606532297841,no,0,10,-31833.76923076925,-42199.65886287624,10366.267558528427,6.354515050167224,-456984.0234113713,22635.337792642138,-4279.030100334447,15092.545150501672,7.321070234113712,-35920.32775919733,-6106.832775919731,-0.014319007227295164
Nordrhein-Westfalen,116,Duisburg II,248200,200000,48199,19,3425160,77438,16761,32514,13,101888,15719,0.15427724560301506,no,0,10,-26633.76923076925,-45899.65886287624,19265.267558528427,9.354515050167224,-385224.0234113713,24258.337792642138,-4279.030100334447,15773.545150501672,7.321070234113712,-53653.32775919733,-3936.832775919731,0.02669217305274149
Nordrhein-Westfalen,117,Oberhausen – Wesel III,278400,245100,33299,12,3145920,62361,18676,27840,10,148852,18559,0.12468089108644828,no,0,10,3566.2307692307513,-799.6588628762402,4365.267558528427,2.3545150501672243,-664464.0234113713,9181.337792642138,-2364.0301003344466,11099.545150501672,4.321070234113712,-6689.327759197331,-1096.832775919731,-0.0029041814638252894
Nordrhein-Westfalen,118,Mülheim – Essen I,252400,221900,30500,12,4442240,60323,21940,23725,9,141660,16200,0.11435832274459974,no,0,10,-22433.76923076925,-23999.65886287624,1566.267558528427,2.3545150501672243,631855.9765886287,7143.337792642138,899.9698996655534,6984.545150501672,3.321070234113712,-13881.327759197331,-3455.832775919731,-0.01322674980567383
Nordrhein-Westfalen,119,Essen II,246200,200500,45699,18,4530079,60318,20046,29297,11,109215,16339,0.14960399212562378,no,0,10,-28633.76923076925,-45399.65886287624,16765.267558528427,8.354515050167224,719694.9765886287,7138.337792642138,-994.0301003344466,12556.545150501672,5.321070234113712,-46326.32775919733,-3316.832775919731,0.02201891957535021
Nordrhein-Westfalen,120,Essen III,253300,226700,26600,10,4660720,62058,20046,30142,11,152409,12735,0.08355805759502391,no,0,10,-21533.76923076925,-19199.65886287624,-2333.732441471573,0.3545150501672243,850335.9765886287,8878.337792642138,-994.0301003344466,13401.545150501672,5.321070234113712,-3132.327759197331,-6920.832775919731,-0.04402701495524966
Nordrhein-Westfalen,121,Recklinghausen I,217900,197200,20700,9,2331529,43797,19382,22879,10,122884,14776,0.12024348165749812,no,0,10,-56933.76923076925,-48699.65886287624,-8233.732441471573,-0.6454849498327757,-1478855.0234113713,-9382.662207357862,-1658.0301003344466,6138.545150501672,4.321070234113712,-32657.32775919733,-4879.832775919731,-0.007341590892775446
Nordrhein-Westfalen,122,Recklinghausen II,249000,224200,24800,10,3137400,50049,19382,26145,10,139515,17386,0.12461742464967925,no,0,10,-25833.76923076925,-21699.65886287624,-4133.732441471573,0.3545150501672243,-672984.0234113713,-3130.662207357862,-1658.0301003344466,9404.545150501672,4.321070234113712,-16026.327759197331,-2269.832775919731,-0.002967647900594325
Nordrhein-Westfalen,123,Gelsenkirchen,260399,216100,44299,17,3619560,76557,16135,36716,14,118066,20113,0.17035386986939507,no,0,10,-14434.769230769249,-29799.65886287624,15365.267558528427,7.354515050167224,-190824.02341137128,23377.337792642138,-4905.030100334447,19975.54515050167,8.321070234113712,-37475.32775919733,457.1672240802691,0.042768797319121504
Nordrhein-Westfalen,124,Steinfurt I – Borken I,272200,245200,27000,9,3565819,42463,20497,11976,4,153570,9718,0.06328058865663867,no,0,10,-2633.7692307692487,-699.6588628762402,-1933.732441471573,-0.6454849498327757,-244565.02341137128,-10716.662207357862,-543.0301003344466,-4764.454849498328,-1.6789297658862878,-1971.327759197331,-9937.832775919731,-0.0643044838936349
Nordrhein-Westfalen,125,Bottrop – Recklinghausen III,268000,242800,25199,9,3644799,57620,19296,25460,9,150528,18719,0.12435560161564625,no,0,10,-6833.769230769249,-3099.65886287624,-3734.732441471573,-0.6454849498327757,-165585.02341137128,4440.337792642138,-1744.0301003344466,8719.545150501672,3.321070234113712,-5013.327759197331,-936.8327759197309,-0.003229470934627318
Nordrhein-Westfalen,126,Borken II,260300,242400,17900,6,3383900,38264,20527,10151,3,157053,9401,0.05985877378973977,no,0,10,-14533.769230769249,-3499.65886287624,-11033.732441471573,-3.6454849498327757,-426484.0234113713,-14915.662207357862,-513.0301003344466,-6589.454849498328,-2.678929765886288,1511.672240802669,-10254.832775919731,-0.06772629876053379
Nordrhein-Westfalen,127,Coesfeld – Steinfurt II,244800,231200,13600,5,2986560,29131,21996,8078,3,155826,9506,0.06100394029237739,no,0,10,-30033.76923076925,-14699.65886287624,-15333.732441471573,-4.645484949832776,-823824.0234113713,-24048.662207357862,955.9698996655534,-8662.454849498328,-2.678929765886288,284.67224080266897,-10149.832775919731,-0.06658113225789618
Nordrhein-Westfalen,128,Steinfurt III,254100,234800,19299,7,4091010,41164,20477,12196,4,151387,10341,0.06830837522376426,no,0,10,-20733.76923076925,-11099.65886287624,-9634.732441471573,-2.6454849498327757,280625.9765886287,-12015.662207357862,-563.0301003344466,-4544.454849498328,-1.6789297658862878,-4154.327759197331,-9314.832775919731,-0.05927669732650931
Nordrhein-Westfalen,129,Münster,310000,280700,29300,9,7099000,63240,22127,17050,5,190122,9392,0.04939985903788094,no,0,10,35166.23076923075,34800.34113712376,366.2675585284269,-0.6454849498327757,3288615.9765886287,10060.337792642138,1086.9698996655534,309.54515050167174,-0.6789297658862878,34580.67224080267,-10263.832775919731,-0.07818521351239263
Nordrhein-Westfalen,130,Warendorf,277400,252900,24499,8,4271960,58531,22079,15811,5,162139,12024,0.07415859231893622,no,0,10,2566.2307692307513,7000.34113712376,-4434.732441471573,-1.6454849498327757,461575.9765886287,5351.337792642138,1038.9698996655534,-929.4548494983283,-0.6789297658862878,6597.672240802669,-7631.832775919731,-0.05342648023133735
Nordrhein-Westfalen,131,Gütersloh I,322100,284400,37700,11,5507910,86322,23294,15138,4,175031,15082,0.08616759316921002,no,0,10,47266.23076923075,38500.34113712376,8766.267558528427,1.3545150501672243,1697525.9765886287,33142.33779264214,2253.9698996655534,-1602.4548494983283,-1.6789297658862878,19489.67224080267,-4573.832775919731,-0.04141747938106355
Nordrhein-Westfalen,132,Bielefeld – Gütersloh II,344500,299900,44600,12,3617250,112651,21228,29627,8,184603,16478,0.08926182131384647,no,0,10,69666.23076923075,54000.34113712376,15666.267558528427,2.3545150501672243,-193134.02341137128,59471.33779264214,187.96989966555338,12886.545150501672,2.321070234113712,29061.67224080267,-3177.832775919731,-0.0383232512364271
Nordrhein-Westfalen,133,Herford – Minden-Lübbecke II,301100,275900,25200,8,4486390,77382,22131,17162,5,167031,18097,0.10834515748573618,no,0,10,26266.23076923075,30000.34113712376,-3733.732441471573,-1.6454849498327757,676005.9765886287,24202.337792642138,1090.9698996655534,421.54515050167174,-0.6789297658862878,11489.672240802669,-1558.832775919731,-0.019239915064537386
Nordrhein-Westfalen,134,Minden-Lübbecke I,264100,246500,17600,6,3908680,63119,21652,13997,5,149668,15825,0.10573402464120586,no,0,10,-10733.769230769249,600.3411371237598,-11333.732441471573,-3.6454849498327757,98295.97658862872,9939.337792642138,611.9698996655534,-2743.4548494983283,-0.6789297658862878,-5873.327759197331,-3830.832775919731,-0.02185104790906771
Nordrhein-Westfalen,135,Lippe I,221400,204200,17200,7,4760100,58006,22582,15276,6,127537,14147,0.11092467284003858,no,0,10,-53433.76923076925,-41699.65886287624,-11733.732441471573,-2.6454849498327757,949715.9765886287,4826.337792642138,1541.9698996655534,-1464.4548494983283,0.32107023411371216,-28004.32775919733,-5508.832775919731,-0.016660399710234988
Nordrhein-Westfalen,136,Höxter – Lippe II,273400,254800,18599,6,3909620,59054,21226,16130,5,158102,15192,0.09608986603585028,no,0,10,-1433.7692307692487,8900.34113712376,-10334.732441471573,-3.6454849498327757,99235.97658862872,5874.337792642138,185.96989966555338,-610.4548494983283,-0.6789297658862878,2560.672240802669,-4463.832775919731,-0.03149520651442329
Nordrhein-Westfalen,137,Paderborn – Gütersloh III,331400,303900,27500,8,5567519,93123,20240,19221,5,185897,18483,0.09942602624033739,no,0,10,56566.23076923075,58000.34113712376,-1433.732441471573,-1.6454849498327757,1757134.9765886287,39943.33779264214,-800.0301003344466,2480.5451505016717,-0.6789297658862878,30355.67224080267,-1172.832775919731,-0.02815904630993618
Nordrhein-Westfalen,138,Hagen – Ennepe-Ruhr-Kreis I,287600,246800,40800,14,4572840,81103,21467,27034,9,148785,17622,0.11843935880633129,no,0,10,12766.230769230751,900.3411371237598,11866.267558528427,4.354515050167224,762455.9765886287,27923.337792642138,426.9698996655534,10293.545150501672,3.321070234113712,-6756.327759197331,-2033.832775919731,-0.009145713743942283
Nordrhein-Westfalen,139,Ennepe-Ruhr-Kreis II,227400,207700,19700,8,3229080,44570,24236,14781,6,136424,13190,0.09668386794112473,no,0,10,-47433.76923076925,-38199.65886287624,-9233.732441471573,-1.6454849498327757,-581304.0234113713,-8609.662207357862,3195.9698996655534,-1959.4548494983283,0.32107023411371216,-19117.32775919733,-6465.832775919731,-0.030901204609148844
Nordrhein-Westfalen,140,Bochum I,276200,244700,31500,11,3286779,64907,19422,27343,9,155734,15189,0.09753168864859312,no,0,10,1366.2307692307513,-1199.6588628762402,2566.267558528427,1.3545150501672243,-523605.0234113713,11727.337792642138,-1618.0301003344466,10602.545150501672,3.321070234113712,192.67224080266897,-4466.832775919731,-0.030053383901680455
Nordrhein-Westfalen,141,Herne – Bochum II,244400,214000,30400,12,3128320,63788,18311,28105,11,126558,16994,0.13427835458841006,no,0,10,-30433.76923076925,-31899.65886287624,1466.267558528427,2.3545150501672243,-682064.0234113713,10608.337792642138,-2729.0301003344466,11364.545150501672,5.321070234113712,-28983.32775919733,-2661.832775919731,0.006693282038136489
Nordrhein-Westfalen,142,Dortmund I,283800,248100,35700,12,3150180,82018,18206,32637,11,154923,15197,0.09809389180431569,no,0,10,8966.230769230751,2200.34113712376,6766.267558528427,2.3545150501672243,-660204.0234113713,28838.337792642138,-2834.0301003344466,15896.545150501672,5.321070234113712,-618.327759197331,-4458.832775919731,-0.029491180745957885
Nordrhein-Westfalen,143,Dortmund II,302400,246100,56299,18,3356639,87393,18206,34775,11,142416,15510,0.10890630266262218,no,0,10,27566.23076923075,200.34113712375984,27365.267558528427,8.354515050167224,-453745.0234113713,34213.33779264214,-2834.0301003344466,18034.54515050167,5.321070234113712,-13125.327759197331,-4145.832775919731,-0.018678769887651395
Nordrhein-Westfalen,144,Unna I,253600,232000,21599,8,3017840,58835,20283,20795,8,149581,14690,0.09820766006377815,no,0,10,-21233.76923076925,-13899.65886287624,-7334.732441471573,-1.6454849498327757,-792544.0234113713,5655.337792642138,-757.0301003344466,4054.5451505016717,2.321070234113712,-5960.327759197331,-4965.832775919731,-0.02937741248649542
Nordrhein-Westfalen,145,Hamm – Unna II,321800,283700,38100,11,6242920,85277,18884,28640,8,169703,19067,0.1123551145236089,no,0,10,46966.23076923075,37800.34113712376,9166.267558528427,1.3545150501672243,2432535.9765886287,32097.337792642138,-2156.0301003344466,11899.545150501672,2.321070234113712,14161.672240802669,-588.8327759197309,-0.015229958026664672
Nordrhein-Westfalen,146,Soest,303000,275900,27100,8,7605300,61812,21376,18180,6,173076,16165,0.09339827590191592,no,0,10,28166.23076923075,30000.34113712376,-1833.732441471573,-1.6454849498327757,3794915.9765886287,8632.337792642138,335.9698996655534,1439.5451505016717,0.32107023411371216,17534.67224080267,-3490.832775919731,-0.03418679664835765
Nordrhein-Westfalen,147,Hochsauerlandkreis,263800,242700,21100,8,3376640,45901,22750,12662,4,152814,12216,0.07994031960422475,no,0,10,-11033.769230769249,-3199.65886287624,-7833.732441471573,-1.6454849498327757,-433744.0234113713,-7278.662207357862,1709.9698996655534,-4078.4548494983283,-1.6789297658862878,-2727.327759197331,-7439.832775919731,-0.04764475294604882
Nordrhein-Westfalen,148,Siegen-Wittgenstein,280800,253300,27500,9,5700240,56721,23366,15163,5,160964,17160,0.10660768867572873,no,0,10,5966.230769230751,7400.34113712376,-1433.732441471573,-0.6454849498327757,1889855.9765886287,3541.337792642138,2325.9698996655534,-1577.4548494983283,-0.6789297658862878,5422.672240802669,-2495.832775919731,-0.02097738387454484
Nordrhein-Westfalen,149,Olpe – Märkischer Kreis I,280600,250000,30600,10,3142720,64818,25863,15433,5,151288,13847,0.09152741790492307,no,0,10,5766.230769230751,4100.34113712376,1666.267558528427,0.3545150501672243,-667664.0234113713,11638.337792642138,4822.969899665553,-1307.4548494983283,-0.6789297658862878,-4253.327759197331,-5808.832775919731,-0.036057654645350504
Nordrhein-Westfalen,150,Märkischer Kreis II,272000,241000,31000,11,2312000,76160,24680,18224,6,144207,16682,0.11568093088407637,no,0,10,-2833.7692307692487,-4899.65886287624,2066.267558528427,1.3545150501672243,-1498384.0234113713,22980.337792642138,3639.9698996655534,1483.5451505016717,0.32107023411371216,-11334.327759197331,-2973.832775919731,-0.011904141666197202
