state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,total_n_c,germans_n_c,foreigner_n_c,for_prop_c,pop_move_n_c,pop_migr_background_n_c,income_c,unemp_n_c,unemp_prop_c,votes_total_c,afd_votes_c,afd_prop_c
Sachsen,151,Nordsachsen,197600,192100,5500,2,1679600,5335,18348,16598,8,116556,31302,0.26855760321218985,yes,1,13,-77233.76923076925,-53799.65886287624,-23433.732441471573,-7.645484949832776,-2130784.0234113713,-47844.66220735786,-2692.0301003344466,-142.45484949832826,2.321070234113712,-38985.32775919733,11646.167224080269,0.14097253066191628
Sachsen,152,Leipzig I,275200,254800,20399,7,7540480,22291,16542,22841,8,159937,33289,0.20813820441798958,yes,1,13,366.2307692307513,8900.34113712376,-8534.732441471573,-2.6454849498327757,3730095.9765886287,-30888.662207357862,-4498.030100334447,6100.545150501672,2.321070234113712,4395.672240802669,13633.167224080269,0.08055313186771601
Sachsen,153,Leipzig II,285200,263700,21500,7,7814480,23101,16542,23671,8,173798,27769,0.15977744277839792,yes,1,13,10366.230769230751,17800.34113712376,-7433.732441471573,-2.6454849498327757,4004095.9765886287,-30078.662207357862,-4498.030100334447,6930.545150501672,2.321070234113712,18256.67224080267,8113.167224080269,0.03219237022812435
Sachsen,154,Leipzig-Land,258399,253100,5299,2,2248079,7235,19319,17054,6,159392,42824,0.26867094960851234,yes,1,13,-16434.76923076925,7200.34113712376,-23634.732441471573,-7.645484949832776,-1562305.0234113713,-45944.66220735786,-1721.0301003344466,313.54515050167174,0.32107023411371216,3850.672240802669,23168.16722408027,0.14108587705823877
Sachsen,155,Meißen,245200,238600,6599,2,2697200,8091,19013,17654,7,150919,49618,0.3287723878371842,yes,1,13,-29633.76923076925,-7299.65886287624,-22334.732441471573,-7.645484949832776,-1113184.0234113713,-45088.66220735786,-2027.0301003344466,913.5451505016717,1.3210702341137122,-4622.327759197331,29962.16722408027,0.20118731528691064
Sachsen,156,Bautzen I,259300,254100,5200,2,1063129,8297,18623,17891,6,158833,52040,0.3276397222239711,yes,1,13,-15533.769230769249,8200.34113712376,-23733.732441471573,-7.645484949832776,-2747255.0234113713,-44882.66220735786,-2417.0301003344466,1150.5451505016717,0.32107023411371216,3291.672240802669,32384.16722408027,0.20005464967369752
Sachsen,157,Görlitz,260000,251000,9000,3,1950000,11700,17483,26520,10,153713,50553,0.3288791448999109,yes,1,13,-14833.769230769249,5100.34113712376,-19933.732441471573,-6.645484949832776,-1860384.0234113713,-41479.66220735786,-3557.0301003344466,9779.545150501672,4.321070234113712,-1828.327759197331,30897.16722408027,0.2012940723496373
Sachsen,158,Sächsische Schweiz-Osterzgebirge,247400,240800,6599,2,2894580,7174,18735,15833,6,154371,54746,0.3546391485447396,yes,1,13,-27433.76923076925,-5099.65886287624,-22334.732441471573,-7.645484949832776,-915804.0234113713,-46005.66220735786,-2305.0301003344466,-907.4548494983283,0.32107023411371216,-1170.327759197331,35090.16722408027,0.22705407599446603
Sachsen,159,Dresden I,294400,274200,20199,6,3621120,21491,17638,20902,7,181068,41796,0.23083040625621312,yes,1,13,19566.23076923075,28300.34113712376,-8734.732441471573,-3.6454849498327757,-189264.02341137128,-31688.662207357862,-3402.0301003344466,4161.545150501672,1.3210702341137122,25526.67224080267,22140.16722408027,0.10324533370593955
Sachsen,160,Dresden II – Bautzen II,296400,284800,11599,4,3319679,19562,17797,20747,7,185136,43119,0.23290445942442312,yes,1,13,21566.23076923075,38900.34113712376,-17334.732441471573,-5.645484949832776,-490705.0234113713,-33617.66220735786,-3243.0301003344466,4006.5451505016717,1.3210702341137122,29594.67224080267,23463.16722408027,0.10531938687414955
Sachsen,161,Mittelsachsen,246800,239000,7800,3,1801640,6416,18604,16042,6,148887,46521,0.31245844163694614,yes,1,13,-28033.76923076925,-6899.65886287624,-21133.732441471573,-6.645484949832776,-2008744.0234113713,-46763.66220735786,-2436.0301003344466,-698.4548494983283,0.32107023411371216,-6654.327759197331,26865.16722408027,0.18487336908667257
Sachsen,162,Chemnitz,248600,231500,17099,6,6140420,16158,18611,20385,8,145888,35456,0.243035753454705,yes,1,13,-26233.76923076925,-14399.65886287624,-11834.732441471573,-3.6454849498327757,2330035.9765886287,-37021.66220735786,-2429.0301003344466,3644.5451505016717,2.321070234113712,-9653.327759197331,15800.167224080269,0.11545068090443142
Sachsen,163,Chemnitzer Umland – Erzgebirgskreis II,219200,216500,2699,1,745280,5480,18445,14028,6,137168,36741,0.2678540184299545,yes,1,13,-55633.76923076925,-29399.65886287624,-26234.732441471573,-8.645484949832776,-3065104.0234113713,-47699.66220735786,-2595.0301003344466,-2712.4548494983283,0.32107023411371216,-18373.32775919733,17085.16722408027,0.14026894587968092
Sachsen,164,Erzgebirgskreis I,267500,261600,5899,2,26750,4815,18124,16585,6,163962,47948,0.29243361266634954,yes,1,13,-7333.769230769249,15700.34113712376,-23034.732441471573,-7.645484949832776,-3783634.0234113713,-48364.66220735786,-2916.0301003344466,-155.45484949832826,0.32107023411371216,8420.672240802669,28292.16722408027,0.16484854011607597
Sachsen,165,Zwickau,251100,243700,7400,3,1707480,7784,18656,16070,6,148817,38955,0.26176444895408457,yes,1,13,-23733.76923076925,-2199.65886287624,-21533.732441471573,-6.645484949832776,-2102904.0234113713,-45395.66220735786,-2384.0301003344466,-670.4548494983283,0.32107023411371216,-6724.327759197331,19299.16722408027,0.134179376403811
Sachsen,166,Vogtlandkreis,232300,226400,5900,2,1835170,8130,18566,15564,6,140831,37218,0.2642742009926792,yes,1,13,-42533.76923076925,-19499.65886287624,-23033.732441471573,-7.645484949832776,-1975214.0234113713,-45049.66220735786,-2474.0301003344466,-1176.4548494983283,0.32107023411371216,-14710.327759197331,17562.16722408027,0.1366891284424056
Hessen,167,Waldeck,235000,219900,15099,6,3783500,37365,21290,10340,4,140730,16410,0.11660626732040076,no,0,7,-39833.76923076925,-25999.65886287624,-13834.732441471573,-3.6454849498327757,-26884.02341137128,-15814.662207357862,249.96989966555338,-6400.454849498328,-1.6789297658862878,-14811.327759197331,-3245.832775919731,-0.01097880522987281
Hessen,168,Kassel,299300,263200,36100,12,4459570,73927,19633,21848,7,165395,17286,0.10451343752834125,no,0,7,24466.23076923075,17300.34113712376,7166.267558528427,2.3545150501672243,649185.9765886287,20747.337792642138,-1407.0301003344466,5107.545150501672,1.3210702341137122,9853.672240802669,-2369.832775919731,-0.023071635021932324
Hessen,169,Werra-Meißner – Hersfeld-Rotenburg,221900,207200,14700,6,3727920,31066,19842,11538,5,131063,17173,0.13102858930438033,no,0,7,-52933.76923076925,-38699.65886287624,-14233.732441471573,-3.6454849498327757,-82464.02341137128,-22113.662207357862,-1198.0301003344466,-5202.454849498328,-0.6789297658862878,-24478.32775919733,-2482.832775919731,0.003443516754106757
Hessen,170,Schwalm-Eder,237400,224000,13400,5,2350260,34897,20606,11395,4,143054,18504,0.12934975603618215,no,0,7,-37433.76923076925,-21899.65886287624,-15533.732441471573,-4.645484949832776,-1460124.0234113713,-18282.662207357862,-434.0301003344466,-5345.454849498328,-1.6789297658862878,-12487.327759197331,-1151.832775919731,0.0017646834859085803
Hessen,171,Marburg,245200,220800,24399,10,4143879,46342,19718,9808,4,140784,16127,0.11455136947380384,no,0,7,-29633.76923076925,-25099.65886287624,-4534.732441471573,0.3545150501672243,333494.9765886287,-6837.662207357862,-1322.0301003344466,-6932.454849498328,-1.6789297658862878,-14757.327759197331,-3528.832775919731,-0.013033703076469727
Hessen,172,Lahn-Dill,275400,250900,24499,8,2919240,61138,21649,15422,5,152795,20930,0.13698092215059393,no,0,7,566.2307692307513,5000.34113712376,-4434.732441471573,-1.6454849498327757,-891144.0234113713,7958.337792642138,608.9698996655534,-1318.4548494983283,-0.6789297658862878,-2746.327759197331,1274.167224080269,0.00939584960032036
Hessen,173,Gießen,286500,258100,28399,9,3352049,63603,19880,16617,5,164311,20357,0.12389310514816415,no,0,7,11666.230769230751,12200.34113712376,-534.7324414715731,-0.6454849498327757,-458335.0234113713,10423.337792642138,-1160.0301003344466,-123.45484949832826,-0.6789297658862878,8769.672240802669,701.1672240802691,-0.0036919674021094195
Hessen,174,Fulda,271000,251900,19099,7,4607000,43360,20727,9214,3,158626,25134,0.1584481736915764,no,0,7,-3833.7692307692487,6000.34113712376,-9834.732441471573,-2.6454849498327757,796615.9765886287,-9819.662207357862,-313.0301003344466,-7526.454849498328,-2.678929765886288,3084.672240802669,5478.167224080269,0.030863101141302834
Hessen,175,Main-Kinzig – Wetterau II – Schotten,232200,212300,19899,8,2879279,52245,21761,10681,4,136022,20921,0.1538060019702695,no,0,7,-42633.76923076925,-33599.65886287624,-9034.732441471573,-1.6454849498327757,-931105.0234113713,-934.6622073578619,720.9698996655534,-6059.454849498328,-1.6789297658862878,-19519.32775919733,1265.167224080269,0.02622092941999593
Hessen,176,Hochtaunus,250300,218900,31400,12,3579290,57318,27206,10012,4,144609,16132,0.11155598890802094,no,0,7,-24533.76923076925,-26999.65886287624,2466.267558528427,2.3545150501672243,-231094.02341137128,4138.337792642138,6165.969899665553,-6728.454849498328,-1.6789297658862878,-10932.327759197331,-3523.832775919731,-0.016029083642252626
Hessen,177,Wetterau I,237700,211000,26699,11,4135979,45400,22008,10696,4,137220,15895,0.11583588398192683,no,0,7,-37133.76923076925,-34899.65886287624,-2234.732441471573,1.3545150501672243,325594.9765886287,-7779.662207357862,967.9698996655534,-6044.454849498328,-1.6789297658862878,-18321.32775919733,-3760.832775919731,-0.011749188568346738
Hessen,178,Rheingau-Taunus – Limburg,294000,262700,31300,10,3351600,52332,22673,14112,4,171621,20364,0.11865680773331935,no,0,7,19166.23076923075,16800.34113712376,2366.267558528427,0.3545150501672243,-458784.0234113713,-847.6622073578619,1632.9698996655534,-2628.4548494983283,-1.6789297658862878,16079.672240802669,708.1672240802691,-0.008928264816954218
Hessen,179,Wiesbaden,276200,227900,48299,17,745740,93355,22243,20162,7,138226,15496,0.11210626076136183,no,0,7,1366.2307692307513,-17999.65886287624,19365.267558528427,7.354515050167224,-3064644.0234113713,40175.33779264214,1202.9698996655534,3421.5451505016717,1.3210702341137122,-17315.32775919733,-4159.832775919731,-0.015478811788911737
Hessen,180,Hanau,254200,213200,41000,16,3507960,62533,21744,11947,4,132320,18625,0.14075725513905682,no,0,7,-20633.76923076925,-32699.65886287624,12066.267558528427,6.354515050167224,-302424.0234113713,9353.337792642138,703.9698996655534,-4793.454849498328,-1.6789297658862878,-23221.32775919733,-1030.832775919731,0.013172182588783249
Hessen,181,Main-Taunus,278000,237200,40800,14,3753000,71446,26355,10563,3,158860,16395,0.1032040790633262,no,0,7,3166.2307692307513,-8699.65886287624,11866.267558528427,4.354515050167224,-57384.02341137128,18266.337792642138,5314.969899665553,-6177.454849498328,-2.678929765886288,3318.672240802669,-3260.832775919731,-0.024380993486947375
Hessen,182,Frankfurt am Main I,365100,250000,115100,31,5987639,161374,20555,22636,6,143049,13329,0.09317786213115785,no,0,7,90266.23076923075,4100.34113712376,86166.26755852843,21.354515050167223,2177254.9765886287,108194.33779264214,-485.0301003344466,5895.545150501672,0.32107023411371216,-12492.327759197331,-6326.832775919731,-0.03440721041911572
Hessen,183,Frankfurt am Main II,367600,277400,90200,24,6028639,162479,20555,22791,6,170775,13737,0.08043917435221783,no,0,7,92766.23076923075,31500.34113712376,61266.26755852843,14.354515050167224,2218254.9765886287,109299.33779264214,-485.0301003344466,6050.545150501672,0.32107023411371216,15233.672240802669,-5918.832775919731,-0.047145898198055744
Hessen,184,Groß-Gerau,266000,213400,52599,19,5054000,85386,20066,15427,5,131180,15943,0.12153529501448392,no,0,7,-8833.769230769249,-32499.65886287624,23665.267558528427,9.354515050167224,1243615.9765886287,32206.337792642138,-974.0301003344466,-1313.4548494983283,-0.6789297658862878,-24361.32775919733,-3712.832775919731,-0.006049777535789655
Hessen,185,Offenbach,355200,267800,87399,24,6251520,130713,20901,23443,6,161293,19051,0.11811423930362756,no,0,7,80366.23076923075,21900.34113712376,58465.26755852843,14.354515050167224,2441135.9765886287,77533.33779264214,-139.03010033444662,6702.545150501672,0.32107023411371216,5751.672240802669,-604.8327759197309,-0.009470833246646007
Hessen,186,Darmstadt,341800,289700,52100,15,6425840,91944,22135,17773,5,190532,18685,0.0980675162177482,no,0,7,66966.23076923075,43800.34113712376,23166.267558528427,5.354515050167224,2615455.9765886287,38764.33779264214,1094.9698996655534,1032.5451505016717,-0.6789297658862878,34990.67224080267,-970.8327759197309,-0.02951755633252537
Hessen,187,Odenwald,319200,279700,39500,12,5266800,80119,22034,15640,4,182234,22259,0.12214515403272715,no,0,7,44366.23076923075,33800.34113712376,10566.267558528427,2.3545150501672243,1456415.9765886287,26939.337792642138,993.9698996655534,-1100.4548494983283,-1.6789297658862878,26692.67224080267,2603.167224080269,-0.005439918517546424
Hessen,188,Bergstraße,266900,236100,30799,11,3950120,48575,22341,10142,3,154080,19931,0.1293548805815161,no,0,7,-7933.769230769249,-9799.65886287624,1865.267558528427,1.3545150501672243,139735.97658862872,-4604.662207357862,1300.9698996655534,-6598.454849498328,-2.678929765886288,-1461.327759197331,275.1672240802691,0.0017698080312425202
Thüringen,189,Eichsfeld – Nordhausen – Kyffhäuserkreis,263800,256500,7300,2,2057639,7386,17475,18993,7,155929,32854,0.21069845891399291,yes,1,16,-11033.769230769249,10600.34113712376,-21633.732441471573,-7.645484949832776,-1752745.0234113713,-45793.66220735786,-3565.0301003344466,2252.5451505016717,1.3210702341137122,387.67224080266897,13198.167224080269,0.08311338636371934
Thüringen,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,273300,264300,9000,3,3088290,8199,18020,18584,6,160880,35821,0.22265663848831427,yes,1,16,-1533.7692307692487,18400.34113712376,-19933.732441471573,-6.645484949832776,-722094.0234113713,-44980.66220735786,-3020.0301003344466,1843.5451505016717,0.32107023411371216,5338.672240802669,16165.167224080269,0.0950715659380407
Thüringen,191,Jena – Sömmerda – Weimarer Land I,255800,244200,11600,4,2506840,10487,17558,15348,6,153336,30421,0.19839437574998695,yes,1,16,-19033.76923076925,-1699.6588628762402,-17333.732441471573,-5.645484949832776,-1303544.0234113713,-42692.66220735786,-3482.0301003344466,-1392.4548494983283,0.32107023411371216,-2205.327759197331,10765.167224080269,0.07080930319971337
Thüringen,192,Gotha – Ilm-Kreis,246500,235000,11500,4,3401700,9860,17733,15283,6,145876,35093,0.24056733115796977,yes,1,16,-28333.76923076925,-10899.65886287624,-17433.732441471573,-5.645484949832776,-408684.0234113713,-43319.66220735786,-3307.0301003344466,-1457.4548494983283,0.32107023411371216,-9665.327759197331,15437.167224080269,0.1129822586076962
Thüringen,193,Erfurt – Weimar – Weimarer Land II,280700,264000,16699,6,4968389,18526,17262,19087,6,166151,30166,0.18155773964646615,yes,1,16,5866.230769230751,18100.34113712376,-12234.732441471573,-3.6454849498327757,1158004.9765886287,-34653.66220735786,-3778.0301003344466,2346.5451505016717,0.32107023411371216,10609.672240802669,10510.167224080269,0.053972667096192584
Thüringen,194,Gera – Greiz – Altenburger Land,289500,280500,9000,3,3010800,8974,18134,24897,8,174394,47274,0.27107583976512956,yes,1,16,14666.230769230751,34600.34113712376,-19933.732441471573,-6.645484949832776,-799584.0234113713,-44205.66220735786,-2906.0301003344466,8156.545150501672,2.321070234113712,18852.67224080267,27618.16722408027,0.14349076721485599
Thüringen,195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,278400,269000,9399,3,3535679,6681,18365,16982,6,169716,43739,0.25771877725140824,yes,1,16,3566.2307692307513,23100.34113712376,-19534.732441471573,-6.645484949832776,-274705.0234113713,-46498.66220735786,-2675.0301003344466,241.54515050167174,0.32107023411371216,14174.672240802669,24083.16722408027,0.13013370470113467
Thüringen,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,282700,273900,8800,3,2063710,7067,18845,13286,4,168007,38677,0.23021064598498872,yes,1,16,7866.230769230751,28000.34113712376,-20133.732441471573,-6.645484949832776,-1746674.0234113713,-46112.66220735786,-2195.0301003344466,-3454.4548494983283,-1.6789297658862878,12465.672240802669,19021.16722408027,0.10262557343471515
Rheinland-Pfalz,197,Neuwied,309800,287000,22800,7,3407800,63818,21726,16419,5,179082,19273,0.10762108978010074,no,0,11,34966.23076923075,41100.34113712376,-6133.732441471573,-2.6454849498327757,-402584.0234113713,10638.337792642138,685.9698996655534,-321.45484949832826,-0.6789297658862878,23540.67224080267,-382.8327759197309,-0.019963982770172833
Rheinland-Pfalz,198,Ahrweiler,246400,230100,16300,6,2784320,39670,22014,9856,4,149988,14436,0.09624769981598529,no,0,11,-28433.76923076925,-15799.65886287624,-12633.732441471573,-3.6454849498327757,-1026064.0234113713,-13509.662207357862,973.9698996655534,-6884.454849498328,-1.6789297658862878,-5553.327759197331,-5219.832775919731,-0.031337372734288285
Rheinland-Pfalz,199,Koblenz,257200,234100,23099,9,2957799,50668,21059,12860,5,149622,13697,0.09154402427450509,no,0,11,-17633.76923076925,-11799.65886287624,-5834.732441471573,-0.6454849498327757,-852585.0234113713,-2511.662207357862,18.969899665553385,-3880.4548494983283,-0.6789297658862878,-5919.327759197331,-5958.832775919731,-0.036041048275768484
Rheinland-Pfalz,200,Mosel/Rhein-Hunsrück,219500,205400,14099,6,2151100,34242,22334,8999,4,133703,12022,0.08991570869763581,no,0,11,-55333.76923076925,-40499.65886287624,-14834.732441471573,-3.6454849498327757,-1659284.0234113713,-18937.662207357862,1293.9698996655534,-7741.454849498328,-1.6789297658862878,-21838.32775919733,-7633.832775919731,-0.03766936385263776
Rheinland-Pfalz,201,Kreuznach,237400,219400,18000,7,2184080,42019,21362,15193,6,138198,16195,0.11718693468791155,no,0,11,-37433.76923076925,-26499.65886287624,-10933.732441471573,-2.6454849498327757,-1626304.0234113713,-11160.662207357862,321.9698996655534,-1547.4548494983283,0.32107023411371216,-17343.32775919733,-3460.832775919731,-0.010398137862362017
Rheinland-Pfalz,202,Bitburg,215200,196900,18299,8,2195039,29482,21839,8392,3,125050,10058,0.08043182726909236,no,0,11,-59633.76923076925,-48999.65886287624,-10634.732441471573,-1.6454849498327757,-1615345.0234113713,-23697.662207357862,798.9698996655534,-8348.454849498328,-2.678929765886288,-30491.32775919733,-9597.832775919731,-0.047153245281181214
Rheinland-Pfalz,203,Trier,262900,230900,31999,12,9911330,40223,21106,11041,4,149881,11926,0.07956979203501445,no,0,11,-11933.769230769249,-14999.65886287624,3065.267558528427,2.3545150501672243,6100945.976588629,-12956.662207357862,65.96989966555338,-5699.454849498328,-1.6789297658862878,-5660.327759197331,-7729.832775919731,-0.04801528051525912
Rheinland-Pfalz,204,Montabaur,272600,251700,20900,7,3625580,47705,22579,9813,3,161759,17822,0.11017624985317664,no,0,11,-2233.7692307692487,5800.34113712376,-8033.732441471573,-2.6454849498327757,-184804.02341137128,-5474.662207357862,1538.9698996655534,-6927.454849498328,-2.678929765886288,6217.672240802669,-1833.832775919731,-0.017408822697096926
Rheinland-Pfalz,205,Mainz,343900,295700,48199,14,5915079,82535,22918,18570,5,200879,16535,0.08231323333947302,no,0,11,69066.23076923075,49800.34113712376,19265.267558528427,4.354515050167224,2104694.9765886287,29355.337792642138,1877.9698996655534,1829.5451505016717,-0.6789297658862878,45337.67224080267,-3120.832775919731,-0.04527183921080055
Rheinland-Pfalz,206,Worms,284100,256399,27700,9,3409200,57672,22393,14773,5,167663,21978,0.1310843775907624,no,0,11,9266.230769230751,10499.34113712376,-1233.732441471573,-0.6454849498327757,-401184.0234113713,4492.337792642138,1352.9698996655534,-1967.4548494983283,-0.6789297658862878,12121.672240802669,2322.167224080269,0.0034993050404888426
Rheinland-Pfalz,207,Ludwigshafen/Frankenthal,314600,261200,53400,17,2674100,96267,20614,21392,6,159499,24644,0.15450880569784137,no,0,11,39766.23076923075,15300.34113712376,24466.267558528427,7.354515050167224,-1136284.0234113713,43087.33779264214,-426.0301003344466,4651.545150501672,0.32107023411371216,3957.672240802669,4988.167224080269,0.026923733147567797
Rheinland-Pfalz,208,Neustadt – Speyer,285500,259700,25800,9,3054850,51390,24273,13418,4,174345,22080,0.1266454443775273,no,0,11,10666.230769230751,13800.34113712376,-3133.732441471573,-0.6454849498327757,-755534.0234113713,-1789.662207357862,3232.9698996655534,-3322.4548494983283,-1.6789297658862878,18803.67224080267,2424.167224080269,-9.396281727462596e-4
Rheinland-Pfalz,209,Kaiserslautern,296800,272600,24199,8,3027360,58172,19816,19588,6,169755,23207,0.13670878619186475,no,0,11,21966.23076923075,26700.34113712376,-4734.732441471573,-1.6454849498327757,-783024.0234113713,4992.337792642138,-1224.0301003344466,2847.5451505016717,0.32107023411371216,14213.672240802669,3551.167224080269,0.009123713641591175
Rheinland-Pfalz,210,Pirmasens,223800,209900,13900,6,1656120,30660,20785,14770,6,132714,18648,0.14051268140512682,no,0,11,-51033.76923076925,-35999.65886287624,-15033.732441471573,-3.6454849498327757,-2154264.0234113713,-22519.662207357862,-255.03010033444662,-1970.4548494983283,0.32107023411371216,-22827.32775919733,-1007.8327759197309,0.01292760885485325
Rheinland-Pfalz,211,Südpfalz,283200,258600,24599,8,3200160,50692,21679,12743,4,170401,23190,0.13609075064113474,no,0,11,8366.230769230751,12700.34113712376,-4334.732441471573,-1.6454849498327757,-610224.0234113713,-2487.662207357862,638.9698996655534,-3997.4548494983283,-1.6789297658862878,14859.672240802669,3534.167224080269,0.008505678090861168
Bayern,212,Altötting,220500,199800,20699,9,3439799,43659,22185,8599,3,125909,18305,0.14538277644965808,no,0,2,-54333.76923076925,-46099.65886287624,-8234.732441471573,-0.6454849498327757,-370585.0234113713,-9520.662207357862,1144.9698996655534,-8141.454849498328,-2.678929765886288,-29632.32775919733,-1350.832775919731,0.01779770389938451
Bayern,213,Erding – Ebersberg,271200,242100,29099,10,4122240,39866,24309,5423,2,162608,19367,0.11910238118665749,no,0,2,-3633.7692307692487,-3799.65886287624,165.2675585284269,0.3545150501672243,311855.9765886287,-13313.662207357862,3268.9698996655534,-11317.454849498328,-3.678929765886288,7066.672240802669,-288.8327759197309,-0.008482691363616082
Bayern,214,Freising,326000,285800,40199,12,5281200,55093,22838,7172,2,185634,25178,0.13563248111876058,no,0,2,51166.23076923075,39900.34113712376,11265.267558528427,2.3545150501672243,1470815.9765886287,1913.337792642138,1797.9698996655534,-9568.454849498328,-3.678929765886288,30092.67224080267,5522.167224080269,0.008047408568487013
Bayern,215,Fürstenfeldbruck,323500,282200,41300,12,5402450,62435,24151,8411,2,189842,21938,0.11555925453798421,no,0,2,48666.23076923075,36300.34113712376,12366.267558528427,2.3545150501672243,1592065.9765886287,9255.337792642138,3110.9698996655534,-8329.454849498328,-3.678929765886288,34300.67224080267,2282.167224080269,-0.012025818012289358
Bayern,216,Ingolstadt,327300,290700,36600,11,3338460,80515,21717,8182,2,182840,27671,0.15133996937212862,no,0,2,52466.23076923075,44800.34113712376,7666.267558528427,1.3545150501672243,-471924.0234113713,27335.337792642138,676.9698996655534,-8558.454849498328,-3.678929765886288,27298.67224080267,8015.167224080269,0.023754896821855054
Bayern,217,München-Nord,368100,264300,103800,28,3717810,126258,25838,16564,4,173092,14901,0.08608716751785178,no,0,2,93266.23076923075,18400.34113712376,74866.26755852843,18.354515050167223,-92574.02341137128,73078.33779264214,4797.969899665553,-176.45484949832826,-1.6789297658862878,17550.67224080267,-4754.832775919731,-0.04149790503242179
Bayern,218,München-Ost,377400,284700,92699,24,3811740,129448,25838,16983,4,186047,15940,0.08567727509715287,no,0,2,102566.23076923075,38800.34113712376,63765.26755852843,14.354515050167224,1355.9765886287205,76268.33779264214,4797.969899665553,242.54515050167174,-1.6789297658862878,30505.67224080267,-3715.832775919731,-0.041907797453120704
Bayern,219,München-Süd,334800,252500,82300,24,3381480,114836,25838,15066,4,169770,14584,0.08590445897390588,no,0,2,59966.23076923075,6600.34113712376,53366.26755852843,14.354515050167224,-428904.0234113713,61656.33779264214,4797.969899665553,-1674.4548494983283,-1.6789297658862878,14228.672240802669,-5071.832775919731,-0.041680613576367695
Bayern,220,München-West/Mitte,370000,282600,87399,23,3737000,126909,25838,16650,4,192595,14879,0.07725538046159039,no,0,2,95166.23076923075,36700.34113712376,58465.26755852843,13.354515050167224,-73384.02341137128,73729.33779264214,4797.969899665553,-90.45484949832826,-1.6789297658862878,37053.67224080267,-4776.832775919731,-0.05032969208868318
Bayern,221,München-Land,340000,287100,52899,15,6902000,77180,29954,9180,2,196362,18457,0.09399476477118791,no,0,2,65166.23076923075,41200.34113712376,23965.267558528427,5.354515050167224,3091615.9765886287,24000.337792642138,8913.969899665553,-7560.454849498328,-3.678929765886288,40820.67224080267,-1198.832775919731,-0.03359030777908566
Bayern,222,Rosenheim,317900,282800,35099,11,5404299,53725,23680,9854,3,185456,25698,0.13856656026227246,no,0,2,43066.23076923075,36900.34113712376,6165.267558528427,1.3545150501672243,1593914.9765886287,545.3377926421381,2639.9698996655534,-6886.454849498328,-2.678929765886288,29914.67224080267,6042.167224080269,0.010981487711998889
Bayern,223,Bad Tölz-Wolfratshausen – Miesbach,223200,198300,24899,11,3392640,37943,26258,6472,2,131817,15407,0.11688173756040571,no,0,2,-51633.76923076925,-47599.65886287624,-4034.732441471573,1.3545150501672243,-417744.0234113713,-15236.662207357862,5217.969899665553,-10268.454849498328,-3.678929765886288,-23724.32775919733,-4248.832775919731,-0.010703334989867863
Bayern,224,Starnberg – Landsberg am Lech,290700,258500,32199,11,4186080,45058,29060,8430,2,176259,17450,0.09900203677542707,no,0,2,15866.230769230751,12600.34113712376,3265.267558528427,1.3545150501672243,375695.9765886287,-8121.662207357862,8019.969899665553,-8310.454849498328,-3.678929765886288,20717.67224080267,-2205.832775919731,-0.0285830357748465
Bayern,225,Traunstein,278100,248400,29700,10,3893400,53951,22259,10845,3,159568,19183,0.12021833951669508,no,0,2,3266.2307692307513,2500.34113712376,766.2675585284269,0.3545150501672243,83015.97658862872,771.3377926421381,1218.9698996655534,-5895.454849498328,-2.678929765886288,4026.672240802669,-472.8327759197309,-0.0073667330335784875
Bayern,226,Weilheim,220300,199200,21100,9,3679010,29960,24017,7269,3,133560,16143,0.1208670260557053,no,0,2,-54533.76923076925,-46699.65886287624,-7833.732441471573,-0.6454849498327757,-131374.02341137128,-23219.662207357862,2976.9698996655534,-9471.454849498328,-2.678929765886288,-21981.32775919733,-3512.832775919731,-0.006718046494568267
Bayern,227,Deggendorf,208400,197200,11200,5,1979800,22715,20088,7502,3,118755,22765,0.1916971916971917,no,0,2,-66433.76923076925,-48699.65886287624,-17733.732441471573,-4.645484949832776,-1830584.0234113713,-30464.662207357862,-952.0301003344466,-9238.454849498328,-2.678929765886288,-36786.32775919733,3109.167224080269,0.06411211914691814
Bayern,228,Landshut,336100,301200,34900,10,7058100,57137,22276,10755,3,191694,28059,0.14637390841653886,no,0,2,61266.23076923075,55300.34113712376,5966.267558528427,0.3545150501672243,3247715.9765886287,3957.337792642138,1235.9698996655534,-5985.454849498328,-2.678929765886288,36152.67224080267,8403.167224080269,0.018788835866265285
Bayern,229,Passau,225200,208900,16299,7,3265399,28600,20065,9458,4,130571,20968,0.16058696035107337,no,0,2,-49633.76923076925,-36999.65886287624,-12634.732441471573,-2.6454849498327757,-544985.0234113713,-24579.662207357862,-975.0301003344466,-7282.454849498328,-1.6789297658862878,-24970.32775919733,1312.167224080269,0.033001887800799795
