Bundesland,Jahr,Monat,Mittelwert_Temp_C,n_Stationen
Baden-Wuerttemberg,1781,1,0.23,1
Baden-Wuerttemberg,1781,2,4.59,1
Baden-Wuerttemberg,1781,3,7.99,1
Baden-Wuerttemberg,1781,4,13.39,1
Baden-Wuerttemberg,1781,5,17.04,1
Baden-Wuerttemberg,1781,6,20.35,1
Baden-Wuerttemberg,1781,7,21.18,1
Baden-Wuerttemberg,1781,8,21.03,1
Baden-Wuerttemberg,1781,9,17.53,1
Baden-Wuerttemberg,1781,10,9.92,1
Baden-Wuerttemberg,1781,11,5.26,1
Baden-Wuerttemberg,1781,12,3.25,1
Baden-Wuerttemberg,1782,1,3.35,1
Baden-Wuerttemberg,1782,2,-1.19,1
Baden-Wuerttemberg,1782,3,5.02,1
Baden-Wuerttemberg,1782,4,9.23,1
Baden-Wuerttemberg,1782,5,13.46,1
Baden-Wuerttemberg,1782,6,20.14,1
Baden-Wuerttemberg,1782,7,21.91,1
Baden-Wuerttemberg,1782,8,18.1,1
Baden-Wuerttemberg,1782,9,15.81,1
Baden-Wuerttemberg,1782,10,8.11,1
Baden-Wuerttemberg,1782,11,1.29,1
Baden-Wuerttemberg,1782,12,0.75,1
Baden-Wuerttemberg,1783,1,4.46,1
Baden-Wuerttemberg,1783,2,4.89,1
Baden-Wuerttemberg,1783,3,3.91,1
Baden-Wuerttemberg,1783,4,11.48,1
Baden-Wuerttemberg,1783,5,16.15,1
Baden-Wuerttemberg,1783,6,19.2,1
Baden-Wuerttemberg,1783,7,22.39,1
Baden-Wuerttemberg,1783,8,20.1,1
Baden-Wuerttemberg,1783,9,16.49,1
Baden-Wuerttemberg,1783,10,11.68,1
Baden-Wuerttemberg,1783,11,4.18,1
Baden-Wuerttemberg,1783,12,-2.36,1
Baden-Wuerttemberg,1784,1,-5.45,1
Baden-Wuerttemberg,1784,2,-1.55,1
Baden-Wuerttemberg,1784,3,3.78,1
Baden-Wuerttemberg,1784,4,7.84,1
Baden-Wuerttemberg,1784,5,17.8,1
Baden-Wuerttemberg,1784,6,18.73,1
Baden-Wuerttemberg,1784,7,19.76,1
Baden-Wuerttemberg,1784,8,17.74,1
Baden-Wuerttemberg,1784,9,17.13,1
Baden-Wuerttemberg,1784,10,6.99,1
Baden-Wuerttemberg,1784,11,5.68,1
Baden-Wuerttemberg,1784,12,-0.33,1
Baden-Wuerttemberg,1785,1,-0.06,1
Baden-Wuerttemberg,1785,2,-0.63,1
Baden-Wuerttemberg,1785,3,-0.16,1
Baden-Wuerttemberg,1785,4,7.47,1
Baden-Wuerttemberg,1785,5,14.64,1
Baden-Wuerttemberg,1785,6,17.51,1
Baden-Wuerttemberg,1785,7,18.76,1
Baden-Wuerttemberg,1785,8,17.6,1
Baden-Wuerttemberg,1785,9,17.48,1
Baden-Wuerttemberg,1785,10,9.68,1
Baden-Wuerttemberg,1785,11,5.08,1
Baden-Wuerttemberg,1785,12,0.92,1
Baden-Wuerttemberg,1786,1,2.16,1
Baden-Wuerttemberg,1786,2,1.96,1
Baden-Wuerttemberg,1786,3,1.86,1
Baden-Wuerttemberg,1786,4,12.24,1
Baden-Wuerttemberg,1786,5,14.24,1
Baden-Wuerttemberg,1786,6,19.84,1
Baden-Wuerttemberg,1786,7,17.62,1
Baden-Wuerttemberg,1786,8,17.67,1
Baden-Wuerttemberg,1786,9,13.69,1
Baden-Wuerttemberg,1786,10,8.39,1
Baden-Wuerttemberg,1786,11,1.13,1
Baden-Wuerttemberg,1786,12,1.96,1
Baden-Wuerttemberg,1787,1,-1.58,1
Baden-Wuerttemberg,1787,2,3.41,1
Baden-Wuerttemberg,1787,3,7.53,1
Baden-Wuerttemberg,1787,4,9.11,1
Baden-Wuerttemberg,1787,5,12.88,1
Baden-Wuerttemberg,1787,6,18.67,1
Baden-Wuerttemberg,1787,7,18.54,1
Baden-Wuerttemberg,1787,8,19.37,1
Baden-Wuerttemberg,1787,9,15.37,1
Baden-Wuerttemberg,1787,10,12.31,1
Baden-Wuerttemberg,1787,11,4.91,1
Baden-Wuerttemberg,1787,12,4.27,1
Baden-Wuerttemberg,1788,1,2.42,1
Baden-Wuerttemberg,1788,2,3.5,1
Baden-Wuerttemberg,1788,3,5.24,1
Baden-Wuerttemberg,1788,4,10.79,1
Baden-Wuerttemberg,1788,5,16.53,1
Baden-Wuerttemberg,1788,6,19.85,1
Baden-Wuerttemberg,1788,7,21.93,1
Baden-Wuerttemberg,1788,8,18.38,1
Baden-Wuerttemberg,1788,9,17.14,1
Baden-Wuerttemberg,1788,10,9.02,1
Baden-Wuerttemberg,1788,11,1.82,1
Baden-Wuerttemberg,1788,12,-8.41,1
Baden-Wuerttemberg,1789,1,-1.09,1
Baden-Wuerttemberg,1789,2,4.55,1
Baden-Wuerttemberg,1789,3,1.35,1
Baden-Wuerttemberg,1789,4,10.59,1
Baden-Wuerttemberg,1789,5,17.88,1
Baden-Wuerttemberg,1789,6,16.09,1
Baden-Wuerttemberg,1789,7,19.33,1
Baden-Wuerttemberg,1789,8,19.62,1
Baden-Wuerttemberg,1789,9,15.4,1
Baden-Wuerttemberg,1789,10,10.11,1
Baden-Wuerttemberg,1789,11,4.44,1
Baden-Wuerttemberg,1789,12,3.31,1
Baden-Wuerttemberg,1790,1,1.75,1
Baden-Wuerttemberg,1790,2,4.86,1
Baden-Wuerttemberg,1790,3,6.68,1
Baden-Wuerttemberg,1790,4,8.67,1
Baden-Wuerttemberg,1790,5,17.39,1
Baden-Wuerttemberg,1790,6,19.1,1
Baden-Wuerttemberg,1790,7,18.26,1
Baden-Wuerttemberg,1790,8,19.78,1
Baden-Wuerttemberg,1790,9,14.6,1
Baden-Wuerttemberg,1790,10,10.88,1
Baden-Wuerttemberg,1790,11,5.63,1
Baden-Wuerttemberg,1790,12,2.93,1
Baden-Wuerttemberg,1791,1,3.86,1
Baden-Wuerttemberg,1791,2,3.07,1
Baden-Wuerttemberg,1791,3,6.33,1
Baden-Wuerttemberg,1791,4,13.18,1
Baden-Wuerttemberg,1791,5,14.65,1
Baden-Wuerttemberg,1791,6,18.65,1
Baden-Wuerttemberg,1791,7,19.88,1
Baden-Wuerttemberg,1791,8,21.02,1
Baden-Wuerttemberg,1791,9,15.24,1
Baden-Wuerttemberg,1791,10,10.13,1
Baden-Wuerttemberg,1791,11,3.66,1
Baden-Wuerttemberg,1791,12,2.93,1
Baden-Wuerttemberg,1792,1,0.34,2
Baden-Wuerttemberg,1792,2,0.81,2
Baden-Wuerttemberg,1792,3,6.19,2
Baden-Wuerttemberg,1792,4,11.78,2
Baden-Wuerttemberg,1792,5,13.81,2
Baden-Wuerttemberg,1792,6,17.91,2
Baden-Wuerttemberg,1792,7,20.46,2
Baden-Wuerttemberg,1792,8,20.69,2
Baden-Wuerttemberg,1792,9,14.13,2
Baden-Wuerttemberg,1792,10,11.37,2
Baden-Wuerttemberg,1792,11,4.24,2
Baden-Wuerttemberg,1792,12,2.13,2
Baden-Wuerttemberg,1793,1,-3,1
Baden-Wuerttemberg,1793,2,3.9,1
Baden-Wuerttemberg,1793,3,5.7,1
Baden-Wuerttemberg,1793,4,8.6,1
Baden-Wuerttemberg,1793,5,13.7,1
Baden-Wuerttemberg,1793,6,17.4,1
Baden-Wuerttemberg,1793,7,22.6,1
Baden-Wuerttemberg,1793,8,21.2,1
Baden-Wuerttemberg,1793,9,14.1,1
Baden-Wuerttemberg,1793,10,12,1
Baden-Wuerttemberg,1793,11,5.8,1
Baden-Wuerttemberg,1793,12,4.2,1
Baden-Wuerttemberg,1794,1,1.4,1
Baden-Wuerttemberg,1794,2,6.5,1
Baden-Wuerttemberg,1794,3,8.4,1
Baden-Wuerttemberg,1794,4,14,1
Baden-Wuerttemberg,1794,5,15.6,1
Baden-Wuerttemberg,1794,6,19.4,1
Baden-Wuerttemberg,1794,7,22.8,1
Baden-Wuerttemberg,1794,8,19,1
Baden-Wuerttemberg,1794,9,13.4,1
Baden-Wuerttemberg,1794,10,10.2,1
Baden-Wuerttemberg,1794,11,5.9,1
Baden-Wuerttemberg,1794,12,-1.6,1
Baden-Wuerttemberg,1795,1,-7.2,1
Baden-Wuerttemberg,1795,2,2.5,1
Baden-Wuerttemberg,1795,3,6,1
Baden-Wuerttemberg,1795,4,13.7,1
Baden-Wuerttemberg,1795,5,16.2,1
Baden-Wuerttemberg,1795,6,19.8,1
Baden-Wuerttemberg,1795,7,18.6,1
Baden-Wuerttemberg,1795,8,20.8,1
Baden-Wuerttemberg,1795,9,17.7,1
Baden-Wuerttemberg,1795,10,14.6,1
Baden-Wuerttemberg,1795,11,4.1,1
Baden-Wuerttemberg,1795,12,6.1,1
Baden-Wuerttemberg,1796,1,6.7,1
Baden-Wuerttemberg,1796,2,4.5,1
Baden-Wuerttemberg,1796,3,1.8,1
Baden-Wuerttemberg,1796,4,9.5,1
Baden-Wuerttemberg,1796,5,14.8,1
Baden-Wuerttemberg,1796,6,18.2,1
Baden-Wuerttemberg,1796,7,19.6,1
Baden-Wuerttemberg,1796,8,19.3,1
Baden-Wuerttemberg,1796,9,18.1,1
Baden-Wuerttemberg,1796,10,10.1,1
Baden-Wuerttemberg,1796,11,3.9,1
Baden-Wuerttemberg,1796,12,-1.3,1
Baden-Wuerttemberg,1797,1,1.9,1
Baden-Wuerttemberg,1797,2,2.1,1
Baden-Wuerttemberg,1797,3,4.6,1
Baden-Wuerttemberg,1797,4,12.7,1
Baden-Wuerttemberg,1797,5,16.7,1
Baden-Wuerttemberg,1797,6,16.3,1
Baden-Wuerttemberg,1797,7,23.9,1
Baden-Wuerttemberg,1797,8,20.9,1
Baden-Wuerttemberg,1797,9,16.5,1
Baden-Wuerttemberg,1797,10,10.3,1
Baden-Wuerttemberg,1797,11,7.3,1
Baden-Wuerttemberg,1797,12,5.2,1
Baden-Wuerttemberg,1798,1,-0.9,1
Baden-Wuerttemberg,1798,2,3.7,1
Baden-Wuerttemberg,1798,3,6,1
Baden-Wuerttemberg,1798,4,11.5,1
Baden-Wuerttemberg,1798,5,16.1,1
Baden-Wuerttemberg,1798,6,19.5,1
Baden-Wuerttemberg,1798,7,19.9,1
Baden-Wuerttemberg,1798,8,19.9,1
Baden-Wuerttemberg,1798,9,16.9,1
Baden-Wuerttemberg,1798,10,10.6,1
Baden-Wuerttemberg,1798,11,5.4,1
Baden-Wuerttemberg,1798,12,-1.1,1
Baden-Wuerttemberg,1799,1,-5.5,1
Baden-Wuerttemberg,1799,2,4.3,1
Baden-Wuerttemberg,1799,3,4,1
Baden-Wuerttemberg,1799,4,8.4,1
Baden-Wuerttemberg,1799,5,14.2,1
Baden-Wuerttemberg,1799,6,17.1,1
Baden-Wuerttemberg,1799,7,18.8,1
Baden-Wuerttemberg,1799,8,19.3,1
Baden-Wuerttemberg,1799,9,15.1,1
Baden-Wuerttemberg,1799,10,9.7,1
Baden-Wuerttemberg,1799,11,4.2,1
Baden-Wuerttemberg,1799,12,-4.5,1
Baden-Wuerttemberg,1800,1,2.8,1
Baden-Wuerttemberg,1800,2,0.8,1
Baden-Wuerttemberg,1800,3,2.5,1
Baden-Wuerttemberg,1800,4,15.6,1
Baden-Wuerttemberg,1800,5,17.8,1
Baden-Wuerttemberg,1800,6,15.8,1
Baden-Wuerttemberg,1800,7,19.7,1
Baden-Wuerttemberg,1800,8,20.2,1
Baden-Wuerttemberg,1800,9,16.2,1
Baden-Wuerttemberg,1800,10,9.4,1
Baden-Wuerttemberg,1800,11,7,1
Baden-Wuerttemberg,1800,12,1.2,1
Baden-Wuerttemberg,1801,1,3.9,1
Baden-Wuerttemberg,1801,2,3.2,1
Baden-Wuerttemberg,1801,3,7.3,1
Baden-Wuerttemberg,1801,4,10.5,1
Baden-Wuerttemberg,1801,5,16.5,1
Baden-Wuerttemberg,1801,6,17.2,1
Baden-Wuerttemberg,1801,7,20.8,1
Baden-Wuerttemberg,1801,8,20.7,1
Baden-Wuerttemberg,1801,9,18,1
Baden-Wuerttemberg,1801,10,13.6,1
Baden-Wuerttemberg,1801,11,6.7,1
Baden-Wuerttemberg,1801,12,3.3,1
Baden-Wuerttemberg,1802,1,-4.5,1
Baden-Wuerttemberg,1802,2,2.1,1
Baden-Wuerttemberg,1802,3,5.9,1
Baden-Wuerttemberg,1802,4,12.4,1
Baden-Wuerttemberg,1802,5,15.3,1
Baden-Wuerttemberg,1802,6,19.6,1
Baden-Wuerttemberg,1802,7,19.3,1
Baden-Wuerttemberg,1802,8,21.5,1
Baden-Wuerttemberg,1802,9,15.8,1
Baden-Wuerttemberg,1802,10,12.4,1
Baden-Wuerttemberg,1802,11,5.9,1
Baden-Wuerttemberg,1802,12,3.3,1
Baden-Wuerttemberg,1803,1,-2,1
Baden-Wuerttemberg,1803,2,-0.4,1
Baden-Wuerttemberg,1803,3,3.7,1
Baden-Wuerttemberg,1803,4,11.9,1
Baden-Wuerttemberg,1803,5,12.3,1
Baden-Wuerttemberg,1803,6,17.8,1
Baden-Wuerttemberg,1803,7,21.1,1
Baden-Wuerttemberg,1803,8,20.3,1
Baden-Wuerttemberg,1803,9,12.7,1
Baden-Wuerttemberg,1803,10,8.8,1
Baden-Wuerttemberg,1803,11,5.6,1
Baden-Wuerttemberg,1803,12,3.2,1
Baden-Wuerttemberg,1804,1,4.7,1
Baden-Wuerttemberg,1804,2,0.9,1
Baden-Wuerttemberg,1804,3,3.6,1
Baden-Wuerttemberg,1804,4,9.7,1
Baden-Wuerttemberg,1804,5,16.1,1
Baden-Wuerttemberg,1804,6,18.9,1
Baden-Wuerttemberg,1804,7,19.1,1
Baden-Wuerttemberg,1804,8,18,1
Baden-Wuerttemberg,1804,9,16.1,1
Baden-Wuerttemberg,1804,10,10.8,1
Baden-Wuerttemberg,1804,11,5.7,1
Baden-Wuerttemberg,1804,12,-0.5,1
Baden-Wuerttemberg,1805,1,-2,1
Baden-Wuerttemberg,1805,2,1.7,1
Baden-Wuerttemberg,1805,3,4.1,1
Baden-Wuerttemberg,1805,4,8.1,1
Baden-Wuerttemberg,1805,5,12.5,1
Baden-Wuerttemberg,1805,6,16,1
Baden-Wuerttemberg,1805,7,18,1
Baden-Wuerttemberg,1805,8,17,1
Baden-Wuerttemberg,1805,9,15.5,1
Baden-Wuerttemberg,1805,10,6.6,1
Baden-Wuerttemberg,1805,11,2,1
Baden-Wuerttemberg,1805,12,1.6,1
Baden-Wuerttemberg,1806,1,4.8,1
Baden-Wuerttemberg,1806,2,5.5,1
Baden-Wuerttemberg,1806,3,6.5,1
Baden-Wuerttemberg,1806,4,7.6,1
Baden-Wuerttemberg,1806,5,16.9,1
Baden-Wuerttemberg,1806,6,17.5,1
Baden-Wuerttemberg,1806,7,18.8,1
Baden-Wuerttemberg,1806,8,18.2,1
Baden-Wuerttemberg,1806,9,14.8,1
Baden-Wuerttemberg,1806,10,9.8,1
Baden-Wuerttemberg,1806,11,7.1,1
Baden-Wuerttemberg,1806,12,7.5,1
Baden-Wuerttemberg,1807,1,-0.1,1
Baden-Wuerttemberg,1807,2,4,1
Baden-Wuerttemberg,1807,3,2,1
Baden-Wuerttemberg,1807,4,8.6,1
Baden-Wuerttemberg,1807,5,16.5,1
Baden-Wuerttemberg,1807,6,17.4,1
Baden-Wuerttemberg,1807,7,22,1
Baden-Wuerttemberg,1807,8,22.8,1
Baden-Wuerttemberg,1807,9,14.3,1
Baden-Wuerttemberg,1807,10,12,1
Baden-Wuerttemberg,1807,11,6.8,1
Baden-Wuerttemberg,1807,12,0.4,1
Baden-Wuerttemberg,1808,1,1.5,1
Baden-Wuerttemberg,1808,2,0.5,1
Baden-Wuerttemberg,1808,3,0.6,1
Baden-Wuerttemberg,1808,4,8.4,1
Baden-Wuerttemberg,1808,5,17.7,1
Baden-Wuerttemberg,1808,6,16.8,1
Baden-Wuerttemberg,1808,7,20.7,1
Baden-Wuerttemberg,1808,8,20.1,1
Baden-Wuerttemberg,1808,9,14.6,1
Baden-Wuerttemberg,1808,10,8.1,1
Baden-Wuerttemberg,1808,11,4.9,1
Baden-Wuerttemberg,1808,12,-3.7,1
Baden-Wuerttemberg,1809,1,1.1,1
Baden-Wuerttemberg,1809,2,6.3,1
Baden-Wuerttemberg,1809,3,5.8,1
Baden-Wuerttemberg,1809,4,6.9,1
Baden-Wuerttemberg,1809,5,16.2,1
Baden-Wuerttemberg,1809,6,16.9,1
Baden-Wuerttemberg,1809,7,19.2,1
Baden-Wuerttemberg,1809,8,19.1,1
Baden-Wuerttemberg,1809,9,15.5,1
Baden-Wuerttemberg,1809,10,8.7,1
Baden-Wuerttemberg,1809,11,3,1
Baden-Wuerttemberg,1809,12,4.1,1
Baden-Wuerttemberg,1810,1,-3.4,1
Baden-Wuerttemberg,1810,2,-1.1,1
Baden-Wuerttemberg,1810,3,7.6,1
Baden-Wuerttemberg,1810,4,9,1
Baden-Wuerttemberg,1810,5,14.8,1
Baden-Wuerttemberg,1810,6,16.6,1
Baden-Wuerttemberg,1810,7,19.3,1
Baden-Wuerttemberg,1810,8,18.5,1
Baden-Wuerttemberg,1810,9,17.7,1
Baden-Wuerttemberg,1810,10,10,1
Baden-Wuerttemberg,1810,11,6.9,1
Baden-Wuerttemberg,1810,12,2.7,1
Baden-Wuerttemberg,1811,1,-5,1
Baden-Wuerttemberg,1811,2,2.6,1
Baden-Wuerttemberg,1811,3,7.7,1
Baden-Wuerttemberg,1811,4,11.3,1
Baden-Wuerttemberg,1811,5,17,1
Baden-Wuerttemberg,1811,6,19.5,1
Baden-Wuerttemberg,1811,7,20.6,1
Baden-Wuerttemberg,1811,8,18.5,1
Baden-Wuerttemberg,1811,9,14.9,1
Baden-Wuerttemberg,1811,10,13.5,1
Baden-Wuerttemberg,1811,11,6.5,1
Baden-Wuerttemberg,1811,12,1.4,1
Baden-Wuerttemberg,1812,1,-4,1
Baden-Wuerttemberg,1812,2,3.2,1
Baden-Wuerttemberg,1812,3,4.8,1
Baden-Wuerttemberg,1812,4,6.2,1
Baden-Wuerttemberg,1812,5,16.1,1
Baden-Wuerttemberg,1812,6,18.3,1
Baden-Wuerttemberg,1812,7,17.4,1
Baden-Wuerttemberg,1812,8,17.9,1
Baden-Wuerttemberg,1812,9,14.6,1
Baden-Wuerttemberg,1812,10,10.4,1
Baden-Wuerttemberg,1812,11,1.8,1
Baden-Wuerttemberg,1812,12,-4.6,1
Baden-Wuerttemberg,1813,1,-3.9,1
Baden-Wuerttemberg,1813,2,3.3,1
Baden-Wuerttemberg,1813,3,4.4,1
Baden-Wuerttemberg,1813,4,10.6,1
Baden-Wuerttemberg,1813,5,15.3,1
Baden-Wuerttemberg,1813,6,16,1
Baden-Wuerttemberg,1813,7,17.2,1
Baden-Wuerttemberg,1813,8,16.4,1
Baden-Wuerttemberg,1813,9,13,1
Baden-Wuerttemberg,1813,10,9.4,1
Baden-Wuerttemberg,1813,11,3.5,1
Baden-Wuerttemberg,1813,12,-0.9,1
Baden-Wuerttemberg,1814,1,-3.6,1
Baden-Wuerttemberg,1814,2,-3.1,1
Baden-Wuerttemberg,1814,3,1.4,1
Baden-Wuerttemberg,1814,4,11.8,1
Baden-Wuerttemberg,1814,5,12.6,1
Baden-Wuerttemberg,1814,6,16,1
Baden-Wuerttemberg,1814,7,20.4,1
Baden-Wuerttemberg,1814,8,17.9,1
Baden-Wuerttemberg,1814,9,13,1
Baden-Wuerttemberg,1814,10,8,1
Baden-Wuerttemberg,1814,11,5.8,1
Baden-Wuerttemberg,1814,12,4.1,1
Baden-Wuerttemberg,1815,1,-3.6,1
Baden-Wuerttemberg,1815,2,3.6,1
Baden-Wuerttemberg,1815,3,7.5,1
Baden-Wuerttemberg,1815,4,10.5,1
Baden-Wuerttemberg,1815,5,16.1,1
Baden-Wuerttemberg,1815,6,17.3,1
Baden-Wuerttemberg,1815,7,17.2,1
Baden-Wuerttemberg,1815,8,17.2,1
Baden-Wuerttemberg,1815,9,14.4,1
Baden-Wuerttemberg,1815,10,9.8,1
Baden-Wuerttemberg,1815,11,2.1,1
Baden-Wuerttemberg,1815,12,-0.4,1
Baden-Wuerttemberg,1816,1,0,1
Baden-Wuerttemberg,1816,2,-1.1,1
Baden-Wuerttemberg,1816,3,4.2,1
Baden-Wuerttemberg,1816,4,9.1,1
Baden-Wuerttemberg,1816,5,12.3,1
Baden-Wuerttemberg,1816,6,14.6,1
Baden-Wuerttemberg,1816,7,16.5,1
Baden-Wuerttemberg,1816,8,16.1,1
Baden-Wuerttemberg,1816,9,13.8,1
Baden-Wuerttemberg,1816,10,9.6,1
Baden-Wuerttemberg,1816,11,1.8,1
Baden-Wuerttemberg,1816,12,0.3,1
Baden-Wuerttemberg,1817,1,3,1
Baden-Wuerttemberg,1817,2,4.3,1
Baden-Wuerttemberg,1817,3,4,1
Baden-Wuerttemberg,1817,4,5.3,1
Baden-Wuerttemberg,1817,5,12.9,1
Baden-Wuerttemberg,1817,6,18.9,1
Baden-Wuerttemberg,1817,7,17.7,1
Baden-Wuerttemberg,1817,8,17.8,1
Baden-Wuerttemberg,1817,9,16.4,1
Baden-Wuerttemberg,1817,10,6,1
Baden-Wuerttemberg,1817,11,6.1,1
Baden-Wuerttemberg,1817,12,0.7,1
Baden-Wuerttemberg,1818,1,2.1,1
Baden-Wuerttemberg,1818,2,2.5,1
Baden-Wuerttemberg,1818,3,5.3,1
Baden-Wuerttemberg,1818,4,11.5,1
Baden-Wuerttemberg,1818,5,14,1
Baden-Wuerttemberg,1818,6,18.9,1
Baden-Wuerttemberg,1818,7,19.7,1
Baden-Wuerttemberg,1818,8,17.8,1
Baden-Wuerttemberg,1818,9,14,1
Baden-Wuerttemberg,1818,10,8.5,1
Baden-Wuerttemberg,1818,11,6.8,1
Baden-Wuerttemberg,1818,12,-1.2,1
Baden-Wuerttemberg,1819,1,1.9,1
Baden-Wuerttemberg,1819,2,3.7,1
Baden-Wuerttemberg,1819,3,5.8,1
Baden-Wuerttemberg,1819,4,11.4,1
Baden-Wuerttemberg,1819,5,15.5,1
Baden-Wuerttemberg,1819,6,18.1,1
Baden-Wuerttemberg,1819,7,20.2,1
Baden-Wuerttemberg,1819,8,19.2,1
Baden-Wuerttemberg,1819,9,14.5,1
Baden-Wuerttemberg,1819,10,9.8,1
Baden-Wuerttemberg,1819,11,3.6,1
Baden-Wuerttemberg,1819,12,3.5,1
Baden-Wuerttemberg,1820,1,-3.1,1
Baden-Wuerttemberg,1820,2,1.6,1
Baden-Wuerttemberg,1820,3,2.2,1
Baden-Wuerttemberg,1820,4,11.5,1
Baden-Wuerttemberg,1820,5,14.9,1
Baden-Wuerttemberg,1820,6,15.4,1
Baden-Wuerttemberg,1820,7,17.8,1
Baden-Wuerttemberg,1820,8,20.1,1
Baden-Wuerttemberg,1820,9,12.6,1
Baden-Wuerttemberg,1820,10,8.4,1
Baden-Wuerttemberg,1820,11,1.3,1
Baden-Wuerttemberg,1820,12,0.4,1
Baden-Wuerttemberg,1821,1,1.4,1
Baden-Wuerttemberg,1821,2,-1.7,1
Baden-Wuerttemberg,1821,3,5,1
Baden-Wuerttemberg,1821,4,11.7,1
Baden-Wuerttemberg,1821,5,12.4,1
Baden-Wuerttemberg,1821,6,14.9,1
Baden-Wuerttemberg,1821,7,17,1
Baden-Wuerttemberg,1821,8,18.9,1
Baden-Wuerttemberg,1821,9,15.8,1
Baden-Wuerttemberg,1821,10,8.9,1
Baden-Wuerttemberg,1821,11,7.8,1
Baden-Wuerttemberg,1821,12,5,1
Baden-Wuerttemberg,1822,1,1.6,1
Baden-Wuerttemberg,1822,2,3.6,1
Baden-Wuerttemberg,1822,3,8,1
Baden-Wuerttemberg,1822,4,10.5,1
Baden-Wuerttemberg,1822,5,16.5,1
Baden-Wuerttemberg,1822,6,21.4,1
Baden-Wuerttemberg,1822,7,19.6,1
Baden-Wuerttemberg,1822,8,17.7,1
Baden-Wuerttemberg,1822,9,14.3,1
Baden-Wuerttemberg,1822,10,11.4,1
Baden-Wuerttemberg,1822,11,7,1
Baden-Wuerttemberg,1822,12,-2.7,1
Baden-Wuerttemberg,1823,1,-4.7,1
Baden-Wuerttemberg,1823,2,3.4,1
Baden-Wuerttemberg,1823,3,4.9,1
Baden-Wuerttemberg,1823,4,8.8,1
Baden-Wuerttemberg,1823,5,16.2,1
Baden-Wuerttemberg,1823,6,15.9,1
Baden-Wuerttemberg,1823,7,17.9,1
Baden-Wuerttemberg,1823,8,19,1
Baden-Wuerttemberg,1823,9,14.6,1
Baden-Wuerttemberg,1823,10,8.3,1
Baden-Wuerttemberg,1823,11,3.1,1
Baden-Wuerttemberg,1823,12,3.3,1
Baden-Wuerttemberg,1824,1,-0.5,1
Baden-Wuerttemberg,1824,2,2.6,1
Baden-Wuerttemberg,1824,3,3.7,1
Baden-Wuerttemberg,1824,4,8.1,1
Baden-Wuerttemberg,1824,5,14,1
Baden-Wuerttemberg,1824,6,16.7,1
Baden-Wuerttemberg,1824,7,20.1,1
Baden-Wuerttemberg,1824,8,18.5,1
Baden-Wuerttemberg,1824,9,15.7,1
Baden-Wuerttemberg,1824,10,10.4,1
Baden-Wuerttemberg,1824,11,8.1,1
Baden-Wuerttemberg,1824,12,6,1
Baden-Wuerttemberg,1825,1,1.2,1
Baden-Wuerttemberg,1825,2,1.3,1
Baden-Wuerttemberg,1825,3,2.9,1
Baden-Wuerttemberg,1825,4,11.6,1
Baden-Wuerttemberg,1825,5,14.7,1
Baden-Wuerttemberg,1825,6,17.3,1
Baden-Wuerttemberg,1825,7,19.1,1
Baden-Wuerttemberg,1825,8,18.4,1
Baden-Wuerttemberg,1825,9,15.5,1
Baden-Wuerttemberg,1825,10,9,1
Baden-Wuerttemberg,1825,11,6.5,1
Baden-Wuerttemberg,1825,12,4.7,1
Baden-Wuerttemberg,1826,1,-7.2,1
Baden-Wuerttemberg,1826,2,4.2,1
Baden-Wuerttemberg,1826,3,6,1
Baden-Wuerttemberg,1826,4,9.8,1
Baden-Wuerttemberg,1826,5,13.4,1
Baden-Wuerttemberg,1826,6,18,1
Baden-Wuerttemberg,1826,7,21,1
Baden-Wuerttemberg,1826,8,21.5,1
Baden-Wuerttemberg,1826,9,16.5,1
Baden-Wuerttemberg,1826,10,11.7,1
Baden-Wuerttemberg,1826,11,3.7,1
Baden-Wuerttemberg,1826,12,2.1,1
Baden-Wuerttemberg,1827,1,-1.6,1
Baden-Wuerttemberg,1827,2,-4.7,1
Baden-Wuerttemberg,1827,3,6.6,1
Baden-Wuerttemberg,1827,4,11.1,1
Baden-Wuerttemberg,1827,5,16.4,1
Baden-Wuerttemberg,1827,6,17.6,1
Baden-Wuerttemberg,1827,7,20.4,1
Baden-Wuerttemberg,1827,8,18,1
Baden-Wuerttemberg,1827,9,14.9,1
Baden-Wuerttemberg,1827,10,10.8,1
Baden-Wuerttemberg,1827,11,2.2,1
Baden-Wuerttemberg,1827,12,5.1,1
Baden-Wuerttemberg,1828,1,2.8,1
Baden-Wuerttemberg,1828,2,1.6,1
Baden-Wuerttemberg,1828,3,5.6,1
Baden-Wuerttemberg,1828,4,10.2,1
Baden-Wuerttemberg,1828,5,14.9,1
Baden-Wuerttemberg,1828,6,18.3,1
Baden-Wuerttemberg,1828,7,20.1,1
Baden-Wuerttemberg,1828,8,17,1
Baden-Wuerttemberg,1828,9,14.8,1
Baden-Wuerttemberg,1828,10,9.1,1
Baden-Wuerttemberg,1828,11,4.8,1
Baden-Wuerttemberg,1828,12,2.8,1
Baden-Wuerttemberg,1829,1,-4,1
Baden-Wuerttemberg,1829,2,-2,1
Baden-Wuerttemberg,1829,3,4.2,1
Baden-Wuerttemberg,1829,4,10,1
Baden-Wuerttemberg,1829,5,14.1,1
Baden-Wuerttemberg,1829,6,16.3,1
Baden-Wuerttemberg,1829,7,19.5,1
Baden-Wuerttemberg,1829,8,17,1
