state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id
Thüringen,193,Erfurt – Weimar – Weimarer Land II,280700,264000,16699,6,4968389,18526,17262,19087,6,166151,30166,0.18155773964646615,yes,1,16
Thüringen,194,Gera – Greiz – Altenburger Land,289500,280500,9000,3,3010800,8974,18134,24897,8,174394,47274,0.27107583976512956,yes,1,16
Thüringen,195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,278400,269000,9399,3,3535679,6681,18365,16982,6,169716,43739,0.25771877725140824,yes,1,16
Thüringen,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,282700,273900,8800,3,2063710,7067,18845,13286,4,168007,38677,0.23021064598498872,yes,1,16
Rheinland-Pfalz,197,Neuwied,309800,287000,22800,7,3407800,63818,21726,16419,5,179082,19273,0.10762108978010074,no,0,11
Rheinland-Pfalz,198,Ahrweiler,246400,230100,16300,6,2784320,39670,22014,9856,4,149988,14436,0.09624769981598529,no,0,11
Rheinland-Pfalz,199,Koblenz,257200,234100,23099,9,2957799,50668,21059,12860,5,149622,13697,0.09154402427450509,no,0,11
Rheinland-Pfalz,200,Mosel/Rhein-Hunsrück,219500,205400,14099,6,2151100,34242,22334,8999,4,133703,12022,0.08991570869763581,no,0,11
Rheinland-Pfalz,201,Kreuznach,237400,219400,18000,7,2184080,42019,21362,15193,6,138198,16195,0.11718693468791155,no,0,11
Rheinland-Pfalz,202,Bitburg,215200,196900,18299,8,2195039,29482,21839,8392,3,125050,10058,0.08043182726909236,no,0,11
Rheinland-Pfalz,203,Trier,262900,230900,31999,12,9911330,40223,21106,11041,4,149881,11926,0.07956979203501445,no,0,11
Rheinland-Pfalz,204,Montabaur,272600,251700,20900,7,3625580,47705,22579,9813,3,161759,17822,0.11017624985317664,no,0,11
Rheinland-Pfalz,205,Mainz,343900,295700,48199,14,5915079,82535,22918,18570,5,200879,16535,0.08231323333947302,no,0,11
Rheinland-Pfalz,206,Worms,284100,256399,27700,9,3409200,57672,22393,14773,5,167663,21978,0.1310843775907624,no,0,11
Rheinland-Pfalz,207,Ludwigshafen/Frankenthal,314600,261200,53400,17,2674100,96267,20614,21392,6,159499,24644,0.15450880569784137,no,0,11
Rheinland-Pfalz,208,Neustadt – Speyer,285500,259700,25800,9,3054850,51390,24273,13418,4,174345,22080,0.1266454443775273,no,0,11
Rheinland-Pfalz,209,Kaiserslautern,296800,272600,24199,8,3027360,58172,19816,19588,6,169755,23207,0.13670878619186475,no,0,11
Rheinland-Pfalz,210,Pirmasens,223800,209900,13900,6,1656120,30660,20785,14770,6,132714,18648,0.14051268140512682,no,0,11
Rheinland-Pfalz,211,Südpfalz,283200,258600,24599,8,3200160,50692,21679,12743,4,170401,23190,0.13609075064113474,no,0,11
Bayern,212,Altötting,220500,199800,20699,9,3439799,43659,22185,8599,3,125909,18305,0.14538277644965808,no,0,2
Bayern,213,Erding – Ebersberg,271200,242100,29099,10,4122240,39866,24309,5423,2,162608,19367,0.11910238118665749,no,0,2
Bayern,214,Freising,326000,285800,40199,12,5281200,55093,22838,7172,2,185634,25178,0.13563248111876058,no,0,2
Bayern,215,Fürstenfeldbruck,323500,282200,41300,12,5402450,62435,24151,8411,2,189842,21938,0.11555925453798421,no,0,2
Bayern,216,Ingolstadt,327300,290700,36600,11,3338460,80515,21717,8182,2,182840,27671,0.15133996937212862,no,0,2
Bayern,217,München-Nord,368100,264300,103800,28,3717810,126258,25838,16564,4,173092,14901,0.08608716751785178,no,0,2
Bayern,218,München-Ost,377400,284700,92699,24,3811740,129448,25838,16983,4,186047,15940,0.08567727509715287,no,0,2
Bayern,219,München-Süd,334800,252500,82300,24,3381480,114836,25838,15066,4,169770,14584,0.08590445897390588,no,0,2
Bayern,220,München-West/Mitte,370000,282600,87399,23,3737000,126909,25838,16650,4,192595,14879,0.07725538046159039,no,0,2
Bayern,221,München-Land,340000,287100,52899,15,6902000,77180,29954,9180,2,196362,18457,0.09399476477118791,no,0,2
Bayern,222,Rosenheim,317900,282800,35099,11,5404299,53725,23680,9854,3,185456,25698,0.13856656026227246,no,0,2
Bayern,223,Bad Tölz-Wolfratshausen – Miesbach,223200,198300,24899,11,3392640,37943,26258,6472,2,131817,15407,0.11688173756040571,no,0,2
Bayern,224,Starnberg – Landsberg am Lech,290700,258500,32199,11,4186080,45058,29060,8430,2,176259,17450,0.09900203677542707,no,0,2
Bayern,225,Traunstein,278100,248400,29700,10,3893400,53951,22259,10845,3,159568,19183,0.12021833951669508,no,0,2
Bayern,226,Weilheim,220300,199200,21100,9,3679010,29960,24017,7269,3,133560,16143,0.1208670260557053,no,0,2
Bayern,227,Deggendorf,208400,197200,11200,5,1979800,22715,20088,7502,3,118755,22765,0.1916971916971917,no,0,2
Bayern,228,Landshut,336100,301200,34900,10,7058100,57137,22276,10755,3,191694,28059,0.14637390841653886,no,0,2
Bayern,229,Passau,225200,208900,16299,7,3265399,28600,20065,9458,4,130571,20968,0.16058696035107337,no,0,2
Bayern,230,Rottal-Inn,220000,201100,18900,8,2420000,30800,21229,6820,3,123504,20381,0.165022995206633,no,0,2
Bayern,231,Straubing,222400,207200,15200,6,2802240,23796,20576,9118,4,128207,23580,0.18392131474880466,no,0,2
Bayern,232,Amberg,275800,258200,17600,6,3061380,34750,21131,8549,3,168203,21540,0.1280595470948794,no,0,2
Bayern,233,Regensburg,334900,302700,32199,9,5257929,62961,21814,9042,2,197663,25628,0.1296550188957974,no,0,2
Bayern,234,Schwandorf,271200,256700,14500,5,2657760,23594,20358,9492,3,161282,28007,0.17365236046179983,no,0,2
Bayern,235,Weiden,210400,200500,9900,4,1157200,20829,20390,9257,4,129339,17407,0.13458430945035912,no,0,2
Bayern,236,Bamberg,234300,218000,16300,7,3163050,29287,21716,7966,3,144418,18394,0.12736639477073494,no,0,2
Bayern,237,Bayreuth,204500,193400,11099,5,1370150,28016,21698,8793,4,126522,13564,0.10720665180759077,no,0,2
Bayern,238,Coburg,198700,188500,10199,5,1112719,23247,24053,7351,3,122179,14210,0.11630476595814337,no,0,2
Bayern,239,Hof,211400,196800,14599,6,1522080,28327,21143,10358,4,125791,16606,0.1320126241146028,no,0,2
Bayern,240,Kulmbach,210500,202700,7800,3,1136700,18945,21623,7578,3,133911,18000,0.1344176355937899,no,0,2
Bayern,241,Ansbach,315800,291800,24000,7,4673840,45475,21613,10737,3,184421,21734,0.11784991947771675,no,0,2
Bayern,242,Erlangen,242500,215900,26599,11,3346500,49470,24270,7275,3,147370,13953,0.09468005699938929,no,0,2
Bayern,243,Fürth,337200,304000,33199,9,4417320,69125,22885,12813,3,197343,23032,0.11671049897893515,no,0,2
Bayern,244,Nürnberg-Nord,285300,224400,60900,21,4821570,103849,21791,17973,6,145304,14503,0.09981142982987391,no,0,2
Bayern,245,Nürnberg-Süd,265100,217700,47400,17,4374150,91724,22126,15640,5,130978,18679,0.14261173632213042,no,0,2
Bayern,246,Roth,292800,272500,20300,6,3835680,36014,24299,7612,2,184545,21357,0.11572787125091441,no,0,2
Bayern,247,Aschaffenburg,242700,218100,24599,10,2257110,47811,23305,9222,3,143378,16634,0.11601500927617905,no,0,2
Bayern,248,Bad Kissingen,267400,256500,10899,4,1791580,29146,20817,8824,3,169903,19653,0.11567188336874569,no,0,2
Bayern,249,Main-Spessart,254600,234700,19900,7,1527600,38190,21936,6619,2,155959,16856,0.10807968761020524,no,0,2
Bayern,250,Schweinfurt,256100,237000,19100,7,2945150,42256,21354,9219,3,154940,18904,0.12200851942687492,no,0,2
Bayern,251,Würzburg,285300,265300,20000,7,1968570,46503,23105,8559,3,181902,15769,0.0866895361238469,no,0,2
Bayern,252,Augsburg-Stadt,314100,256300,57800,18,5622390,109620,18877,16961,5,152057,21013,0.13819159920293048,no,0,2
Bayern,253,Augsburg-Land,324800,299300,25500,7,4157440,49694,23625,8444,2,197838,27042,0.13668759287902224,no,0,2
Bayern,254,Donau-Ries,249800,230400,19400,7,2822740,34222,23203,5495,2,146826,21588,0.14703117976380206,no,0,2
Bayern,255,Neu-Ulm,328000,289700,38300,11,4231200,66911,23426,8200,2,180762,27326,0.15117115322910787,no,0,2
Bayern,256,Oberallgäu,300000,268800,31199,10,4530000,52500,22864,9300,3,175341,18528,0.10566838332164183,no,0,2
Bayern,257,Ostallgäu,329200,297500,31699,9,5036760,53001,22927,9876,3,190159,25383,0.13348303262007058,no,0,2
Baden-Württemberg,258,Stuttgart I,304300,239600,64700,21,5020950,117459,23759,15215,5,159974,11455,0.07160538587520472,no,0,1
Baden-Württemberg,259,Stuttgart II,319500,235400,84100,26,5271750,123327,23759,15975,5,137803,14894,0.10808182695587179,no,0,1
Baden-Württemberg,260,Böblingen,358700,298900,59800,16,6348990,110479,23483,11119,3,194896,22854,0.11726254002134472,no,0,1
Baden-Württemberg,261,Esslingen,245900,204100,41800,17,3024570,66147,23606,8606,3,134380,14692,0.10933174579550528,no,0,1
Baden-Württemberg,262,Nürtingen,293300,250900,42400,14,4634140,79484,23600,10265,3,166609,20544,0.1233066641057806,no,0,1
Baden-Württemberg,263,Göppingen,252700,216400,36299,14,3082939,67976,22333,9855,3,135938,19956,0.1468022186585061,no,0,1
Baden-Württemberg,264,Waiblingen,317400,270500,46899,14,4094460,78715,23752,10791,3,176892,22870,0.1292879270967596,no,0,1
Baden-Württemberg,265,Ludwigsburg,324700,268100,56599,17,4773089,94163,23470,11364,3,173985,19780,0.11368796160588557,no,0,1
Baden-Württemberg,266,Neckar-Zaber,322100,278100,44000,13,4219510,89543,23329,11273,3,184220,24124,0.13095212246227336,no,0,1
Baden-Württemberg,267,Heilbronn,351700,294800,56899,16,6365770,111840,29506,14771,4,183282,30088,0.16416232908850842,no,0,1
Baden-Württemberg,268,Schwäbisch Hall – Hohenlohe,301800,274600,27199,9,4164840,73035,21905,9355,3,169459,24801,0.14635398532978477,no,0,1
Baden-Württemberg,269,Backnang – Schwäbisch Gmünd,241500,213600,27900,11,3067049,56028,22927,7969,3,135304,19437,0.14365428959971618,no,0,1
Baden-Württemberg,270,Aalen – Heidenheim,303800,270500,33300,11,5468400,70481,22109,12455,4,168210,20614,0.12254919445930681,no,0,1
Baden-Württemberg,271,Karlsruhe-Stadt,307800,252300,55500,18,7695000,93878,21417,14466,4,160690,16712,0.1040014935590267,no,0,1
Baden-Württemberg,272,Karlsruhe-Land,281100,250100,31000,11,3176430,58187,22619,9276,3,167216,20887,0.12491029566548656,no,0,1
Baden-Württemberg,273,Rastatt,281600,245800,35800,12,4336640,68428,23075,9856,3,155235,19700,0.12690437079266917,no,0,1
Baden-Württemberg,274,Heidelberg,317100,269300,47800,15,3488100,81494,22796,13635,4,177832,16849,0.0947467272481893,no,0,1
Baden-Württemberg,275,Mannheim,305800,236600,69200,22,6085420,111311,19846,17430,5,142721,18308,0.1282782491714604,no,0,1
Baden-Württemberg,276,Odenwald – Tauber,275100,253300,21800,7,4098990,49793,21164,9903,3,161214,22288,0.13825102038284517,no,0,1
Baden-Württemberg,277,Rhein-Neckar,268900,239000,29899,11,3925939,56737,23240,11024,4,154652,20942,0.1354137030235626,no,0,1
Baden-Württemberg,278,Bruchsal – Schwetzingen,266800,235300,31500,11,3841920,55761,22879,9604,3,152694,22794,0.1492789500569767,no,0,1
Baden-Württemberg,279,Pforzheim,318300,267400,50900,16,5665740,98991,22911,13686,4,166072,27105,0.16321234163495352,no,0,1
Baden-Württemberg,280,Calw,271600,239900,31700,11,4209800,62468,22863,9234,3,151600,22714,0.14982849604221635,no,0,1
Baden-Württemberg,281,Freiburg,313800,268900,44900,14,5114940,79391,21003,15062,4,179518,14101,0.07854922626143339,no,0,1
Baden-Württemberg,282,Lörrach – Müllheim,318700,278300,40399,12,5704730,70432,23142,10517,3,175691,18457,0.10505375915670126,no,0,1
Baden-Württemberg,283,Emmendingen – Lahr,289200,263200,26000,9,4424760,52345,21513,9254,3,166443,19139,0.1149883143178145,no,0,1
Baden-Württemberg,284,Offenburg,272300,246200,26100,9,3104220,57727,21662,9530,3,153635,17799,0.1158525075666352,no,0,1
Baden-Württemberg,285,Rottweil – Tuttlingen,274100,242700,31400,11,3919630,72362,23526,7948,2,150048,20927,0.1394687033482619,no,0,1
Baden-Württemberg,286,Schwarzwald-Baar,230300,200300,30000,13,4145400,59878,22805,7830,3,123726,15348,0.12404830027641725,no,0,1
Baden-Württemberg,287,Konstanz,280300,243100,37200,13,4765100,66711,22339,10371,3,157257,16188,0.10293977374616074,no,0,1
Baden-Württemberg,288,Waldshut,245800,215600,30200,12,4154019,51618,22429,8357,3,135128,13299,0.09841779645965307,no,0,1
Baden-Württemberg,289,Reutlingen,282100,242800,39300,13,4400760,73346,23126,10437,3,156066,20174,0.1292658234336755,no,0,1
Baden-Württemberg,290,Tübingen,270900,238000,32899,12,3467520,60681,21953,8397,3,158407,15885,0.10027965935848794,no,0,1
Baden-Württemberg,291,Ulm,314700,271300,43399,13,4846380,79619,22957,10385,3,175842,20430,0.11618384686252431,no,0,1
Baden-Württemberg,292,Biberach,222800,203600,19200,8,4077240,42332,21938,5792,2,130272,16235,0.12462386391549987,no,0,1
Baden-Württemberg,293,Bodensee,233300,206500,26800,11,3172880,52259,23541,7232,3,135934,14163,0.104190268806921,no,0,1
Baden-Württemberg,294,Ravensburg,250500,226500,24000,9,3632250,50350,22091,7515,3,144785,14899,0.10290430638532998,no,0,1
Baden-Württemberg,295,Zollernalb – Sigmaringen,249100,221000,28099,11,5455290,55549,22823,8469,3,137726,18813,0.1365973018892584,no,0,1
Saarland,296,Saarbrücken,269800,235000,34800,12,3129680,53960,18923,25361,9,145431,14043,0.09656125585329126,no,0,12
Saarland,297,Saarlouis,265500,240800,24699,9,3902850,42745,18991,14602,5,157540,15497,0.09836866827472387,no,0,12
Saarland,298,St. Wendel,216700,205500,11199,5,2188669,28387,21924,13218,6,138710,12628,0.09103885804916732,no,0,12
Saarland,299,Homburg,243700,223000,20699,8,3216839,37773,20506,16815,6,143523,16744,0.11666422803313754,no,0,12
