state,area_nr,area_name.x,V04,V05,total_n,germans_n,V09,V10,pop_move_prop,V12,V13,V14,V15,V16,V17,V18,pop_migr_background_prop,V20,V21,V22,V23,V24,V25,income,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,unemp,V48,V49,V50,V51,foreigner_n,pop_move_n,unemp_n,area_name.y,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_total,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,afd_votes,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4,LAND_NR,LAND_NAME,WKR_NAME,geometry
Schleswig-Holstein,1,Flensburg – Schleswig,130,2128.1,282.8,266.7,132.9,-3.7,12.3,16.5,8.7,11.3,35,17.4,11.2,90,10,5.1,59.5,35.5,49.4,3.8,514.6,20265,28300,696.9,"4,4",11.9,8.2,19.8,41.6,30.4,41.1,44,7.3,337.4,"1,6","18,7","28,1","16,4",35.2,88.5,26.3,18.8,7.2,8.2,6.2,4.2,7.3,16.100000000000023,3478.4400000000005,20.3616,Flensburg – Schleswig,1,225659,226944,225659,226944,171905,162749,171905,162749,1647,2223,1509,2113,170258,160526,170396,160636,68102,#,58307,61347,47697,59718,40376,52396,12138,7436,13995,9084,17899,12491,22290,15734,NA,NA,NA,NA,11143,3039,18948,8065,10581,5234,11647,6563,NA,3418,NA,3183,NA,955,354,929,1943,NA,1189,1042,NA,NA,NA,1459,NA,NA,297,NA,NA,NA,2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,790,01,Schleswig-Holstein,Flensburg – Schleswig,"list(list(c(543474.9057, 547528.6022, 547598.1909, 547971.0083, 550844.8048, 551088.9143, 551100.0468, 551115.2771, 551169.0508, 551239.7507, 551351.645, 551558.7466, 551841.2402, 551954.6617, 552080.6941, 552335.9071, 553499.8756, 553586.4522, 553810.1273, 554149.4228, 554238.8965, 554417.4698, 554723.0037, 554824.2135, 555544.6414, 555725.6367, 555764.3638, 555790.783, 556020.0182, 556148.1707, 556229.8378, 556287.5645, 556311.3928, 556358.3002, 556445.8744, 556482.0479, 557578.6322, 557978.4991, 
557988.0665, 558217.4041, 558446.6796, 560036.8071, 561599.6914, 562684.0559, 562847.8573, 562867.5712, 562888.8971, 562980.753, 563029.4759, 563056.6258, 563086.5937, 563114.6026, 563163.3949, 563194.222, 563304.9569, 563590.4977, 563705.8913, 563746.3162, 564392.5523, 564482.837, 564572.5501, 564666.8773, 564761.7765, 566579.8293, 566600.2825, 566630.9938, 566659.7503, 566685.5535, 566701.0985, 566715.6662, 566734.5432, 566784.2693, 566819.7331, 566832.1989, 566841.6893, 566839.1615, 566780.8967, 
566662.5644, 566615.4159, 566604.5813, 566543.8143, 566528.8338, 566541.6171, 566556.1009, 566072.772, 565903.2989, 563225.7282, 560569.5879, 558031.715, 554354.0587, 552791.2406, 549205.4947, 546476.0688, 544867.3079, 544577.7886, 544392.4172, 543573.3655, 543387.7681, 541579.3609, 541383.6701, 540371.3484, 538235.1502, 537130.4909, 536971.9068, 536962.952, 536809.1252, 536599.7224, 536230.5828, 535907.8355, 535821.4052, 535762.1327, 535898.3933, 536093.4371, 536402.8507, 536532.4495, 536647.4355, 
536751.2031, 536734.6908, 536709.1894, 536144.378, 535882.0898, 532124.1073, 529000.527, 528748.3178, 528661.6577, 527145.8047, 527030.3775, 526957.2296, 526560.4206, 525420.09, 525825.6411, 525955.3761, 525615.4157, 524622.2384, 523483.6703, 522319.7262, 519927.5778, 519860.8594, 519784.8222, 519712.4723, 518838.2667, 518739.4743, 518686.2392, 516965.7017, 516950.9174, 516899.1417, 516871.9058, 516853.4201, 516862.9087, 516913.883, 516980.4349, 517075.3236, 517175.7812, 517327.8773, 517523.1285, 
517652.4703, 517740.3673, 517813.9932, 517866.1713, 517882.7127, 518074.4201, 517980.5706, 516986.0762, 516227.3694, 515077.2137, 514904.5192, 514883.4421, 514535.0898, 514390.5933, 514306.6804, 514259.0725, 514256.7237, 514345.5728, 514513.7926, 514748.0563, 514899.6255, 514954.736, 514975.0385, 514789.7898, 514728.9422, 514641.1203, 514592.445, 514514.1888, 511440.9805, 511139.1636, 511226.0893, 513424.2097, 515038.8603, 516788.3401, 516994.3542, 517656.1994, 518047.7332, 518210.8806, 518349.1777, 
519386.684, 519434.7573, 520342.604, 520540.1846, 520567.3757, 520618.5562, 520666.3086, 520703.5188, 520957.9992, 520979.0448, 521204.8025, 521215.0269, 521216.091, 521173.7592, 521145.9626, 519525.8671, 518549.2756, 518174.2273, 518790.0116, 519278.1597, 519370.0878, 519679.6289, 520136.3882, 520103.5447, 518421.9602, 517398.5662, 516969.4258, 516164.5853, 516505.0595, 516801.1713, 516827.6564, 515619.5012, 514309.1127, 514144.8033, 512462.9327, 512194.6102, 512026.9543, 511452.6515, 511093.4647, 
510858.9925, 509254.2661, 508295.539, 508173.9354, 507803.9483, 506865.7032, 505981.4979, 504858.5995, 504480.8431, 504020.1324, 504135.5796, 504256.5291, 504458.4337, 504585.6614, 504653.3291, 505184.6838, 505236.5557, 505291.2161, 505316.5597, 505314.9549, 505079.3369, 504862.9462, 505279.9799, 506239.4523, 507159.1679, 507729.3822, 506366.5961, 507004.3207, 507353.5782, 507274.0713, 508738.8897, 509197.5683, 509948.9302, 513163.0429, 515424.6418, 515710.6113, 515722.1465, 515705.6073, 515532.7626, 
515337.655, 515106.8363, 515144.188, 515314.2976, 516072.9245, 521169.479, 522296.6307, 523827.1474, 523992.3942, 524020.7466, 524120.835, 524168.1116, 524901.9336, 526212.2067, 526320.5968, 526409.9373, 526438.405, 526438.5079, 526688.5734, 526849.871, 526965.3008, 527445.4416, 527538.0197, 527633.7334, 527962.5153, 527969.4206, 528107.217, 531017.0119, 531955.406, 536957.8826, 537196.4353, 537487.9786, 537968.1855, 538273.9068, 540292.318, 539862.9271, 538816.026, 540186.394, 541757.1399, 543474.9057, 
6076957.7356, 6075384.4818, 6075399.9182, 6075481.6158, 6072597.4037, 6072196.0134, 6072141.314, 6072081.7064, 6071880.5968, 6071717.7614, 6071465.9565, 6071086.4949, 6070673.3423, 6070507.6749, 6070345.7767, 6070020.7894, 6068575.8404, 6068479.8743, 6068273.1441, 6068097.9063, 6068055.8458, 6067971.901, 6067840.3698, 6067802.8503, 6067613.2334, 6067590.2861, 6067585.7327, 6067582.6265, 6067557.8759, 6067553.1232, 6067565.407, 6067585.117, 6067599.4462, 6067627.6544, 6067723.2169, 6067775.6004, 6069682.8785, 
6071569.4114, 6071617.1797, 6072423.3686, 6072729.8155, 6071633.6018, 6070527.6704, 6068602.8068, 6068228.3413, 6068170.6157, 6068036.2841, 6067338.6781, 6066900.4905, 6066532.3833, 6066214.7852, 6065990.2852, 6065700.2474, 6065526.257, 6065059.0003, 6064215.0897, 6063895.4005, 6063818.6324, 6062986.1839, 6062937.6316, 6062916.2342, 6062860.0052, 6062776.6212, 6060975.6992, 6060953.1551, 6060917.8413, 6060880.4885, 6060841.0756, 6060814.4324, 6060786.7698, 6060744.2142, 6060612.4061, 6060468.4846, 
6060328.5598, 6060212.3611, 6059963.9167, 6058733.2437, 6057833.6771, 6057727.4716, 6057476.9719, 6056025.4943, 6055381.3204, 6054924.8601, 6054839.528, 6055501.8267, 6055638.1002, 6055834.5186, 6054213.3376, 6052617.6719, 6049822.3803, 6048598.8727, 6045790.6395, 6042583.7252, 6041877.8389, 6041771.9032, 6041654.15, 6041069.6299, 6038322.2974, 6034288.2483, 6034089.3505, 6033377.9138, 6032032.6761, 6031772.9573, 6031807.6351, 6031950.3268, 6031900.1763, 6031831.888, 6031709.3312, 6031324.9622, 6030915.5177, 
6027749.9339, 6027490.9732, 6027047.3821, 6026292.4144, 6025969.3639, 6025580.0624, 6025153.5564, 6025034.3088, 6024914.8746, 6023481.2868, 6023264.0161, 6021618.4132, 6021714.7054, 6021879.3628, 6021914.5437, 6022158.0235, 6022134.6568, 6022096.1756, 6021569.3876, 6019642.3176, 6019600.7223, 6017284.1337, 6015744.2409, 6016078.5004, 6015467.4563, 6014777.9547, 6013800.3701, 6013789.0044, 6013793.4356, 6013812.932, 6014144.6988, 6014186.6354, 6014248.4955, 6017397.794, 6017436.4611, 6017573.2941, 
6017731.6155, 6017853.1443, 6017926.2846, 6017974.297, 6017993.6513, 6017995.6016, 6017969.6875, 6017910.8603, 6017842.928, 6017821.605, 6017823.4121, 6017838.9154, 6017876.9605, 6017947.2482, 6019703.8627, 6019845.8227, 6020830.6021, 6021428.532, 6022112.3492, 6022152.7678, 6022157.331, 6022139.1865, 6022120.2322, 6022070.5472, 6022004.621, 6021875.6742, 6021733.6115, 6021619.1579, 6021500.0653, 6021369.2826, 6021264.4972, 6021103.0404, 6019662.3471, 6019511.2125, 6019408.4865, 6019394.497, 6019409.8772, 
6020801.6973, 6021827.7003, 6022364.06, 6024951.1084, 6025341.9675, 6025686.661, 6026892.9042, 6028865.868, 6029698.2184, 6030024.2977, 6030246.9537, 6031441.2867, 6031484.2396, 6032278.251, 6032387.2274, 6032376.797, 6032365.8615, 6032375.8369, 6032412.5716, 6032766.5059, 6032811.8998, 6033396.0374, 6033433.2152, 6034157.5919, 6034369.5295, 6034457.8772, 6037493.7176, 6038877.308, 6040887.6747, 6041354.9092, 6042004.3391, 6042149.093, 6042641.9928, 6045542.5411, 6045827.5779, 6047151.5832, 6047464.1861, 
6047492.3216, 6047913.3234, 6049185.0166, 6050136.1192, 6050694.0779, 6051929.9005, 6053524.2304, 6055395.8069, 6056793.6828, 6056969.9724, 6057108.373, 6058079.4834, 6059520.4682, 6060530.4924, 6060607.4635, 6060501.918, 6060489.4385, 6060460.8844, 6060574.5194, 6060683.2756, 6061034.87, 6061190.9546, 6061496.1686, 6061565.4507, 6061609.8745, 6061603.0156, 6061584.6416, 6061597.0126, 6062184.2054, 6062285.1492, 6062445.0807, 6062524.5063, 6062847.0934, 6064062.8262, 6065559.5994, 6067730.4952, 6068577.1075, 
6068974.466, 6071221.3437, 6074222.5637, 6076927.0953, 6079086.3754, 6080725.525, 6080734.5634, 6080671.0643, 6080408.8475, 6079121.6422, 6078119.5258, 6077471.2755, 6077444.5484, 6077423.236, 6077183.9931, 6076910.337, 6076479.1525, 6076022.5206, 6075520.6787, 6073645.7273, 6073205.3895, 6073370.4583, 6074750.3196, 6074921.5154, 6074951.0635, 6075472.4582, 6075842.9546, 6076868.7938, 6077352.2768, 6077326.5548, 6077304.4336, 6077275.1696, 6077275.0638, 6077014.5838, 6076845.146, 6076189.3927, 6075717.9503, 
6075635.9743, 6075635.4776, 6075633.7718, 6075637.9095, 6075735.6381, 6076768.6358, 6077220.5248, 6081788.739, 6082006.5961, 6082272.8482, 6082375.7114, 6082273.2194, 6081595.2084, 6080778.3488, 6078777.1814, 6078241.4475, 6077628.0102, 6076957.7356)))"
Schleswig-Holstein,1,Flensburg – Schleswig,130,2128.1,282.8,266.7,132.9,-3.7,12.3,16.5,8.7,11.3,35,17.4,11.2,90,10,5.1,59.5,35.5,49.4,3.8,514.6,20265,28300,696.9,"4,4",11.9,8.2,19.8,41.6,30.4,41.1,44,7.3,337.4,"1,6","18,7","28,1","16,4",35.2,88.5,26.3,18.8,7.2,8.2,6.2,4.2,7.3,16.100000000000023,3478.4400000000005,20.3616,Schleswig-Holstein,99,2258129,2251796,2258129,2251796,1727460,1645750,1727460,1645750,16451,18752,13801,17460,1711009,1626998,1713659,1628290,681381,708702,582398,638756,492748,596882,399121,513725,90497,66183,124593,84177,163407,111921,205215,153137,NA,NA,NA,NA,131501,37526,216503,91714,128535,58681,140238,74346,NA,31621,NA,32217,NA,11031,4224,11229,15965,2678,11074,8747,NA,NA,NA,12878,NA,NA,3115,NA,3995,NA,20693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381,NA,823,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,755,1773,NA,6843,01,Schleswig-Holstein,Flensburg – Schleswig,"list(list(c(543474.9057, 547528.6022, 547598.1909, 547971.0083, 550844.8048, 551088.9143, 551100.0468, 551115.2771, 551169.0508, 551239.7507, 551351.645, 551558.7466, 551841.2402, 551954.6617, 552080.6941, 552335.9071, 553499.8756, 553586.4522, 553810.1273, 554149.4228, 554238.8965, 554417.4698, 554723.0037, 554824.2135, 555544.6414, 555725.6367, 555764.3638, 555790.783, 556020.0182, 556148.1707, 556229.8378, 556287.5645, 556311.3928, 556358.3002, 556445.8744, 556482.0479, 557578.6322, 557978.4991, 
557988.0665, 558217.4041, 558446.6796, 560036.8071, 561599.6914, 562684.0559, 562847.8573, 562867.5712, 562888.8971, 562980.753, 563029.4759, 563056.6258, 563086.5937, 563114.6026, 563163.3949, 563194.222, 563304.9569, 563590.4977, 563705.8913, 563746.3162, 564392.5523, 564482.837, 564572.5501, 564666.8773, 564761.7765, 566579.8293, 566600.2825, 566630.9938, 566659.7503, 566685.5535, 566701.0985, 566715.6662, 566734.5432, 566784.2693, 566819.7331, 566832.1989, 566841.6893, 566839.1615, 566780.8967, 
566662.5644, 566615.4159, 566604.5813, 566543.8143, 566528.8338, 566541.6171, 566556.1009, 566072.772, 565903.2989, 563225.7282, 560569.5879, 558031.715, 554354.0587, 552791.2406, 549205.4947, 546476.0688, 544867.3079, 544577.7886, 544392.4172, 543573.3655, 543387.7681, 541579.3609, 541383.6701, 540371.3484, 538235.1502, 537130.4909, 536971.9068, 536962.952, 536809.1252, 536599.7224, 536230.5828, 535907.8355, 535821.4052, 535762.1327, 535898.3933, 536093.4371, 536402.8507, 536532.4495, 536647.4355, 
536751.2031, 536734.6908, 536709.1894, 536144.378, 535882.0898, 532124.1073, 529000.527, 528748.3178, 528661.6577, 527145.8047, 527030.3775, 526957.2296, 526560.4206, 525420.09, 525825.6411, 525955.3761, 525615.4157, 524622.2384, 523483.6703, 522319.7262, 519927.5778, 519860.8594, 519784.8222, 519712.4723, 518838.2667, 518739.4743, 518686.2392, 516965.7017, 516950.9174, 516899.1417, 516871.9058, 516853.4201, 516862.9087, 516913.883, 516980.4349, 517075.3236, 517175.7812, 517327.8773, 517523.1285, 
517652.4703, 517740.3673, 517813.9932, 517866.1713, 517882.7127, 518074.4201, 517980.5706, 516986.0762, 516227.3694, 515077.2137, 514904.5192, 514883.4421, 514535.0898, 514390.5933, 514306.6804, 514259.0725, 514256.7237, 514345.5728, 514513.7926, 514748.0563, 514899.6255, 514954.736, 514975.0385, 514789.7898, 514728.9422, 514641.1203, 514592.445, 514514.1888, 511440.9805, 511139.1636, 511226.0893, 513424.2097, 515038.8603, 516788.3401, 516994.3542, 517656.1994, 518047.7332, 518210.8806, 518349.1777, 
519386.684, 519434.7573, 520342.604, 520540.1846, 520567.3757, 520618.5562, 520666.3086, 520703.5188, 520957.9992, 520979.0448, 521204.8025, 521215.0269, 521216.091, 521173.7592, 521145.9626, 519525.8671, 518549.2756, 518174.2273, 518790.0116, 519278.1597, 519370.0878, 519679.6289, 520136.3882, 520103.5447, 518421.9602, 517398.5662, 516969.4258, 516164.5853, 516505.0595, 516801.1713, 516827.6564, 515619.5012, 514309.1127, 514144.8033, 512462.9327, 512194.6102, 512026.9543, 511452.6515, 511093.4647, 
510858.9925, 509254.2661, 508295.539, 508173.9354, 507803.9483, 506865.7032, 505981.4979, 504858.5995, 504480.8431, 504020.1324, 504135.5796, 504256.5291, 504458.4337, 504585.6614, 504653.3291, 505184.6838, 505236.5557, 505291.2161, 505316.5597, 505314.9549, 505079.3369, 504862.9462, 505279.9799, 506239.4523, 507159.1679, 507729.3822, 506366.5961, 507004.3207, 507353.5782, 507274.0713, 508738.8897, 509197.5683, 509948.9302, 513163.0429, 515424.6418, 515710.6113, 515722.1465, 515705.6073, 515532.7626, 
515337.655, 515106.8363, 515144.188, 515314.2976, 516072.9245, 521169.479, 522296.6307, 523827.1474, 523992.3942, 524020.7466, 524120.835, 524168.1116, 524901.9336, 526212.2067, 526320.5968, 526409.9373, 526438.405, 526438.5079, 526688.5734, 526849.871, 526965.3008, 527445.4416, 527538.0197, 527633.7334, 527962.5153, 527969.4206, 528107.217, 531017.0119, 531955.406, 536957.8826, 537196.4353, 537487.9786, 537968.1855, 538273.9068, 540292.318, 539862.9271, 538816.026, 540186.394, 541757.1399, 543474.9057, 
6076957.7356, 6075384.4818, 6075399.9182, 6075481.6158, 6072597.4037, 6072196.0134, 6072141.314, 6072081.7064, 6071880.5968, 6071717.7614, 6071465.9565, 6071086.4949, 6070673.3423, 6070507.6749, 6070345.7767, 6070020.7894, 6068575.8404, 6068479.8743, 6068273.1441, 6068097.9063, 6068055.8458, 6067971.901, 6067840.3698, 6067802.8503, 6067613.2334, 6067590.2861, 6067585.7327, 6067582.6265, 6067557.8759, 6067553.1232, 6067565.407, 6067585.117, 6067599.4462, 6067627.6544, 6067723.2169, 6067775.6004, 6069682.8785, 
6071569.4114, 6071617.1797, 6072423.3686, 6072729.8155, 6071633.6018, 6070527.6704, 6068602.8068, 6068228.3413, 6068170.6157, 6068036.2841, 6067338.6781, 6066900.4905, 6066532.3833, 6066214.7852, 6065990.2852, 6065700.2474, 6065526.257, 6065059.0003, 6064215.0897, 6063895.4005, 6063818.6324, 6062986.1839, 6062937.6316, 6062916.2342, 6062860.0052, 6062776.6212, 6060975.6992, 6060953.1551, 6060917.8413, 6060880.4885, 6060841.0756, 6060814.4324, 6060786.7698, 6060744.2142, 6060612.4061, 6060468.4846, 
6060328.5598, 6060212.3611, 6059963.9167, 6058733.2437, 6057833.6771, 6057727.4716, 6057476.9719, 6056025.4943, 6055381.3204, 6054924.8601, 6054839.528, 6055501.8267, 6055638.1002, 6055834.5186, 6054213.3376, 6052617.6719, 6049822.3803, 6048598.8727, 6045790.6395, 6042583.7252, 6041877.8389, 6041771.9032, 6041654.15, 6041069.6299, 6038322.2974, 6034288.2483, 6034089.3505, 6033377.9138, 6032032.6761, 6031772.9573, 6031807.6351, 6031950.3268, 6031900.1763, 6031831.888, 6031709.3312, 6031324.9622, 6030915.5177, 
6027749.9339, 6027490.9732, 6027047.3821, 6026292.4144, 6025969.3639, 6025580.0624, 6025153.5564, 6025034.3088, 6024914.8746, 6023481.2868, 6023264.0161, 6021618.4132, 6021714.7054, 6021879.3628, 6021914.5437, 6022158.0235, 6022134.6568, 6022096.1756, 6021569.3876, 6019642.3176, 6019600.7223, 6017284.1337, 6015744.2409, 6016078.5004, 6015467.4563, 6014777.9547, 6013800.3701, 6013789.0044, 6013793.4356, 6013812.932, 6014144.6988, 6014186.6354, 6014248.4955, 6017397.794, 6017436.4611, 6017573.2941, 
6017731.6155, 6017853.1443, 6017926.2846, 6017974.297, 6017993.6513, 6017995.6016, 6017969.6875, 6017910.8603, 6017842.928, 6017821.605, 6017823.4121, 6017838.9154, 6017876.9605, 6017947.2482, 6019703.8627, 6019845.8227, 6020830.6021, 6021428.532, 6022112.3492, 6022152.7678, 6022157.331, 6022139.1865, 6022120.2322, 6022070.5472, 6022004.621, 6021875.6742, 6021733.6115, 6021619.1579, 6021500.0653, 6021369.2826, 6021264.4972, 6021103.0404, 6019662.3471, 6019511.2125, 6019408.4865, 6019394.497, 6019409.8772, 
6020801.6973, 6021827.7003, 6022364.06, 6024951.1084, 6025341.9675, 6025686.661, 6026892.9042, 6028865.868, 6029698.2184, 6030024.2977, 6030246.9537, 6031441.2867, 6031484.2396, 6032278.251, 6032387.2274, 6032376.797, 6032365.8615, 6032375.8369, 6032412.5716, 6032766.5059, 6032811.8998, 6033396.0374, 6033433.2152, 6034157.5919, 6034369.5295, 6034457.8772, 6037493.7176, 6038877.308, 6040887.6747, 6041354.9092, 6042004.3391, 6042149.093, 6042641.9928, 6045542.5411, 6045827.5779, 6047151.5832, 6047464.1861, 
6047492.3216, 6047913.3234, 6049185.0166, 6050136.1192, 6050694.0779, 6051929.9005, 6053524.2304, 6055395.8069, 6056793.6828, 6056969.9724, 6057108.373, 6058079.4834, 6059520.4682, 6060530.4924, 6060607.4635, 6060501.918, 6060489.4385, 6060460.8844, 6060574.5194, 6060683.2756, 6061034.87, 6061190.9546, 6061496.1686, 6061565.4507, 6061609.8745, 6061603.0156, 6061584.6416, 6061597.0126, 6062184.2054, 6062285.1492, 6062445.0807, 6062524.5063, 6062847.0934, 6064062.8262, 6065559.5994, 6067730.4952, 6068577.1075, 
6068974.466, 6071221.3437, 6074222.5637, 6076927.0953, 6079086.3754, 6080725.525, 6080734.5634, 6080671.0643, 6080408.8475, 6079121.6422, 6078119.5258, 6077471.2755, 6077444.5484, 6077423.236, 6077183.9931, 6076910.337, 6076479.1525, 6076022.5206, 6075520.6787, 6073645.7273, 6073205.3895, 6073370.4583, 6074750.3196, 6074921.5154, 6074951.0635, 6075472.4582, 6075842.9546, 6076868.7938, 6077352.2768, 6077326.5548, 6077304.4336, 6077275.1696, 6077275.0638, 6077014.5838, 6076845.146, 6076189.3927, 6075717.9503, 
6075635.9743, 6075635.4776, 6075633.7718, 6075637.9095, 6075735.6381, 6076768.6358, 6077220.5248, 6081788.739, 6082006.5961, 6082272.8482, 6082375.7114, 6082273.2194, 6081595.2084, 6080778.3488, 6078777.1814, 6078241.4475, 6077628.0102, 6076957.7356)))"
