Jahr,Bundesland,Wert,Indikator
1996,Niedersachsen/Hamburg/Bremen,108.79,frost_days
1997,Niedersachsen/Hamburg/Bremen,68.94,frost_days
1998,Niedersachsen/Hamburg/Bremen,53.89,frost_days
1999,Niedersachsen/Hamburg/Bremen,52.63,frost_days
2000,Niedersachsen/Hamburg/Bremen,38.15,frost_days
2001,Niedersachsen/Hamburg/Bremen,75.88,frost_days
2002,Niedersachsen/Hamburg/Bremen,58.08,frost_days
2003,Niedersachsen/Hamburg/Bremen,85.59,frost_days
2004,Niedersachsen/Hamburg/Bremen,67.24,frost_days
2005,Niedersachsen/Hamburg/Bremen,71.89,frost_days
2006,Niedersachsen/Hamburg/Bremen,77.3,frost_days
2007,Niedersachsen/Hamburg/Bremen,38.84,frost_days
2008,Niedersachsen/Hamburg/Bremen,54.2,frost_days
2009,Niedersachsen/Hamburg/Bremen,69.07,frost_days
2010,Niedersachsen/Hamburg/Bremen,105.6,frost_days
2011,Niedersachsen/Hamburg/Bremen,67.02,frost_days
2012,Niedersachsen/Hamburg/Bremen,62.61,frost_days
2013,Niedersachsen/Hamburg/Bremen,87.04,frost_days
2014,Niedersachsen/Hamburg/Bremen,43.74,frost_days
2015,Niedersachsen/Hamburg/Bremen,45.51,frost_days
2016,Niedersachsen/Hamburg/Bremen,70.89,frost_days
2017,Niedersachsen/Hamburg/Bremen,52.74,frost_days
2018,Niedersachsen/Hamburg/Bremen,64.6,frost_days
2019,Niedersachsen/Hamburg/Bremen,50.01,frost_days
2020,Niedersachsen/Hamburg/Bremen,33.65,frost_days
2021,Niedersachsen/Hamburg/Bremen,64.8,frost_days
2022,Niedersachsen/Hamburg/Bremen,52.39,frost_days
2023,Niedersachsen/Hamburg/Bremen,53.02,frost_days
2024,Niedersachsen/Hamburg/Bremen,35.42,frost_days
2025,Niedersachsen/Hamburg/Bremen,69.4,frost_days
1951,Nordrhein-Westfalen,56.23,frost_days
1952,Nordrhein-Westfalen,86.7,frost_days
1953,Nordrhein-Westfalen,68.27,frost_days
1954,Nordrhein-Westfalen,71.62,frost_days
1955,Nordrhein-Westfalen,100.34,frost_days
1956,Nordrhein-Westfalen,90.29,frost_days
1957,Nordrhein-Westfalen,57.56,frost_days
1958,Nordrhein-Westfalen,78.23,frost_days
1959,Nordrhein-Westfalen,69.71,frost_days
1960,Nordrhein-Westfalen,59.33,frost_days
1961,Nordrhein-Westfalen,52.95,frost_days
1962,Nordrhein-Westfalen,86.01,frost_days
1963,Nordrhein-Westfalen,102.12,frost_days
1964,Nordrhein-Westfalen,81.66,frost_days
1965,Nordrhein-Westfalen,77.63,frost_days
1966,Nordrhein-Westfalen,64.5,frost_days
1967,Nordrhein-Westfalen,53.99,frost_days
1968,Nordrhein-Westfalen,83.45,frost_days
1969,Nordrhein-Westfalen,94.23,frost_days
1970,Nordrhein-Westfalen,81.54,frost_days
1971,Nordrhein-Westfalen,66.91,frost_days
1972,Nordrhein-Westfalen,66.22,frost_days
1973,Nordrhein-Westfalen,72.12,frost_days
1974,Nordrhein-Westfalen,35.27,frost_days
1975,Nordrhein-Westfalen,57.34,frost_days
1976,Nordrhein-Westfalen,77.18,frost_days
1977,Nordrhein-Westfalen,53.39,frost_days
1978,Nordrhein-Westfalen,74.1,frost_days
1979,Nordrhein-Westfalen,87.14,frost_days
1980,Nordrhein-Westfalen,76.94,frost_days
1981,Nordrhein-Westfalen,83.03,frost_days
1982,Nordrhein-Westfalen,65.63,frost_days
1983,Nordrhein-Westfalen,66.76,frost_days
1984,Nordrhein-Westfalen,64.77,frost_days
1985,Nordrhein-Westfalen,93.49,frost_days
1986,Nordrhein-Westfalen,73.41,frost_days
1987,Nordrhein-Westfalen,83.12,frost_days
1988,Nordrhein-Westfalen,45.79,frost_days
1989,Nordrhein-Westfalen,51.8,frost_days
1990,Nordrhein-Westfalen,40.87,frost_days
1991,Nordrhein-Westfalen,74.67,frost_days
1992,Nordrhein-Westfalen,46,frost_days
1993,Nordrhein-Westfalen,70.59,frost_days
1994,Nordrhein-Westfalen,43.73,frost_days
1995,Nordrhein-Westfalen,69.84,frost_days
1996,Nordrhein-Westfalen,98.4,frost_days
1997,Nordrhein-Westfalen,60.4,frost_days
1998,Nordrhein-Westfalen,53.34,frost_days
1999,Nordrhein-Westfalen,48.88,frost_days
2000,Nordrhein-Westfalen,39.49,frost_days
2001,Nordrhein-Westfalen,66.31,frost_days
2002,Nordrhein-Westfalen,47.5,frost_days
2003,Nordrhein-Westfalen,78.47,frost_days
2004,Nordrhein-Westfalen,74.13,frost_days
2005,Nordrhein-Westfalen,68.76,frost_days
2006,Nordrhein-Westfalen,75.08,frost_days
2007,Nordrhein-Westfalen,42.22,frost_days
2008,Nordrhein-Westfalen,61.99,frost_days
2009,Nordrhein-Westfalen,68.18,frost_days
2010,Nordrhein-Westfalen,99.89,frost_days
2011,Nordrhein-Westfalen,61.21,frost_days
2012,Nordrhein-Westfalen,58.21,frost_days
2013,Nordrhein-Westfalen,82.44,frost_days
2014,Nordrhein-Westfalen,35.87,frost_days
2015,Nordrhein-Westfalen,51.66,frost_days
2016,Nordrhein-Westfalen,65.48,frost_days
2017,Nordrhein-Westfalen,56.08,frost_days
2018,Nordrhein-Westfalen,62.83,frost_days
2019,Nordrhein-Westfalen,54.3,frost_days
2020,Nordrhein-Westfalen,40.73,frost_days
2021,Nordrhein-Westfalen,68.32,frost_days
2022,Nordrhein-Westfalen,49.56,frost_days
2023,Nordrhein-Westfalen,49.81,frost_days
2024,Nordrhein-Westfalen,34.47,frost_days
2025,Nordrhein-Westfalen,63.11,frost_days
1951,Rheinland-Pfalz,70.74,frost_days
1952,Rheinland-Pfalz,99.27,frost_days
1953,Rheinland-Pfalz,87.28,frost_days
1954,Rheinland-Pfalz,84.88,frost_days
1955,Rheinland-Pfalz,118.47,frost_days
1956,Rheinland-Pfalz,103.77,frost_days
1957,Rheinland-Pfalz,77.72,frost_days
1958,Rheinland-Pfalz,88.68,frost_days
1959,Rheinland-Pfalz,81.77,frost_days
1960,Rheinland-Pfalz,69.29,frost_days
1961,Rheinland-Pfalz,67.87,frost_days
1962,Rheinland-Pfalz,102.8,frost_days
1963,Rheinland-Pfalz,108.9,frost_days
1964,Rheinland-Pfalz,92.2,frost_days
1965,Rheinland-Pfalz,90.84,frost_days
1966,Rheinland-Pfalz,69.6,frost_days
1967,Rheinland-Pfalz,78.18,frost_days
1968,Rheinland-Pfalz,97.2,frost_days
1969,Rheinland-Pfalz,102.96,frost_days
1970,Rheinland-Pfalz,95.53,frost_days
1971,Rheinland-Pfalz,86.99,frost_days
1972,Rheinland-Pfalz,84.96,frost_days
1973,Rheinland-Pfalz,99.57,frost_days
1974,Rheinland-Pfalz,48.03,frost_days
1975,Rheinland-Pfalz,77.86,frost_days
1976,Rheinland-Pfalz,87.21,frost_days
1977,Rheinland-Pfalz,64.77,frost_days
1978,Rheinland-Pfalz,84.77,frost_days
1979,Rheinland-Pfalz,93.96,frost_days
1980,Rheinland-Pfalz,86.71,frost_days
1981,Rheinland-Pfalz,94.5,frost_days
1982,Rheinland-Pfalz,78.91,frost_days
1983,Rheinland-Pfalz,83.05,frost_days
1984,Rheinland-Pfalz,79.6,frost_days
1985,Rheinland-Pfalz,107.16,frost_days
1986,Rheinland-Pfalz,85.76,frost_days
1987,Rheinland-Pfalz,92.91,frost_days
1988,Rheinland-Pfalz,62.84,frost_days
1989,Rheinland-Pfalz,69.67,frost_days
1990,Rheinland-Pfalz,56.89,frost_days
1991,Rheinland-Pfalz,88.78,frost_days
1992,Rheinland-Pfalz,61.71,frost_days
1993,Rheinland-Pfalz,79.49,frost_days
1994,Rheinland-Pfalz,53,frost_days
1995,Rheinland-Pfalz,77.28,frost_days
1996,Rheinland-Pfalz,102.63,frost_days
1997,Rheinland-Pfalz,75.75,frost_days
1998,Rheinland-Pfalz,72.96,frost_days
1999,Rheinland-Pfalz,65.48,frost_days
2000,Rheinland-Pfalz,47.34,frost_days
2001,Rheinland-Pfalz,75.74,frost_days
2002,Rheinland-Pfalz,53.9,frost_days
2003,Rheinland-Pfalz,88.32,frost_days
2004,Rheinland-Pfalz,82.34,frost_days
2005,Rheinland-Pfalz,81.63,frost_days
2006,Rheinland-Pfalz,83.56,frost_days
2007,Rheinland-Pfalz,52.29,frost_days
2008,Rheinland-Pfalz,77.79,frost_days
2009,Rheinland-Pfalz,75,frost_days
2010,Rheinland-Pfalz,104.61,frost_days
2011,Rheinland-Pfalz,69.87,frost_days
2012,Rheinland-Pfalz,65.98,frost_days
2013,Rheinland-Pfalz,93.29,frost_days
2014,Rheinland-Pfalz,41.58,frost_days
2015,Rheinland-Pfalz,67.24,frost_days
2016,Rheinland-Pfalz,71.19,frost_days
2017,Rheinland-Pfalz,69.29,frost_days
2018,Rheinland-Pfalz,68.23,frost_days
2019,Rheinland-Pfalz,65,frost_days
2020,Rheinland-Pfalz,51.11,frost_days
2021,Rheinland-Pfalz,75.34,frost_days
2022,Rheinland-Pfalz,57.82,frost_days
2023,Rheinland-Pfalz,56.74,frost_days
2024,Rheinland-Pfalz,44.26,frost_days
2025,Rheinland-Pfalz,68.31,frost_days
1951,Saarland,65.41,frost_days
1952,Saarland,97.67,frost_days
1953,Saarland,83.74,frost_days
1954,Saarland,78.54,frost_days
1955,Saarland,112.47,frost_days
1956,Saarland,100.95,frost_days
1957,Saarland,71.71,frost_days
1958,Saarland,85.42,frost_days
1959,Saarland,70.7,frost_days
1960,Saarland,63.83,frost_days
1961,Saarland,61.41,frost_days
1962,Saarland,100.57,frost_days
1963,Saarland,99.63,frost_days
1964,Saarland,87.33,frost_days
1965,Saarland,84.91,frost_days
1966,Saarland,69.21,frost_days
1967,Saarland,75.04,frost_days
1968,Saarland,91.42,frost_days
1969,Saarland,95.83,frost_days
1970,Saarland,90.35,frost_days
1971,Saarland,84.03,frost_days
1972,Saarland,77.13,frost_days
1973,Saarland,102.26,frost_days
1974,Saarland,43.4,frost_days
1975,Saarland,76.99,frost_days
1976,Saarland,84.73,frost_days
1977,Saarland,62.06,frost_days
1978,Saarland,83.71,frost_days
1979,Saarland,88.28,frost_days
1980,Saarland,81.22,frost_days
1981,Saarland,87.32,frost_days
1982,Saarland,70.84,frost_days
1983,Saarland,82,frost_days
1984,Saarland,73.84,frost_days
1985,Saarland,104.16,frost_days
1986,Saarland,84.13,frost_days
1987,Saarland,86.89,frost_days
1988,Saarland,58.31,frost_days
1989,Saarland,67.7,frost_days
1990,Saarland,53.25,frost_days
1991,Saarland,82.02,frost_days
1992,Saarland,55.55,frost_days
1993,Saarland,72.59,frost_days
1994,Saarland,45.57,frost_days
1995,Saarland,70.21,frost_days
1996,Saarland,98.1,frost_days
1997,Saarland,72.33,frost_days
1998,Saarland,71.41,frost_days
1999,Saarland,61.41,frost_days
2000,Saarland,43.98,frost_days
2001,Saarland,72.07,frost_days
2002,Saarland,52.14,frost_days
2003,Saarland,80.03,frost_days
2004,Saarland,77.83,frost_days
2005,Saarland,83.23,frost_days
2006,Saarland,81.43,frost_days
2007,Saarland,47.23,frost_days
2008,Saarland,77.15,frost_days
2009,Saarland,70.3,frost_days
2010,Saarland,97.36,frost_days
2011,Saarland,63.83,frost_days
2012,Saarland,62.8,frost_days
2013,Saarland,93.09,frost_days
2014,Saarland,38.33,frost_days
2015,Saarland,68.92,frost_days
2016,Saarland,72.86,frost_days
2017,Saarland,69.16,frost_days
2018,Saarland,62.2,frost_days
2019,Saarland,62.77,frost_days
2020,Saarland,52.64,frost_days
2021,Saarland,71.15,frost_days
2022,Saarland,59.42,frost_days
2023,Saarland,57.24,frost_days
2024,Saarland,44.22,frost_days
2025,Saarland,63.79,frost_days
1951,Sachsen,87.59,frost_days
1952,Sachsen,118.65,frost_days
1953,Sachsen,94.22,frost_days
1954,Sachsen,103.14,frost_days
1955,Sachsen,118.07,frost_days
1956,Sachsen,114.2,frost_days
1957,Sachsen,88,frost_days
1958,Sachsen,99.89,frost_days
1959,Sachsen,94.21,frost_days
1960,Sachsen,88.59,frost_days
1961,Sachsen,69.73,frost_days
1962,Sachsen,108.4,frost_days
1963,Sachsen,113.66,frost_days
1964,Sachsen,105.6,frost_days
1965,Sachsen,108.46,frost_days
1966,Sachsen,87.87,frost_days
1967,Sachsen,79.14,frost_days
1968,Sachsen,103.33,frost_days
1969,Sachsen,123.58,frost_days
1970,Sachsen,108.9,frost_days
1971,Sachsen,90.85,frost_days
1972,Sachsen,93.93,frost_days
1973,Sachsen,105.85,frost_days
1974,Sachsen,58.93,frost_days
1975,Sachsen,81.85,frost_days
1976,Sachsen,104.11,frost_days
1977,Sachsen,78.94,frost_days
1978,Sachsen,94.76,frost_days
1979,Sachsen,107.57,frost_days
1980,Sachsen,112.74,frost_days
1981,Sachsen,105.75,frost_days
1982,Sachsen,89.41,frost_days
1983,Sachsen,82.59,frost_days
1984,Sachsen,101.95,frost_days
1985,Sachsen,107.72,frost_days
1986,Sachsen,87.2,frost_days
1987,Sachsen,102.9,frost_days
1988,Sachsen,85.15,frost_days
1989,Sachsen,72.45,frost_days
1990,Sachsen,63.52,frost_days
1991,Sachsen,101.8,frost_days
1992,Sachsen,80.88,frost_days
1993,Sachsen,100.51,frost_days
1994,Sachsen,71.66,frost_days
1995,Sachsen,105.29,frost_days
1996,Sachsen,128.56,frost_days
1997,Sachsen,104,frost_days
1998,Sachsen,79.29,frost_days
1999,Sachsen,85.18,frost_days
2000,Sachsen,64.64,frost_days
2001,Sachsen,98.78,frost_days
2002,Sachsen,84.29,frost_days
2003,Sachsen,111.97,frost_days
2004,Sachsen,97.37,frost_days
2005,Sachsen,103.89,frost_days
2006,Sachsen,94.31,frost_days
2007,Sachsen,71.46,frost_days
2008,Sachsen,77.72,frost_days
2009,Sachsen,93.14,frost_days
2010,Sachsen,120.24,frost_days
2011,Sachsen,93,frost_days
2012,Sachsen,87.56,frost_days
2013,Sachsen,107.43,frost_days
2014,Sachsen,67.89,frost_days
2015,Sachsen,81.39,frost_days
2016,Sachsen,89.54,frost_days
2017,Sachsen,83.9,frost_days
2018,Sachsen,85.73,frost_days
2019,Sachsen,76.32,frost_days
2020,Sachsen,72.9,frost_days
2021,Sachsen,101.2,frost_days
2022,Sachsen,80.66,frost_days
2023,Sachsen,71.16,frost_days
2024,Sachsen,65.59,frost_days
2025,Sachsen,94.05,frost_days
1951,Sachsen-Anhalt,80.79,frost_days
1952,Sachsen-Anhalt,110.05,frost_days
1953,Sachsen-Anhalt,83.56,frost_days
1954,Sachsen-Anhalt,93.93,frost_days
1955,Sachsen-Anhalt,108.6,frost_days
1956,Sachsen-Anhalt,99.15,frost_days
1957,Sachsen-Anhalt,74.83,frost_days
1958,Sachsen-Anhalt,89.07,frost_days
1959,Sachsen-Anhalt,84.75,frost_days
1960,Sachsen-Anhalt,76.33,frost_days
1961,Sachsen-Anhalt,60.44,frost_days
1962,Sachsen-Anhalt,95.05,frost_days
1963,Sachsen-Anhalt,108.12,frost_days
1964,Sachsen-Anhalt,96.32,frost_days
1965,Sachsen-Anhalt,95.22,frost_days
1966,Sachsen-Anhalt,77.03,frost_days
1967,Sachsen-Anhalt,65.31,frost_days
1968,Sachsen-Anhalt,93.8,frost_days
1969,Sachsen-Anhalt,117.19,frost_days
1970,Sachsen-Anhalt,100.1,frost_days
1971,Sachsen-Anhalt,83.48,frost_days
1972,Sachsen-Anhalt,84.27,frost_days
1973,Sachsen-Anhalt,88.56,frost_days
1974,Sachsen-Anhalt,48.01,frost_days
1975,Sachsen-Anhalt,67.29,frost_days
1976,Sachsen-Anhalt,97.39,frost_days
1977,Sachsen-Anhalt,65.84,frost_days
1978,Sachsen-Anhalt,88.74,frost_days
1979,Sachsen-Anhalt,100.27,frost_days
1980,Sachsen-Anhalt,106.14,frost_days
1981,Sachsen-Anhalt,95.72,frost_days
1982,Sachsen-Anhalt,79.12,frost_days
1983,Sachsen-Anhalt,72.65,frost_days
1984,Sachsen-Anhalt,92.29,frost_days
1985,Sachsen-Anhalt,99.53,frost_days
1986,Sachsen-Anhalt,80.06,frost_days
1987,Sachsen-Anhalt,93.23,frost_days
1988,Sachsen-Anhalt,70,frost_days
1989,Sachsen-Anhalt,61.02,frost_days
1990,Sachsen-Anhalt,51.51,frost_days
1991,Sachsen-Anhalt,87.43,frost_days
1992,Sachsen-Anhalt,66.02,frost_days
1993,Sachsen-Anhalt,85.15,frost_days
1994,Sachsen-Anhalt,58.67,frost_days
1995,Sachsen-Anhalt,92.64,frost_days
1996,Sachsen-Anhalt,122.69,frost_days
1997,Sachsen-Anhalt,87.3,frost_days
1998,Sachsen-Anhalt,69.72,frost_days
1999,Sachsen-Anhalt,69.22,frost_days
2000,Sachsen-Anhalt,48.62,frost_days
2001,Sachsen-Anhalt,83.93,frost_days
2002,Sachsen-Anhalt,69.95,frost_days
2003,Sachsen-Anhalt,99.6,frost_days
2004,Sachsen-Anhalt,82.18,frost_days
2005,Sachsen-Anhalt,92.31,frost_days
2006,Sachsen-Anhalt,84.35,frost_days
2007,Sachsen-Anhalt,57.17,frost_days
2008,Sachsen-Anhalt,63.58,frost_days
2009,Sachsen-Anhalt,82.82,frost_days
2010,Sachsen-Anhalt,112.75,frost_days
2011,Sachsen-Anhalt,82.71,frost_days
2012,Sachsen-Anhalt,76.24,frost_days
2013,Sachsen-Anhalt,99.04,frost_days
2014,Sachsen-Anhalt,58.48,frost_days
2015,Sachsen-Anhalt,67.95,frost_days
2016,Sachsen-Anhalt,79.56,frost_days
2017,Sachsen-Anhalt,72.78,frost_days
2018,Sachsen-Anhalt,75.56,frost_days
2019,Sachsen-Anhalt,61.93,frost_days
2020,Sachsen-Anhalt,53.57,frost_days
2021,Sachsen-Anhalt,82.51,frost_days
2022,Sachsen-Anhalt,69.57,frost_days
2023,Sachsen-Anhalt,60.75,frost_days
2024,Sachsen-Anhalt,49.35,frost_days
2025,Sachsen-Anhalt,83.4,frost_days
1951,Schleswig-Holstein,63.55,frost_days
1952,Schleswig-Holstein,95.43,frost_days
1953,Schleswig-Holstein,65.55,frost_days
1954,Schleswig-Holstein,86.07,frost_days
1955,Schleswig-Holstein,101.55,frost_days
1956,Schleswig-Holstein,95.18,frost_days
1957,Schleswig-Holstein,60.58,frost_days
1958,Schleswig-Holstein,89.61,frost_days
1959,Schleswig-Holstein,66.67,frost_days
1960,Schleswig-Holstein,73.59,frost_days
1961,Schleswig-Holstein,60.22,frost_days
1962,Schleswig-Holstein,81.6,frost_days
1963,Schleswig-Holstein,102.77,frost_days
1964,Schleswig-Holstein,94.02,frost_days
1965,Schleswig-Holstein,88.68,frost_days
1966,Schleswig-Holstein,80.79,frost_days
1967,Schleswig-Holstein,52.07,frost_days
1968,Schleswig-Holstein,81.88,frost_days
1969,Schleswig-Holstein,112.89,frost_days
1970,Schleswig-Holstein,102.15,frost_days
1971,Schleswig-Holstein,62.8,frost_days
1972,Schleswig-Holstein,69.79,frost_days
1973,Schleswig-Holstein,66.4,frost_days
1974,Schleswig-Holstein,30.95,frost_days
1975,Schleswig-Holstein,57.4,frost_days
1976,Schleswig-Holstein,93.6,frost_days
1977,Schleswig-Holstein,63.04,frost_days
1978,Schleswig-Holstein,80.87,frost_days
1979,Schleswig-Holstein,94.09,frost_days
1980,Schleswig-Holstein,102.8,frost_days
1981,Schleswig-Holstein,85.57,frost_days
1982,Schleswig-Holstein,72.63,frost_days
1983,Schleswig-Holstein,66.17,frost_days
1984,Schleswig-Holstein,76.87,frost_days
1985,Schleswig-Holstein,91.87,frost_days
1986,Schleswig-Holstein,78.66,frost_days
1987,Schleswig-Holstein,89.29,frost_days
1988,Schleswig-Holstein,56.87,frost_days
1989,Schleswig-Holstein,47.11,frost_days
1990,Schleswig-Holstein,37.23,frost_days
1991,Schleswig-Holstein,66.78,frost_days
1992,Schleswig-Holstein,46.11,frost_days
1993,Schleswig-Holstein,75.8,frost_days
1994,Schleswig-Holstein,46.63,frost_days
1995,Schleswig-Holstein,77.11,frost_days
1996,Schleswig-Holstein,118.89,frost_days
1997,Schleswig-Holstein,78.38,frost_days
1998,Schleswig-Holstein,54.79,frost_days
1999,Schleswig-Holstein,54.87,frost_days
2000,Schleswig-Holstein,35.28,frost_days
2001,Schleswig-Holstein,81.11,frost_days
2002,Schleswig-Holstein,58.12,frost_days
2003,Schleswig-Holstein,80.05,frost_days
2004,Schleswig-Holstein,65.96,frost_days
2005,Schleswig-Holstein,76.21,frost_days
2006,Schleswig-Holstein,72.21,frost_days
2007,Schleswig-Holstein,37.12,frost_days
2008,Schleswig-Holstein,48.66,frost_days
2009,Schleswig-Holstein,63.56,frost_days
2010,Schleswig-Holstein,111.73,frost_days
2011,Schleswig-Holstein,67.49,frost_days
2012,Schleswig-Holstein,66.97,frost_days
2013,Schleswig-Holstein,89.17,frost_days
2014,Schleswig-Holstein,41.55,frost_days
2015,Schleswig-Holstein,39.61,frost_days
2016,Schleswig-Holstein,67.17,frost_days
2017,Schleswig-Holstein,49.06,frost_days
2018,Schleswig-Holstein,61.77,frost_days
2019,Schleswig-Holstein,48.8,frost_days
2020,Schleswig-Holstein,28.97,frost_days
2021,Schleswig-Holstein,68.28,frost_days
2022,Schleswig-Holstein,48.54,frost_days
2023,Schleswig-Holstein,54.02,frost_days
2024,Schleswig-Holstein,33.63,frost_days
2025,Schleswig-Holstein,59.02,frost_days
1951,Thueringen,99.08,frost_days
1952,Thueringen,118.98,frost_days
1953,Thueringen,101.48,frost_days
1954,Thueringen,107.73,frost_days
1955,Thueringen,124.98,frost_days
1956,Thueringen,116.95,frost_days
1957,Thueringen,92.43,frost_days
1958,Thueringen,102.23,frost_days
1959,Thueringen,99.51,frost_days
1960,Thueringen,90.11,frost_days
1961,Thueringen,77.56,frost_days
1962,Thueringen,117.13,frost_days
1963,Thueringen,117.62,frost_days
1964,Thueringen,108.37,frost_days
1965,Thueringen,113.22,frost_days
1966,Thueringen,92.86,frost_days
1967,Thueringen,88.72,frost_days
1968,Thueringen,113.54,frost_days
1969,Thueringen,124.27,frost_days
1970,Thueringen,112.96,frost_days
1971,Thueringen,99.67,frost_days
1972,Thueringen,104.72,frost_days
1973,Thueringen,120.47,frost_days
1974,Thueringen,66.43,frost_days
1975,Thueringen,91.82,frost_days
1976,Thueringen,109.05,frost_days
1977,Thueringen,81.42,frost_days
1978,Thueringen,101.95,frost_days
1979,Thueringen,114.82,frost_days
1980,Thueringen,112.9,frost_days
1981,Thueringen,112.34,frost_days
1982,Thueringen,100.23,frost_days
1983,Thueringen,95.04,frost_days
1984,Thueringen,110.02,frost_days
1985,Thueringen,119.73,frost_days
1986,Thueringen,96.54,frost_days
1987,Thueringen,108.71,frost_days
1988,Thueringen,89.48,frost_days
1989,Thueringen,81.52,frost_days
1990,Thueringen,75.52,frost_days
1991,Thueringen,109.93,frost_days
1992,Thueringen,89.26,frost_days
1993,Thueringen,102.65,frost_days
1994,Thueringen,75.01,frost_days
1995,Thueringen,105.12,frost_days
1996,Thueringen,125.79,frost_days
1997,Thueringen,99.2,frost_days
1998,Thueringen,81.93,frost_days
1999,Thueringen,79.82,frost_days
2000,Thueringen,62.88,frost_days
2001,Thueringen,93.94,frost_days
2002,Thueringen,76.86,frost_days
2003,Thueringen,110.3,frost_days
2004,Thueringen,98.71,frost_days
2005,Thueringen,101.06,frost_days
2006,Thueringen,95.04,frost_days
2007,Thueringen,73.14,frost_days
2008,Thueringen,87.07,frost_days
2009,Thueringen,94.15,frost_days
2010,Thueringen,120,frost_days
2011,Thueringen,95.69,frost_days
2012,Thueringen,86.31,frost_days
2013,Thueringen,109.45,frost_days
2014,Thueringen,69.15,frost_days
2015,Thueringen,89.11,frost_days
2016,Thueringen,90.83,frost_days
2017,Thueringen,85.85,frost_days
2018,Thueringen,88.28,frost_days
2019,Thueringen,81.43,frost_days
2020,Thueringen,79.69,frost_days
2021,Thueringen,105.72,frost_days
2022,Thueringen,82.02,frost_days
2023,Thueringen,71.03,frost_days
2024,Thueringen,61.99,frost_days
2025,Thueringen,93.87,frost_days
1951,Thueringen/Sachsen-Anhalt,88.72,frost_days
1952,Thueringen/Sachsen-Anhalt,113.92,frost_days
1953,Thueringen/Sachsen-Anhalt,91.33,frost_days
1954,Thueringen/Sachsen-Anhalt,99.92,frost_days
1955,Thueringen/Sachsen-Anhalt,115.71,frost_days
1956,Thueringen/Sachsen-Anhalt,106.87,frost_days
1957,Thueringen/Sachsen-Anhalt,82.47,frost_days
1958,Thueringen/Sachsen-Anhalt,94.78,frost_days
1959,Thueringen/Sachsen-Anhalt,91.15,frost_days
1960,Thueringen/Sachsen-Anhalt,82.31,frost_days
1961,Thueringen/Sachsen-Anhalt,67.87,frost_days
