Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BW;08116;Esslingen;365559;295198;3058;292140;115889;55869;15504;43911;0;27147;33160;0;0;0;0;0;0;0;0;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2485;292713;98033;46645;17076;42155;0;42027;34119;1485;654;2107;2714;708;2038;0;0;0;286;0;0;92;0;576;0;444;484;22;434;0;0;0;285;0;0;329
BW;08117;Göppingen;178409;137585;2115;135470;50892;29730;5994;16420;0;12492;19588;0;0;0;0;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1637;135948;45290;23924;6882;16749;0;17188;19956;801;372;907;1246;344;898;0;0;0;136;0;0;43;0;296;0;187;153;25;221;0;0;0;158;0;0;172
BW;08118;Ludwigsburg;365200;294193;2989;291204;112658;55206;15261;39896;0;27725;34381;0;0;5411;0;0;0;0;0;0;666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2258;291935;96751;48464;17033;40165;0;42127;34667;1388;625;2618;2184;881;1987;0;0;0;316;0;0;82;0;672;0;424;406;29;403;0;0;0;320;0;0;393
BW;08119;Rems-Murr-Kreis;296469;235215;2678;232537;85735;45469;11381;28415;0;29100;30187;0;220;0;0;1661;0;0;0;0;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;233215;76707;37312;12948;28102;0;36152;31891;1428;602;1336;2068;984;1331;0;0;0;179;0;0;48;0;545;0;291;325;31;433;0;0;0;245;0;0;257
BW;08121;Heilbronn, Stadt;77642;56666;804;55862;18155;13217;3061;4930;0;5721;8664;0;0;509;0;325;803;0;0;0;126;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;766;55900;16195;10342;3841;6285;0;7499;9154;235;194;299;332;217;564;0;0;0;88;0;0;33;0;131;0;75;77;6;182;0;0;0;82;0;0;69
BW;08125;Heilbronn;241562;191769;2509;189260;71760;40693;7892;17237;0;17498;28481;0;0;2572;0;885;1364;0;0;0;249;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;2209;189560;62850;32086;9604;20192;0;26186;29824;743;910;1633;1407;722;1374;0;0;0;124;0;0;132;0;461;0;197;209;24;405;0;0;0;259;0;0;218
BW;08126;Hohenlohekreis;82646;63832;674;63158;26746;10929;2661;6896;0;6121;8717;594;0;0;0;422;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;63123;22720;9804;3253;6817;0;8444;9367;308;345;380;433;266;386;0;0;0;24;0;0;22;0;119;0;51;74;13;132;0;0;0;85;0;0;80
BW;08127;Schwäbisch Hall;143139;107928;1226;106702;41971;20477;4653;14572;0;8131;14177;1016;0;0;0;1512;0;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1256;106672;35495;17668;6341;13695;0;13185;15460;562;438;516;639;832;593;0;0;0;97;0;0;30;0;261;0;144;116;23;231;0;0;0;135;0;0;211
BW;08128;Main-Tauber-Kreis;102171;80314;963;79351;37093;13831;4373;5961;0;6012;10814;0;0;0;0;1267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004;79310;31568;12653;4485;7154;0;8897;10765;291;313;651;622;736;480;0;0;0;20;0;0;21;0;173;0;90;70;11;132;0;0;0;93;0;0;85
BW;08135;Heidenheim;94168;71377;1163;70214;29006;16377;4037;7548;0;4231;8469;0;327;0;0;0;0;0;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851;70526;24004;14527;4259;8161;0;7047;9366;309;267;452;571;317;452;0;0;0;71;0;0;36;0;152;0;108;90;70;92;0;0;0;96;0;0;79
BW;08136;Ostalbkreis;231075;178656;2613;176043;83564;34187;9467;16918;0;11337;19442;0;764;0;0;0;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1977;176679;69466;29946;9906;19185;0;19842;21667;683;651;999;1322;411;1039;0;0;0;109;0;0;51;0;303;0;254;218;21;229;0;0;0;192;0;0;185
BW;08211;Baden-Baden, Stadt;38689;29268;361;28907;12600;4943;1440;3735;0;2729;3033;0;0;402;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;304;28964;10796;4571;1778;3835;0;3996;3087;84;38;190;146;45;153;0;0;0;7;0;0;12;0;55;0;37;35;1;38;0;0;0;28;0;0;32
BW;08212;Karlsruhe, Stadt;208868;162139;1633;160506;45821;37924;12155;28268;0;13829;16073;0;0;0;2412;0;2899;0;0;0;250;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;724;1228;160911;44776;27044;15452;29408;0;19251;16741;999;188;600;1595;438;2179;0;0;0;142;0;0;78;0;346;0;442;505;33;263;0;0;0;191;0;0;240
BW;08215;Karlsruhe;323462;257599;3464;254135;105469;48081;11342;26082;0;20902;32678;0;0;4353;1674;0;3167;0;0;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;2868;254731;91012;42541;13686;29169;0;31758;34526;982;574;2487;2627;450;2193;0;0;0;112;0;0;198;0;614;0;375;383;40;355;0;0;0;351;0;0;298
BW;08216;Rastatt;167795;127940;1957;125983;55659;24543;5683;13219;0;8421;15816;0;0;2407;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;1656;126284;48002;21803;6591;13931;0;13851;16614;560;275;1306;986;221;768;0;0;0;53;0;0;99;0;330;0;125;173;26;257;0;0;0;167;0;0;146
BW;08221;Heidelberg, Stadt;99213;80987;630;80357;22064;22210;5673;17099;0;5082;5789;563;0;500;0;0;1266;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468;80519;21524;13996;8401;17610;0;9705;6251;364;50;247;392;186;949;0;0;0;52;0;0;6;0;121;0;139;242;19;75;0;0;0;70;0;0;120
BW;08222;Mannheim, Universitätsstadt;197289;144078;1504;142574;41812;39795;10493;18739;0;9835;17833;0;0;1444;0;0;2337;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1355;142723;38746;30309;12989;18803;0;16050;18309;689;381;826;1552;231;1807;0;0;0;160;0;0;33;0;414;0;395;311;46;240;0;0;0;186;0;0;246
BW;08225;Neckar-Odenwald-Kreis;108705;83025;1153;81872;38438;17018;4049;5129;0;5407;11035;0;0;0;0;796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1110;81915;32640;14522;4422;6488;0;8667;11524;273;341;649;660;366;504;0;0;0;23;0;0;21;0;214;0;100;70;11;191;0;0;0;121;0;0;108
BW;08226;Rhein-Neckar-Kreis;399677;320377;3785;316592;118836;75384;16389;32992;0;23749;38985;611;0;4675;1317;0;3446;0;0;0;85;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;3325;317052;104683;59906;20256;37388;0;39647;40696;1206;992;2779;2908;609;2723;0;0;0;133;0;0;124;0;799;0;428;423;42;486;0;0;0;376;0;0;448
BW;08231;Pforzheim, Stadt;76473;53063;730;52333;17436;9920;2994;4217;0;6569;9867;0;0;0;1234;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;773;52290;15812;8732;3443;4917;0;6798;10099;201;143;280;769;96;404;0;0;0;57;0;0;27;0;102;0;127;53;4;87;0;0;0;72;0;0;67
BW;08235;Calw;111507;87079;966;86113;37482;14422;3986;8127;0;7027;12360;504;0;977;1119;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1015;86064;32465;12288;4520;8853;0;11170;13091;330;299;677;778;253;415;0;0;0;59;0;0;30;0;168;0;158;101;10;193;0;0;0;99;0;0;107
BW;08236;Enzkreis;143104;114914;1274;113640;43040;21691;4736;11799;0;13191;16305;0;0;0;2658;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;1124;113790;38552;18369;5509;12952;0;15845;17008;408;303;858;1767;275;767;0;0;0;59;0;0;83;0;250;0;176;148;12;182;0;0;0;145;0;0;122
BW;08237;Freudenstadt;86514;66384;773;65611;28194;11179;2846;5157;0;7127;9071;465;0;619;889;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843;65541;23865;9544;3239;6136;0;10476;9624;280;197;460;613;198;310;0;0;0;31;0;0;37;0;119;0;84;58;4;130;0;0;0;62;0;0;74
BW;08311;Freiburg im Breisgau, Stadt;156234;126448;972;125476;29827;29765;10898;35640;0;6090;8270;0;0;0;1943;0;2120;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;437;836;125612;30720;22200;16851;29284;0;10993;9103;458;182;359;1275;512;1558;0;0;0;111;0;0;18;0;183;0;718;491;39;191;0;0;0;179;0;0;187
BW;08315;Breisgau-Hochschwarzwald;193133;156005;1636;154369;61177;31181;7866;26203;0;11680;13313;535;0;409;947;297;418;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;186;1412;154593;56194;25729;9634;25079;0;17003;14304;560;260;869;1723;508;1023;0;0;0;54;0;0;40;0;355;0;424;248;13;219;0;0;0;208;0;0;146
BW;08316;Emmendingen;123390;98202;1097;97105;34686;24591;5428;11601;0;8799;8870;0;0;0;1939;1191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1052;97150;34175;17835;6000;14489;0;10215;9740;458;203;639;1307;663;608;0;0;0;41;0;0;20;0;160;0;191;107;7;124;0;0;0;78;0;0;90
BW;08317;Ortenaukreis;315797;238183;3328;234855;107654;43693;11976;27613;0;15928;26024;0;38;136;1241;507;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;3243;234940;87682;39431;12499;30974;0;25741;28243;941;550;2033;2326;710;1354;0;0;0;66;0;0;70;0;554;0;342;263;37;448;0;0;0;328;0;0;348
BW;08325;Rottweil;103246;79309;971;78338;34302;11739;2891;7934;0;7694;10246;0;0;1104;0;1471;0;0;0;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;78315;29924;11412;3496;7937;0;10671;10820;264;274;779;447;880;396;0;0;0;22;0;0;23;0;404;0;92;66;8;228;0;0;0;83;0;0;89
BW;08326;Schwarzwald-Baar-Kreis;149692;113151;1459;111692;52220;18392;4898;10791;0;9579;13101;0;707;1269;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;1419;111732;41772;17215;6108;13676;0;13734;14306;421;558;885;949;271;644;0;0;0;97;0;0;31;0;294;0;140;109;23;214;0;0;0;141;0;0;144
BW;08327;Tuttlingen;95981;72692;1000;71692;30256;12116;2934;6365;0;8561;9297;0;0;765;0;343;0;0;0;0;0;0;0;0;1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957;71735;27136;10488;3645;7392;0;9657;10122;303;253;639;446;223;392;0;0;0;27;0;0;21;0;471;0;121;96;20;109;0;0;0;95;0;0;79
BW;08335;Konstanz;205135;158861;1752;157109;70355;26396;11003;21052;0;11425;15006;0;0;0;0;0;1552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;1478;157383;52194;24529;11306;25202;0;20758;16215;639;337;988;1473;456;1354;0;0;0;82;0;0;39;0;346;0;374;303;25;357;0;0;0;194;0;0;212
BW;08336;Lörrach;163239;122931;1286;121645;47405;26309;5974;18162;0;10141;12069;1423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;1234;121697;41611;22249;7426;18255;0;13267;13209;613;315;860;1032;328;847;0;0;0;140;0;0;41;0;327;0;397;180;19;243;0;0;0;182;0;0;156
BW;08337;Waldshut;119716;89464;1004;88460;37523;22900;4055;8384;0;5308;8574;0;0;1005;0;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998;88466;35477;14645;4524;11240;0;9558;9245;306;228;824;748;371;446;0;0;0;16;0;0;26;0;191;0;146;105;8;144;0;0;0;126;0;0;92
BW;08415;Reutlingen;199934;157642;1839;155803;63494;23397;9711;22309;0;15533;18702;0;0;0;0;0;1539;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874;1583;156059;53873;23321;9543;21695;0;21425;20171;639;362;856;1047;459;1141;0;0;0;154;0;0;45;0;318;0;216;209;25;206;0;0;0;164;0;0;190
BW;08416;Tübingen;160138;132248;1212;131036;44852;22754;12361;27551;0;10177;9797;0;0;0;0;0;2007;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;994;131254;39529;20620;13510;25583;0;15081;11593;573;232;586;776;573;1148;0;0;0;110;0;0;25;0;189;0;249;347;51;168;0;0;0;120;0;0;191
BW;08417;Zollernalbkreis;138802;104584;1775;102809;43630;16040;5099;12566;0;9853;14622;0;0;0;0;0;286;0;0;0;412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;1450;103134;36517;15641;5613;11281;0;14520;15030;498;376;731;871;247;585;0;0;0;172;0;0;30;0;278;0;177;103;8;193;0;0;0;150;0;0;113
BW;08421;Ulm, Universitätsstadt;83048;64864;677;64187;22067;15177;3948;9693;0;5636;5946;1586;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;64382;19870;11269;4910;10950;0;7621;6542;551;112;362;508;211;649;0;0;0;52;0;0;15;0;125;0;164;123;10;148;0;0;0;84;0;0;106
BW;08425;Alb-Donau-Kreis;139625;112596;1339;111257;52782;20279;4157;11297;0;8537;12788;1251;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1115;111481;45118;16620;5066;13210;0;12656;13890;497;387;913;904;461;609;0;0;0;50;0;0;29;0;260;0;145;151;9;222;0;0;0;133;0;0;151
BW;08426;Biberach;145848;115131;1411;113720;50077;19659;4275;15426;0;8579;12953;0;0;1296;0;1455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1263;113868;48968;14575;5214;12742;0;12610;14370;554;359;1005;804;969;560;0;0;0;33;0;0;30;0;266;0;171;109;14;213;0;0;0;169;0;0;133
BW;08435;Bodenseekreis;157226;125646;1219;124427;50471;22945;6626;17555;0;11179;12756;0;0;1224;0;1347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;1053;124593;45851;17834;7683;18476;0;16669;12825;424;226;904;837;694;747;0;0;0;56;0;0;40;0;228;0;255;188;16;243;0;0;0;217;0;0;180
BW;08436;Ravensburg;208135;162736;1717;161019;63518;20333;8492;31379;0;15868;15355;0;0;2365;0;2752;0;0;0;0;131;0;0;0;0;0;0;0;0;0;652;0;0;0;0;0;0;0;0;0;0;174;1542;161194;63458;21380;9672;23757;0;18152;16767;551;299;1492;1126;1829;828;0;0;0;59;0;0;50;0;316;0;307;187;21;248;0;0;0;507;0;0;188
BW;08437;Sigmaringen;96692;74017;1115;72902;35352;9753;3411;8825;0;5989;9197;0;0;114;0;65;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;910;73107;29643;9537;3667;8994;0;8796;9417;272;276;556;611;219;343;0;0;0;35;0;0;22;0;172;0;109;64;7;131;0;0;0;129;0;0;107
BY;09161;Ingolstadt, Stadt;91076;65044;630;64414;0;9550;4272;5196;28083;4028;8680;0;0;2113;0;1058;823;566;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461;64583;0;9233;4475;5615;23752;7040;9890;307;159;1313;498;666;562;456;0;0;30;10;0;0;0;0;0;76;96;8;101;0;0;0;0;0;92;204
BY;09162;München, Landeshauptstadt;923612;724991;4709;720282;0;168845;48186;105732;243974;65821;52811;0;0;12228;0;11298;4603;5438;0;0;324;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;2850;722141;0;116764;59758;124365;216444;102643;60414;3053;607;7918;5911;6073;6644;3779;0;0;289;202;0;0;0;0;0;1521;2457;184;1035;0;0;0;0;0;669;1411
BY;09163;Rosenheim, Stadt;41335;30666;299;30367;0;4924;1457;3054;12381;2238;4241;249;0;690;0;513;0;572;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;30453;0;4138;1929;3482;10799;3354;4474;140;51;524;275;307;256;408;0;0;18;25;0;0;0;0;0;38;51;13;63;0;0;0;0;0;43;65
BY;09171;Altötting;82790;61970;594;61376;0;8433;3261;3436;33942;2982;7431;0;0;0;0;1408;0;0;0;0;0;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448;61522;0;8228;3606;4182;27349;5154;8373;182;131;1452;501;695;431;752;0;0;10;86;0;0;0;0;0;41;76;5;118;0;0;0;0;0;74;76
BY;09172;Berchtesgadener Land;74656;56622;577;56045;0;8884;2644;3731;28028;3632;6477;0;0;0;0;1448;0;1201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;56192;0;6458;2928;4652;25337;5137;7376;159;115;1443;467;601;260;820;0;0;3;11;0;0;0;0;0;47;79;9;131;0;0;0;0;0;62;97
BY;09173;Bad Tölz-Wolfratshausen;92461;73836;776;73060;0;8460;4623;9483;33621;5853;7518;0;0;0;0;0;0;3502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;73351;0;8068;3944;7685;30207;8557;8740;266;94;1926;609;619;378;1618;0;0;15;15;0;0;0;0;0;116;134;7;145;0;0;0;0;0;90;118
BY;09174;Dachau;104757;85392;695;84697;0;14588;3308;6662;38655;5769;9208;0;0;2784;0;1463;0;1762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;444;84948;0;11130;3997;8163;35667;9028;10471;275;142;2175;794;890;508;1060;0;0;22;9;0;0;0;0;0;92;150;10;125;0;0;0;0;0;99;141
BY;09175;Ebersberg;98996;83221;526;82695;0;13473;3308;9126;39462;6817;7321;0;0;0;0;1662;0;1526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;82880;0;10644;4375;10316;31795;10906;8573;295;114;1852;779;874;539;1119;0;0;6;11;0;0;0;0;0;100;191;17;135;0;0;0;0;0;96;143
BY;09176;Eichstätt;97698;80271;641;79630;0;10234;3084;4434;42428;3468;9708;0;0;3133;0;1265;618;1204;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;79774;0;10503;3597;5270;35401;6704;11760;214;246;2687;517;841;474;1036;0;0;21;11;0;0;0;0;0;58;74;7;112;0;0;0;0;0;109;132
BY;09177;Erding;99202;80136;583;79553;0;10658;3110;7481;38750;5072;9368;0;0;0;0;2756;0;2358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;79722;0;9299;3977;7452;31730;8501;10793;326;154;2817;773;1180;607;1525;0;0;15;12;0;0;0;0;0;83;107;2;125;0;0;0;0;0;101;143
BY;09178;Freising;121069;97586;738;96848;0;13633;5593;10893;38294;6808;10979;0;0;7714;0;2008;0;926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;97073;0;11913;5586;11713;35721;10707;11985;435;199;4179;984;1070;874;868;0;0;18;13;0;0;0;0;0;114;196;9;189;0;0;0;0;0;125;175
BY;09179;Fürstenfeldbruck;154694;127489;938;126551;0;25758;5327;12773;52653;9698;12312;232;0;3576;0;1835;0;1547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840;552;126937;0;18493;6856;15298;48042;15715;13819;463;184;2685;1180;1067;942;1051;0;0;26;14;0;0;0;0;0;223;238;22;242;0;0;0;0;0;149;228
BY;09180;Garmisch-Partenkirchen;65566;52257;478;51779;0;6858;1982;3984;27250;3779;5188;0;0;0;0;1592;0;1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;51981;0;4815;2453;4585;23739;5850;6572;115;67;1127;457;762;221;824;0;0;4;5;0;0;0;0;0;65;63;5;100;0;0;0;0;0;64;88
BY;09181;Landsberg am Lech;89756;73424;611;72813;0;10400;3123;8353;33326;5033;7101;573;0;1801;0;1868;0;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;364;73060;0;8889;4158;9075;29073;8361;7968;236;132;1377;682;906;491;998;0;0;9;8;0;0;0;0;0;148;145;11;167;0;0;0;0;0;80;146
BY;09182;Miesbach;73066;58776;582;58194;0;6332;2299;8303;28844;4849;5507;0;0;0;0;0;0;2060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;58466;0;6389;2542;5920;24579;7786;6651;146;119;1533;533;444;251;1092;0;0;4;7;0;0;0;0;0;66;142;3;114;0;0;0;0;0;68;77
BY;09183;Mühldorf a.Inn;85431;64816;654;64162;0;7046;2799;4148;34493;4088;9055;0;0;0;0;2229;0;0;0;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;64388;0;7283;3053;4426;28068;6055;9957;240;164;1720;577;990;383;966;0;0;3;50;0;0;0;0;0;89;51;4;98;0;0;0;0;0;102;109
BY;09184;München;235172;197265;1129;196136;0;31943;7708;26890;85347;18312;16458;0;0;6250;0;3228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;196365;0;27490;9996;24837;73189;30054;18470;742;184;3705;1903;1630;1295;1276;0;0;26;28;0;0;0;0;0;268;423;30;266;0;0;0;0;0;255;298
BY;09185;Neuburg-Schrobenhausen;71702;55793;475;55318;0;7123;2109;2997;28230;2969;7490;0;0;2783;0;488;418;690;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;55420;0;6717;2440;3450;24858;4968;8351;182;153;2195;398;348;345;651;0;0;13;3;0;0;0;0;0;46;47;5;90;0;0;0;0;0;67;93
BY;09186;Pfaffenhofen a.d.Ilm;92806;72012;573;71439;0;9175;3024;5434;32893;5437;10085;0;0;3228;0;1087;0;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;71627;0;9087;3238;5193;30154;7043;10865;261;248;2264;673;635;506;904;0;0;14;3;0;0;0;0;0;89;108;8;142;0;0;0;0;0;76;116
BY;09187;Rosenheim;193835;155826;1245;154581;0;16966;5579;14253;72600;11512;19747;824;0;5487;0;3540;0;3923;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;155004;0;16829;7520;15089;64379;16957;21223;462;234;3902;1368;1850;785;3017;0;0;18;62;0;0;0;0;0;239;271;37;316;0;0;0;0;0;184;262
BY;09188;Starnberg;96546;81477;559;80918;0;14016;2924;10320;31916;10054;6338;1219;0;1985;0;971;0;914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;309;81168;0;9749;4216;11461;30351;13851;7136;263;79;1171;648;547;401;629;0;0;12;14;0;0;0;0;0;146;153;4;135;0;0;0;0;0;69;133
BY;09189;Traunstein;133810;103993;813;103180;0;16775;4500;9241;52028;5402;9799;0;0;0;0;2089;0;3346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;103377;0;12458;5580;10028;45859;9477;11815;284;234;2368;745;1089;529;2104;0;0;13;11;0;0;0;0;0;128;150;13;230;0;0;0;0;0;122;140
BY;09190;Weilheim-Schongau;101593;82076;817;81259;0;12864;4247;8082;36534;5591;8195;0;0;0;0;3037;0;2709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;81586;0;10587;4761;8168;33515;8059;9573;237;160;1749;729;1383;503;1401;0;0;18;9;0;0;0;0;0;121;141;10;192;0;0;0;0;0;98;172
BY;09261;Landshut, Stadt;49285;36990;485;36505;0;5829;1819;3783;12913;4079;4198;0;0;2690;0;730;0;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;36605;0;5030;2351;3912;12864;4670;4751;154;61;1196;351;328;284;294;0;0;6;4;0;0;0;0;0;71;92;8;54;0;0;0;0;0;58;66
