Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NI;03404;Osnabrück, Stadt;123090;93416;1801;91615;33648;29561;8734;10333;0;8656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606;92810;29701;22230;9232;13094;0;9243;5769;519;124;210;614;133;1050;0;0;0;21;0;0;0;0;0;0;284;207;56;160;0;0;0;0;0;0;163
NI;03405;Wilhelmshaven, Stadt;62279;43882;635;43247;12897;16255;3186;2594;0;2514;4293;0;0;634;0;0;784;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;43328;12962;13015;3756;3107;0;3904;4613;128;132;430;464;32;525;0;0;0;40;0;0;0;0;0;0;59;45;15;57;0;0;0;0;0;0;44
NI;03451;Ammerland;97201;75417;764;74653;25987;27015;3731;6645;0;4973;5349;0;0;594;0;359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;74874;26524;19924;4792;6709;0;8622;5947;225;161;308;621;202;471;0;0;0;18;0;0;0;0;0;0;84;87;13;91;0;0;0;0;0;0;75
NI;03452;Aurich;153214;115289;2448;112841;32631;54995;7009;8046;0;5561;0;1782;0;2728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;1328;113961;33448;42984;7444;8192;0;8151;10170;440;288;618;942;62;730;0;0;0;18;0;0;0;0;0;0;146;87;17;95;0;0;0;0;0;0;129
NI;03453;Cloppenburg;119275;86814;868;85946;49372;17132;3547;3598;0;4319;7533;0;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;86177;45241;16070;3958;3806;0;7558;7808;191;183;245;429;44;351;0;0;0;10;0;0;0;0;0;0;53;49;9;102;0;0;0;0;0;0;70
NI;03454;Emsland;237596;184053;1228;182825;106944;38959;6825;7764;0;10632;10720;0;0;0;0;0;981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;182983;96251;37073;8040;9974;0;16343;11529;399;330;329;960;114;1020;0;0;0;35;0;0;0;0;0;0;149;139;11;161;0;0;0;0;0;0;126
NI;03455;Friesland;81078;61620;758;60862;19652;24742;3404;3511;0;3871;4460;0;0;445;0;0;709;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;641;60979;20099;18674;4108;4797;0;6135;5013;164;150;324;658;38;488;0;0;0;39;0;0;0;0;0;0;73;47;11;79;0;0;0;0;0;0;82
NI;03456;Grafschaft Bentheim;97190;75008;531;74477;35897;23995;2931;3922;0;3760;3547;0;0;0;0;0;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;74582;33347;20899;3607;4660;0;6610;3918;149;93;102;389;159;420;0;0;0;10;0;0;0;0;0;0;46;52;21;50;0;0;0;0;0;0;50
NI;03457;Leer;130599;97092;981;96111;40380;33112;4783;5469;0;3455;8069;0;0;0;0;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853;96239;32885;32205;5979;6427;0;6857;8874;328;283;253;775;92;903;0;0;0;20;0;0;0;0;0;0;100;90;16;79;0;0;0;0;0;0;73
NI;03458;Oldenburg;100619;79306;724;78582;28310;23169;4483;6549;0;8863;6191;0;0;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487;78819;27808;19696;5192;7113;0;9149;7019;254;153;599;671;71;611;0;0;0;17;0;0;0;0;0;0;122;76;14;130;0;0;0;0;0;0;124
NI;03459;Osnabrück;272761;209993;2124;207869;94916;60156;11695;16388;0;14273;9934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;0;0;0;0;0;0;228;0;0;0;0;0;0;0;0;1439;208554;85013;53635;12683;17605;0;19669;14670;673;409;515;1277;159;1213;0;0;0;26;0;0;0;0;0;0;323;197;50;240;0;0;0;0;0;0;197
NI;03460;Vechta;100767;76855;682;76173;44173;15865;3093;3436;0;3987;5150;0;0;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516;76339;41060;12800;3187;4401;0;7740;5337;190;125;285;374;66;517;0;0;0;11;0;0;0;0;0;0;38;56;9;79;0;0;0;0;0;0;64
NI;03461;Wesermarsch;70015;50780;661;50119;17046;18167;2813;4131;0;3577;3887;0;0;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;50309;16581;16237;3236;3802;0;4607;4188;163;164;250;416;37;359;0;0;0;17;0;0;0;0;0;0;59;39;12;92;0;0;0;0;0;0;50
NI;03462;Wittmund;45987;33651;417;33234;11988;13507;1537;1437;0;1689;2639;0;0;157;0;0;256;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;33289;12037;10518;1874;2080;0;2919;2864;85;107;126;301;20;203;0;0;0;14;0;0;0;0;0;0;43;29;4;41;0;0;0;0;0;0;24
HB;04011;Bremen, Stadt;393286;284098;4022;280076;68444;86886;33861;30031;0;27001;25035;0;246;657;0;0;6939;0;0;0;447;0;0;0;0;0;0;0;0;0;529;0;0;0;0;0;0;0;0;0;0;0;2812;281286;70450;73173;38787;32731;0;27189;26851;1594;585;967;0;0;4775;0;0;0;226;0;0;0;0;0;0;1689;0;164;504;0;0;0;716;0;0;885
HB;04012;Bremerhaven, Stadt;80865;51821;854;50967;12831;18233;5544;3355;0;3456;5900;0;241;282;0;0;814;0;0;0;53;0;0;0;0;0;0;0;0;0;258;0;0;0;0;0;0;0;0;0;0;0;784;51037;12959;15771;5842;4002;0;3867;6393;364;278;227;0;0;736;0;0;0;47;0;0;0;0;0;0;115;0;10;103;0;0;0;189;0;0;134
NW;05111;Düsseldorf, Stadt;413939;316546;3331;313215;117223;80630;31110;26186;0;34993;22442;0;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2090;314456;95658;66711;28786;31527;0;55217;24997;1248;450;681;2122;264;3006;0;217;0;237;0;23;0;973;0;0;394;597;88;343;0;0;0;0;267;250;400
NW;05112;Duisburg, Stadt;328202;225342;6266;219076;60575;80254;17031;11270;0;15343;30291;2012;0;0;0;0;0;0;0;0;885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1415;3934;221408;53576;72620;18915;12337;0;20860;29343;1405;1033;556;2178;167;2291;0;209;0;422;0;39;0;4019;0;0;226;244;85;245;0;0;0;0;138;234;266
NW;05113;Essen, Stadt;419680;310235;3480;306755;99222;104579;21238;20495;0;23315;35620;0;0;0;0;0;0;0;0;0;561;0;0;0;0;0;420;0;0;0;0;0;0;0;0;130;0;0;0;0;0;1175;2532;307703;84119;87154;25249;23468;0;38675;35155;1298;788;640;2930;323;3443;0;325;0;370;0;25;0;1494;0;0;339;498;204;279;0;0;0;0;200;324;403
NW;05114;Krefeld, Stadt;163278;116789;1579;115210;43505;34008;7170;7742;0;11031;8865;473;0;0;0;0;2226;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;115709;36907;28787;9393;8968;0;16920;9569;546;254;267;857;100;1319;0;97;0;96;0;5;0;869;0;0;183;131;34;147;0;0;0;0;44;99;117
NW;05116;Mönchengladbach, Stadt;190552;132006;1563;130443;57766;31766;8921;7814;0;10225;11910;0;0;0;0;0;1956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;1170;130836;46786;30547;9627;8169;0;17946;12373;582;350;279;1100;110;1280;0;126;0;85;0;6;0;613;0;0;130;142;22;111;0;0;0;0;91;118;243
NW;05117;Mülheim an der Ruhr, Stadt;124310;96328;1161;95167;30302;32077;6373;6552;0;9260;10060;0;0;0;0;0;0;0;0;0;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;756;95572;27160;27003;7395;7055;0;13313;10119;384;158;165;811;74;806;0;74;0;113;0;23;0;375;0;0;83;102;35;81;0;0;0;0;53;69;121
NW;05119;Oberhausen, Stadt;152264;109648;1626;108022;30956;42098;8352;5362;0;6657;13945;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451;0;0;0;0;0;0;1117;108531;28171;36209;8978;5678;0;10346;14226;602;403;257;1088;114;1000;0;128;0;112;0;15;0;604;0;0;99;105;22;86;0;0;0;0;72;104;112
NW;05120;Remscheid, Stadt;77247;55557;859;54698;21466;16631;3220;2929;0;3938;5470;0;0;0;0;0;961;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;580;54977;17467;14226;3991;3479;0;7350;5847;265;130;122;452;55;495;0;44;0;21;0;5;0;688;0;0;50;41;8;89;0;0;0;0;38;65;49
NW;05122;Solingen, Klingenstadt;112624;81991;1124;80867;30460;25415;5307;4645;0;6328;7442;0;0;0;0;0;1105;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769;81222;25465;20151;6609;6076;0;11710;7874;409;157;155;660;86;657;0;77;0;69;0;11;0;498;0;0;91;102;9;119;0;0;0;0;53;83;101
NW;05124;Wuppertal, Stadt;241103;176421;2218;174203;53759;54474;14698;12816;0;15192;18730;1407;0;0;0;0;2873;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584;174837;47727;45062;18189;14925;0;22324;18931;939;423;374;1484;206;1683;0;154;0;210;0;14;0;844;0;0;227;270;50;293;0;0;0;0;162;160;186
NW;05154;Kleve;226096;169057;1674;167383;75375;51197;7096;8230;0;12692;11019;0;0;1606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;1399;167658;69700;39316;9366;10098;0;22687;11621;560;330;614;1170;157;969;0;125;0;63;0;5;0;56;0;0;135;165;15;120;0;0;0;0;73;142;171
NW;05158;Mettmann;368473;285811;3275;282536;119451;78287;15472;18581;0;23997;25249;1451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2206;283605;94727;67088;18674;20395;0;45448;26979;1337;518;638;2480;298;1893;0;270;0;132;0;30;0;1064;0;0;245;299;37;307;0;0;0;0;163;276;307
NW;05162;Rhein-Kreis Neuss;334133;257790;2592;255198;115620;65819;12493;14921;0;23561;20128;0;0;1508;0;0;1078;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1919;255871;94615;56021;14876;16283;0;43062;21918;1063;490;775;1886;278;1853;0;203;0;109;0;18;0;973;0;0;225;327;36;217;0;0;0;0;141;201;301
NW;05166;Viersen;227423;173280;1690;171590;82165;42932;8747;11478;0;14233;12035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1262;172018;65475;38368;10342;11591;0;27576;12841;712;366;433;1446;149;1207;0;138;0;52;0;9;0;363;0;0;151;185;29;162;0;0;0;0;96;163;164
NW;05170;Wesel;357666;275618;3184;272434;98548;93822;16545;15421;0;20665;25039;960;0;0;0;0;850;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;2275;273343;85860;81978;19553;16803;0;32747;26349;1268;618;686;2114;212;2039;0;256;0;234;0;25;0;1182;0;0;223;253;31;270;0;0;0;0;111;277;254
NW;05314;Bonn, Stadt;227583;180439;1498;178941;57330;62377;10193;15056;0;18724;10882;857;0;806;0;0;2617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;1231;179208;53334;36119;17133;25197;0;28113;13136;663;147;412;684;253;1950;0;107;0;81;0;22;0;325;0;0;312;431;30;206;0;0;0;0;211;69;273
NW;05315;Köln, Stadt;732825;555837;4989;550848;171284;169537;47432;66903;0;43646;37843;0;0;0;0;0;12994;0;0;0;1078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;3649;552188;145657;126988;63324;74849;0;76122;40019;2405;653;1198;3775;655;7449;0;448;0;472;0;59;0;3095;0;0;968;1610;124;537;0;0;0;0;550;440;791
NW;05316;Leverkusen, Stadt;116593;87628;901;86727;29434;33663;4031;3691;0;5535;7823;0;0;0;0;0;1686;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;871;86757;26748;23683;6449;6026;0;11274;8936;396;232;216;662;75;954;0;113;0;101;0;9;0;388;0;0;67;103;13;90;0;0;0;0;52;78;92
NW;05334;Städteregion Aachen;407521;313773;3240;310533;109416;108444;21067;20886;0;21270;22931;4088;0;0;0;2431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2365;311408;91483;95202;24564;26354;0;39008;23124;1644;572;602;1972;1096;2412;0;200;0;98;0;23;0;1110;0;0;317;555;43;276;0;0;0;0;269;180;304
NW;05358;Düren;199675;151595;1757;149838;62711;47543;6611;8235;0;8788;13404;1420;0;1126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1461;150134;52412;43816;8809;8198;0;17155;14432;789;411;500;1293;142;844;0;170;0;32;0;9;0;392;0;0;112;133;27;117;0;0;0;0;69;143;129
NW;05362;Rhein-Erft-Kreis;345328;266404;3002;263402;103894;80866;13115;14959;0;23953;23980;2306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;2204;264200;88179;68410;16296;18331;0;38057;25350;1326;591;750;2169;181;1843;0;314;0;72;0;25;0;850;0;0;247;287;30;227;0;0;0;0;164;236;265
NW;05366;Euskirchen;150407;112897;1385;111512;49806;26518;6310;6084;0;12011;10783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;111864;41988;25102;6499;6642;0;16751;11066;372;287;365;1043;126;676;0;143;0;28;0;3;0;63;0;0;124;118;14;128;0;0;0;0;56;137;133
NW;05370;Heinsberg;190051;142330;1726;140604;64121;39301;6424;6964;0;9334;11652;1272;0;1536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1440;140890;55605;36421;7909;7281;0;16111;12313;669;457;737;1179;123;805;0;137;0;46;0;8;0;368;0;0;100;149;8;119;0;0;0;0;61;134;150
NW;05374;Oberbergischer Kreis;208418;156593;1962;154631;67603;41305;7999;9489;0;12123;15648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464;1559;155034;56567;35078;9887;9995;0;21353;16413;640;328;386;1238;253;1099;0;204;0;52;0;9;0;531;0;0;153;186;16;232;0;0;0;0;91;175;148
NW;05378;Rheinisch-Bergischer Kreis;217425;174420;2180;172240;68948;42098;8409;11846;0;27049;12476;0;0;1414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1891;172529;61423;36221;11042;15581;0;28787;13777;505;225;802;1286;231;1173;0;142;0;43;0;10;0;296;0;0;187;205;17;175;0;0;0;0;97;132;172
NW;05382;Rhein-Sieg-Kreis;453435;358808;5347;353461;160428;89234;24227;25405;0;33259;14592;0;0;0;0;0;0;0;6316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2888;355920;123759;75505;24154;28949;0;57409;33463;1367;546;966;2630;449;2878;0;967;0;115;0;15;0;533;0;0;432;450;33;356;0;0;0;0;225;304;415
NW;05512;Bottrop, Stadt;88352;66367;831;65536;20060;26155;4077;3034;0;3890;7842;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;65788;18476;21388;4719;3161;0;6826;8244;278;195;135;595;277;481;0;52;0;62;0;7;0;408;0;0;48;46;218;36;0;0;0;0;29;51;56
NW;05513;Gelsenkirchen, Stadt;175210;119414;1993;117421;29768;45017;7614;5444;0;7864;19836;0;0;1276;0;0;0;0;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1348;118066;26452;39524;8703;5489;0;10834;20113;550;417;461;1273;109;1010;0;132;0;384;0;24;0;1904;0;0;115;100;39;86;0;0;0;0;75;163;109
NW;05515;Münster, Stadt;232294;191090;1236;189854;70606;54778;13024;24248;0;13219;8569;1003;0;0;0;1027;2722;0;0;0;107;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;964;190126;62276;39714;19287;27739;0;25684;9393;712;111;246;781;641;1935;0;110;0;64;0;8;0;137;0;0;218;337;66;192;0;0;0;0;158;95;222
NW;05554;Borken;278058;217143;2925;214218;113493;52944;9591;13231;0;18105;3672;0;0;3182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1471;215672;101248;46112;9429;12249;0;28147;13236;646;295;668;1027;185;1013;0;140;0;73;0;15;0;340;0;0;97;139;29;160;0;0;0;0;103;174;147
NW;05558;Coesfeld;172726;140110;2199;137911;70824;32555;8652;11116;0;14764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;877;139233;61149;29430;7483;10234;0;18926;8658;446;215;221;767;158;728;0;104;0;30;0;6;0;41;0;0;75;143;14;109;0;0;0;0;57;133;106
NW;05562;Recklinghausen;473084;350228;7516;342712;115048;132249;24973;15930;0;28471;23867;0;0;0;0;0;0;0;0;0;1847;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3108;347120;102678;108671;23744;18408;0;36348;42630;1596;894;844;3029;245;2631;0;420;0;388;0;19;0;2650;0;0;270;285;158;369;0;0;0;0;160;376;307
NW;05566;Steinfurt;339903;264853;2473;262380;123113;75544;14377;16804;0;16157;15123;0;0;1124;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1915;262938;104760;68223;16147;18572;0;31196;17068;945;432;701;1369;231;1593;0;124;0;97;0;18;0;347;0;0;202;193;31;214;0;0;0;0;105;197;173
NW;05570;Warendorf;209604;163531;1945;161586;75017;45094;7738;8968;0;11291;11078;0;0;0;0;0;1886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;1387;162144;65357;38992;8997;10815;0;21175;12025;538;271;472;808;153;1056;0;142;0;30;0;13;0;622;0;0;102;90;12;153;0;0;0;0;69;119;133
NW;05711;Bielefeld, Stadt;237576;179272;2012;177260;54163;58701;15999;17056;0;13065;14583;0;0;0;0;0;3405;0;0;0;288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;177777;48916;45103;19943;19748;0;20524;15987;909;277;366;1059;192;2116;0;135;0;142;0;27;0;1026;0;0;253;288;46;230;0;0;0;0;122;134;234
NW;05754;Gütersloh;263215;199263;2367;196896;91461;54794;8700;11475;0;12871;15952;155;0;1415;0;0;68;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1908;197355;75432;45035;12033;15620;0;25864;17199;697;366;745;1130;254;1232;0;172;0;47;0;11;0;501;0;0;157;147;23;215;0;0;0;0;84;188;203
NW;05758;Herford;191877;141608;1764;139844;49607;51836;7810;7086;0;7736;14085;0;0;1684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1353;140255;44102;40738;9753;9627;0;15845;15283;537;288;856;1032;112;836;0;120;0;65;0;7;0;379;0;0;92;108;14;134;0;0;0;0;67;122;138
NW;05762;Höxter;112543;86265;1020;85245;43769;19475;3974;4079;0;5480;7338;0;0;534;0;596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;85418;36255;18910;4762;4615;0;10808;7624;292;185;286;460;210;460;0;58;0;11;0;7;0;96;0;0;76;44;7;68;0;0;0;0;22;86;76
NW;05766;Lippe;268984;202556;2670;199886;72667;63644;11620;12992;0;16023;20110;0;0;2555;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2246;200310;62898;55637;13825;14448;0;24651;21720;864;429;1343;1375;259;1283;0;183;0;58;0;11;0;300;0;0;199;132;26;263;0;0;0;0;89;159;158
NW;05770;Minden-Lübbecke;241302;178237;1959;176278;63021;65237;9405;8730;0;12250;17344;0;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1772;176465;58052;51168;11268;11483;0;20206;18644;729;347;564;1137;178;1218;0;181;0;56;0;5;0;257;0;0;189;140;28;181;0;0;0;0;85;163;186
NW;05774;Paderborn;229056;171804;1660;170144;91163;33516;8926;10305;0;9188;15380;1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1396;170408;69450;31904;11433;12628;0;22800;16893;741;269;420;962;198;1167;0;158;0;39;0;13;0;267;0;0;153;179;9;277;0;0;0;0;106;145;197
NW;05911;Bochum, Stadt;273708;206104;2644;203460;55601;77513;19755;14947;0;14102;20909;0;0;0;0;0;0;0;0;0;633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1756;204348;50808;62661;20703;17130;0;21821;21364;1029;609;440;1995;261;2463;0;180;0;249;0;17;0;1071;0;0;300;316;55;206;0;0;0;0;174;229;267
NW;05913;Dortmund, Stadt;414616;299931;3516;296415;84161;115028;24116;20328;0;18094;29718;2091;0;2517;0;0;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2592;297339;72789;92937;28430;24892;0;32596;30707;1876;916;964;2601;273;3669;0;304;0;292;0;33;0;1868;0;0;392;469;109;289;0;0;0;0;217;336;380
NW;05914;Hagen, Stadt der FernUniversität;132850;93998;1170;92828;26424;37236;5022;3237;0;7038;11406;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2266;828;93170;26297;27565;6948;4966;0;11050;11965;451;307;221;1016;97;742;0;131;0;123;0;7;0;699;0;0;69;85;27;113;0;0;0;0;77;118;96
NW;05915;Hamm, Stadt;126462;91617;1026;90591;32432;32719;5426;3616;0;5323;9403;1051;0;621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;890;90727;27760;28500;6473;4761;0;9341;10105;496;279;283;684;56;616;0;83;0;42;0;10;0;741;0;0;75;75;14;77;0;0;0;0;42;114;100
NW;05916;Herne, Stadt;111999;78811;1510;77301;18533;32814;5771;3982;0;5269;10665;0;0;0;0;0;0;0;0;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;965;77846;18401;26894;6110;4146;0;7188;10827;524;309;183;858;50;695;0;93;0;119;0;24;0;939;0;0;78;83;13;71;0;0;0;0;52;106;83
NW;05954;Ennepe-Ruhr-Kreis;253040;193678;3831;189847;62797;70303;13827;14053;0;18864;5310;3565;0;0;0;0;0;0;0;0;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;1630;192048;53959;56750;14887;14849;0;24942;18847;1113;414;480;1756;240;1618;0;194;0;209;0;17;0;577;0;0;214;249;60;173;0;0;0;0;107;194;199
NW;05958;Hochsauerlandkreis;202768;154014;1399;152615;73185;41047;6452;6476;0;12893;11115;0;0;1447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;152814;63651;34865;8183;7198;0;21919;12216;530;324;841;930;139;906;0;141;0;47;0;2;0;268;0;0;100;98;13;119;0;0;0;0;47;156;121
NW;05962;Märkischer Kreis;304554;219478;4391;215087;83430;77028;15407;8073;0;21786;7564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1799;1949;217529;73881;56694;14195;10792;0;29128;24512;940;603;622;1827;362;1345;0;276;0;81;0;19;0;1078;0;0;189;202;30;220;0;0;0;0;92;271;170
NW;05966;Olpe;102708;78538;772;77766;42442;17561;2903;2453;0;6665;5742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556;77982;36574;15768;3437;3134;0;10958;6023;295;166;170;410;91;414;0;51;0;15;0;8;0;133;0;0;42;64;12;52;0;0;0;0;28;69;68
NW;05970;Siegen-Wittgenstein;212912;162306;1605;160701;64484;48560;9554;6885;0;11742;15728;0;0;0;0;1002;2190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556;1347;160959;54648;42551;12624;8857;0;19125;17154;566;411;410;1116;578;1442;0;145;0;41;0;7;0;492;0;0;122;131;33;142;0;0;0;0;93;130;141
