state,area_nr.x,area_name,total_n,germans_n,pop_move_prop,pop_migr_background_prop,income,unemp,foreigner_n,pop_move_n,unemp_n,area_nr.y,afd_votes,votes_total,afd_prop,WKR_NR,LAND_NR,LAND_NAME,geometry
Schleswig-Holstein,1,Flensburg – Schleswig,282.8,266.7,12.3,10,20265,7.2,16.100000000000023,3478440.0000000005,20.3616,1,11647,170396,0.06835254348693631,1,01,Schleswig-Holstein,
